Iteration,BestFitness
0,382.800872
1,382.800872
2,321.485765
3,321.485765
4,321.485765
5,321.485765
6,321.485765
7,321.485765
8,321.485765
9,321.485765
10,321.485765
11,321.485765
12,321.485765
13,321.485765
14,321.485765
15,321.485765
16,321.485765
17,321.485765
18,321.485765
19,321.485765
20,321.485765
21,321.485765
22,321.485765
23,321.485765
24,321.485765
25,321.485765
26,321.485765
27,321.485765
28,321.485765
29,321.485765
30,321.485765
31,321.485765
32,321.485765
33,321.485765
34,321.485765
35,321.485765
36,321.485765
37,321.485765
38,321.485765
39,321.485765
40,321.485765
41,321.485765
42,321.485765
43,321.485765
44,321.485765
45,321.485765
46,321.485765
47,321.485765
48,321.485765
49,321.485765
50,321.485765
51,321.485765
52,321.485765
53,321.485765
54,321.485765
55,321.485765
56,321.485765
57,321.485765
58,321.485765
59,321.485765
60,321.485765
61,321.485765
62,321.485765
63,321.485765
64,321.485765
65,321.485765
66,321.485765
67,321.485765
68,321.485765
69,321.485765
70,321.485765
71,321.485765
72,321.485765
73,321.485765
74,321.485765
75,321.485765
76,321.485765
77,321.485765
78,321.485765
79,321.485765
80,321.485765
81,321.485765
82,321.485765
83,321.485765
84,321.485765
85,321.485765
86,321.485765
87,321.485765
88,321.485765
89,321.485765
90,321.485765
91,321.485765
92,321.485765
93,321.485765
94,321.485765
95,321.485765
96,321.485765
97,321.485765
98,321.485765
99,321.485765
