Iteration,BestFitness
0,1890.742115
1,1890.742115
2,1748.328549
3,1695.374768
4,1695.374768
5,1695.374768
6,1695.374768
7,1695.374768
8,1695.374768
9,1695.374768
10,1695.374768
11,1695.374768
12,1695.374768
13,1695.374768
14,1695.374768
15,1695.374768
16,1695.374768
17,1695.374768
18,1695.374768
19,1695.374768
20,1695.374768
21,1695.374768
22,1695.374768
23,1695.374768
24,1695.374768
25,1695.374768
26,1695.374768
27,1695.374768
28,1695.374768
29,1695.374768
30,1695.374768
31,1695.374768
32,1695.374768
33,1695.374768
34,1695.374768
35,1695.374768
36,1695.374768
37,1695.374768
38,1695.374768
39,1695.374768
40,1695.374768
41,1695.374768
42,1695.374768
43,1695.374768
44,1695.374768
45,1695.374768
46,1695.374768
47,1695.374768
48,1695.374768
49,1695.374768
50,1695.374768
51,1695.374768
52,1695.374768
53,1695.374768
54,1695.374768
55,1695.374768
56,1695.374768
57,1695.374768
58,1695.374768
59,1695.374768
60,1695.374768
61,1695.374768
62,1695.374768
63,1695.374768
64,1695.374768
65,1695.374768
66,1695.374768
67,1695.374768
68,1695.374768
69,1695.374768
70,1695.374768
71,1695.374768
72,1695.374768
73,1695.374768
74,1695.374768
75,1695.374768
76,1695.374768
77,1695.374768
78,1695.374768
79,1695.374768
80,1695.374768
81,1695.374768
82,1695.374768
83,1695.374768
84,1695.374768
85,1695.374768
86,1695.374768
87,1695.374768
88,1695.374768
89,1695.374768
90,1695.374768
91,1695.374768
92,1695.374768
93,1695.374768
94,1695.374768
95,1695.374768
96,1695.374768
97,1695.374768
98,1695.374768
99,1695.374768
