Iteration,BestFitness
0,383.880783
1,383.880783
2,383.880783
3,383.880783
4,383.880783
5,383.880783
6,383.880783
7,383.880783
8,383.880783
9,383.880783
10,383.880783
11,383.880783
12,383.880783
13,383.880783
14,383.880783
15,383.880783
16,383.880783
17,383.880783
18,383.880783
19,372.849206
20,372.849206
21,372.849206
22,372.849206
23,372.849206
24,355.000000
25,355.000000
26,355.000000
27,355.000000
28,355.000000
29,355.000000
30,355.000000
31,355.000000
32,355.000000
33,355.000000
34,355.000000
35,355.000000
36,355.000000
37,342.516187
38,342.516187
39,342.516187
40,342.516187
41,342.516187
42,342.516187
43,342.516187
44,342.516187
45,342.516187
46,342.516187
47,342.516187
48,342.516187
49,342.516187
50,342.516187
51,342.516187
52,342.516187
53,342.516187
54,342.516187
55,342.516187
56,342.516187
57,342.516187
58,342.516187
59,342.516187
60,342.516187
61,342.516187
62,342.516187
63,342.516187
64,342.516187
65,342.516187
66,342.516187
67,342.516187
68,342.516187
69,342.516187
70,342.516187
71,342.516187
72,342.516187
73,342.516187
74,342.516187
75,342.516187
76,342.516187
77,342.516187
78,342.516187
79,342.516187
80,342.516187
81,342.516187
82,342.516187
83,342.516187
84,342.516187
85,342.516187
86,342.516187
87,342.516187
88,342.516187
89,342.516187
90,342.516187
91,342.516187
92,342.516187
93,342.516187
94,342.516187
95,342.516187
96,342.516187
97,342.516187
98,342.516187
99,342.516187
