Iteration,BestFitness
0,724.018487
1,724.018487
2,724.018487
3,724.018487
4,724.018487
5,724.018487
6,724.018487
7,724.018487
8,724.018487
9,724.018487
10,724.018487
11,724.018487
12,724.018487
13,724.018487
14,724.018487
15,724.018487
16,724.018487
17,724.018487
18,724.018487
19,724.018487
20,724.018487
21,724.018487
22,724.018487
23,724.018487
24,724.018487
25,724.018487
26,724.018487
27,724.018487
28,724.018487
29,724.018487
30,724.018487
31,724.018487
32,724.018487
33,724.018487
34,724.018487
35,724.018487
36,724.018487
37,724.018487
38,724.018487
39,724.018487
40,724.018487
41,724.018487
42,724.018487
43,724.018487
44,724.018487
45,724.018487
46,724.018487
47,724.018487
48,724.018487
49,724.018487
50,724.018487
51,724.018487
52,724.018487
53,724.018487
54,724.018487
55,724.018487
56,724.018487
57,724.018487
58,724.018487
59,724.018487
60,724.018487
61,724.018487
62,724.018487
63,724.018487
64,724.018487
65,724.018487
66,724.018487
67,724.018487
68,724.018487
69,724.018487
70,724.018487
71,724.018487
72,724.018487
73,724.018487
74,724.018487
75,724.018487
76,724.018487
77,724.018487
78,724.018487
79,724.018487
80,724.018487
81,724.018487
82,724.018487
83,724.018487
84,724.018487
85,724.018487
86,724.018487
87,724.018487
88,724.018487
89,724.018487
90,724.018487
91,724.018487
92,724.018487
93,724.018487
94,724.018487
95,724.018487
96,724.018487
97,724.018487
98,694.082317
99,694.082317
