Iteration,BestFitness
0,1849.757366
1,1849.757366
2,1833.874799
3,1833.874799
4,1833.874799
5,1833.874799
6,1833.874799
7,1833.874799
8,1833.874799
9,1833.874799
10,1833.874799
11,1833.874799
12,1833.874799
13,1833.874799
14,1833.874799
15,1833.874799
16,1833.874799
17,1833.874799
18,1833.874799
19,1833.874799
20,1833.874799
21,1833.874799
22,1833.874799
23,1833.874799
24,1833.874799
25,1833.874799
26,1833.874799
27,1833.874799
28,1833.874799
29,1833.874799
30,1833.874799
31,1833.874799
32,1833.874799
33,1833.874799
34,1833.874799
35,1833.874799
36,1833.874799
37,1833.874799
38,1833.874799
39,1833.874799
40,1833.874799
41,1833.874799
42,1833.874799
43,1833.874799
44,1833.874799
45,1833.874799
46,1833.874799
47,1833.874799
48,1833.874799
49,1833.874799
50,1833.874799
51,1833.874799
52,1833.874799
53,1833.874799
54,1833.874799
55,1833.874799
56,1833.874799
57,1833.874799
58,1833.874799
59,1833.874799
60,1833.874799
61,1833.874799
62,1833.874799
63,1833.874799
64,1833.874799
65,1833.874799
66,1833.874799
67,1833.874799
68,1833.874799
69,1833.874799
70,1833.874799
71,1833.874799
72,1833.874799
73,1833.874799
74,1833.874799
75,1833.874799
76,1833.874799
77,1833.874799
78,1833.874799
79,1833.874799
80,1833.874799
81,1833.874799
82,1833.874799
83,1833.874799
84,1833.874799
85,1833.874799
86,1833.874799
87,1833.874799
88,1833.874799
89,1833.874799
90,1833.874799
91,1833.874799
92,1833.874799
93,1833.874799
94,1833.874799
95,1833.874799
96,1833.874799
97,1833.874799
98,1833.874799
99,1833.874799
