Iteration,BestFitness
0,375.434028
1,364.161793
2,315.346829
3,315.346829
4,315.346829
5,315.346829
6,315.346829
7,315.346829
8,315.346829
9,315.346829
10,315.346829
11,315.346829
12,315.346829
13,315.346829
14,315.346829
15,315.346829
16,315.346829
17,315.346829
18,315.346829
19,315.346829
20,315.346829
21,315.346829
22,315.346829
23,315.346829
24,315.346829
25,315.346829
26,315.346829
27,315.346829
28,315.346829
29,315.346829
30,315.346829
31,315.346829
32,315.346829
33,315.346829
34,315.346829
35,315.346829
36,315.346829
37,315.346829
38,315.346829
39,315.346829
40,315.346829
41,315.346829
42,315.346829
43,315.346829
44,315.346829
45,315.346829
46,315.346829
47,315.346829
48,315.346829
49,315.346829
50,315.346829
51,315.346829
52,315.346829
53,315.346829
54,315.346829
55,315.346829
56,315.346829
57,315.346829
58,315.346829
59,315.346829
60,315.346829
61,315.346829
62,315.346829
63,315.346829
64,315.346829
65,315.346829
66,315.346829
67,315.346829
68,315.346829
69,315.346829
70,315.346829
71,315.346829
72,315.346829
73,315.346829
74,315.346829
75,315.346829
76,315.346829
77,315.346829
78,315.346829
79,315.346829
80,315.346829
81,315.346829
82,315.346829
83,315.346829
84,315.346829
85,315.346829
86,315.346829
87,315.346829
88,315.346829
89,315.346829
90,315.346829
91,315.346829
92,315.346829
93,315.346829
94,315.346829
95,315.346829
96,315.346829
97,315.346829
98,315.346829
99,315.346829
