Iteration,BestFitness
0,369.049491
1,369.049491
2,369.049491
3,369.049491
4,369.049491
5,348.144213
6,348.144213
7,348.144213
8,348.144213
9,348.144213
10,348.144213
11,348.144213
12,348.144213
13,348.144213
14,348.144213
15,348.144213
16,348.144213
17,348.144213
18,348.144213
19,348.144213
20,348.144213
21,348.144213
22,348.144213
23,348.144213
24,348.144213
25,348.144213
26,348.144213
27,348.144213
28,348.144213
29,348.144213
30,348.144213
31,348.144213
32,348.144213
33,348.144213
34,348.144213
35,348.144213
36,348.144213
37,348.144213
38,348.144213
39,348.144213
40,348.144213
41,348.144213
42,348.144213
43,348.144213
44,348.144213
45,348.144213
46,348.144213
47,348.144213
48,348.144213
49,348.144213
50,348.144213
51,348.144213
52,348.144213
53,348.144213
54,348.144213
55,348.144213
56,348.144213
57,348.144213
58,348.144213
59,348.144213
60,348.144213
61,348.144213
62,348.144213
63,348.144213
64,348.144213
65,348.144213
66,348.144213
67,348.144213
68,348.144213
69,348.144213
70,348.144213
71,348.144213
72,348.144213
73,348.144213
74,348.144213
75,348.144213
76,348.144213
77,348.144213
78,348.144213
79,348.144213
80,348.144213
81,348.144213
82,348.144213
83,348.144213
84,348.144213
85,348.144213
86,348.144213
87,348.144213
88,348.144213
89,348.144213
90,348.144213
91,348.144213
92,348.144213
93,348.144213
94,348.144213
95,348.144213
96,348.144213
97,348.144213
98,348.144213
99,346.294118
