Iteration,BestFitness
0,213.937397
1,206.054994
2,206.054994
3,178.576525
4,178.576525
5,178.576525
6,178.576525
7,178.576525
8,178.576525
9,178.576525
10,178.576525
11,178.576525
12,178.576525
13,178.576525
14,178.576525
15,178.576525
16,178.576525
17,178.576525
18,178.576525
19,178.576525
20,178.576525
21,178.576525
22,178.576525
23,178.576525
24,178.576525
25,178.576525
26,178.576525
27,178.576525
28,178.576525
29,178.576525
30,178.576525
31,178.576525
32,178.576525
33,178.576525
34,178.576525
35,178.576525
36,178.576525
37,178.576525
38,178.576525
39,178.576525
40,178.576525
41,178.576525
42,178.576525
43,178.576525
44,178.576525
45,178.576525
46,178.576525
47,178.576525
48,178.576525
49,178.576525
50,178.576525
51,178.576525
52,178.576525
53,178.576525
54,178.576525
55,178.576525
56,178.576525
57,178.576525
58,178.576525
59,178.576525
60,178.576525
61,178.576525
62,178.576525
63,178.576525
64,178.576525
65,178.576525
66,178.576525
67,178.576525
68,178.576525
69,178.576525
70,178.576525
71,178.576525
72,178.576525
73,178.576525
74,178.576525
75,178.576525
76,178.576525
77,178.576525
78,178.576525
79,178.576525
80,178.576525
81,178.576525
82,178.576525
83,178.576525
84,178.576525
85,178.576525
86,178.576525
87,178.576525
88,178.576525
89,178.576525
90,178.576525
91,178.576525
92,178.576525
93,178.576525
94,178.576525
95,178.576525
96,178.576525
97,178.576525
98,178.576525
99,178.576525
