Iteration,BestFitness
0,379.127726
1,372.226252
2,372.226252
3,372.226252
4,372.226252
5,372.226252
6,372.226252
7,372.226252
8,372.226252
9,372.226252
10,372.226252
11,372.226252
12,372.226252
13,372.226252
14,372.226252
15,372.226252
16,372.226252
17,372.226252
18,372.226252
19,372.226252
20,372.226252
21,372.226252
22,372.226252
23,372.226252
24,372.226252
25,372.226252
26,372.226252
27,372.226252
28,372.226252
29,372.226252
30,372.226252
31,372.226252
32,372.226252
33,372.226252
34,372.226252
35,372.226252
36,372.226252
37,372.226252
38,372.226252
39,372.226252
40,372.226252
41,372.226252
42,372.226252
43,372.226252
44,372.226252
45,372.226252
46,372.226252
47,372.226252
48,372.226252
49,372.226252
50,372.226252
51,372.226252
52,372.226252
53,372.226252
54,372.226252
55,372.226252
56,372.226252
57,372.226252
58,372.226252
59,372.226252
60,372.226252
61,372.226252
62,372.226252
63,372.226252
64,372.226252
65,372.226252
66,372.226252
67,372.226252
68,372.226252
69,372.226252
70,372.226252
71,372.226252
72,372.226252
73,372.226252
74,372.226252
75,372.226252
76,372.226252
77,372.226252
78,372.226252
79,372.226252
80,372.226252
81,372.226252
82,372.226252
83,372.226252
84,372.226252
85,372.226252
86,372.226252
87,372.226252
88,372.226252
89,372.226252
90,372.226252
91,372.226252
92,372.226252
93,372.226252
94,372.226252
95,362.938224
96,362.938224
97,362.938224
98,362.938224
99,362.938224
