Iteration,BestFitness
0,1081.065495
1,1081.065495
2,1059.601036
3,1059.601036
4,1059.601036
5,1059.601036
6,1059.601036
7,1059.601036
8,1059.601036
9,1059.601036
10,1059.601036
11,1059.601036
12,1059.601036
13,1059.601036
14,1059.601036
15,1059.601036
16,1059.601036
17,1059.601036
18,1059.601036
19,1059.601036
20,1059.601036
21,1059.601036
22,1059.601036
23,1059.601036
24,1059.601036
25,1059.601036
26,1059.601036
27,1059.601036
28,1059.601036
29,1059.601036
30,1059.601036
31,1059.601036
32,1059.601036
33,1059.601036
34,1059.601036
35,1059.601036
36,1059.601036
37,1059.601036
38,1059.601036
39,1059.601036
40,1059.601036
41,1059.601036
42,1059.601036
43,1059.601036
44,1059.601036
45,1059.601036
46,1059.601036
47,1059.601036
48,1059.601036
49,1059.601036
50,1059.601036
51,1059.601036
52,1059.601036
53,1059.601036
54,1059.601036
55,1059.601036
56,1059.601036
57,1059.601036
58,1059.601036
59,1059.601036
60,1059.601036
61,1059.601036
62,1059.601036
63,1059.601036
64,1059.601036
65,1059.601036
66,1059.601036
67,1059.601036
68,1059.601036
69,1059.601036
70,1059.601036
71,1059.601036
72,1059.601036
73,1059.601036
74,1059.601036
75,1059.601036
76,1059.601036
77,1059.601036
78,1059.601036
79,1059.601036
80,1059.601036
81,1059.601036
82,1059.601036
83,1059.601036
84,1059.601036
85,1059.601036
86,1059.601036
87,1059.601036
88,1059.601036
89,1059.601036
90,1059.601036
91,1059.601036
92,1059.601036
93,1059.601036
94,1059.601036
95,1059.601036
96,1059.601036
97,1059.601036
98,1059.601036
99,1059.601036
