Iteration,BestFitness
0,444.013865
1,444.013865
2,444.013865
3,444.013865
4,444.013865
5,444.013865
6,444.013865
7,444.013865
8,444.013865
9,444.013865
10,444.013865
11,444.013865
12,444.013865
13,444.013865
14,444.013865
15,444.013865
16,444.013865
17,444.013865
18,444.013865
19,444.013865
20,444.013865
21,444.013865
22,444.013865
23,444.013865
24,444.013865
25,444.013865
26,444.013865
27,444.013865
28,444.013865
29,444.013865
30,444.013865
31,444.013865
32,444.013865
33,444.013865
34,444.013865
35,444.013865
36,404.470000
37,404.470000
38,404.470000
39,404.470000
40,404.470000
41,404.470000
42,404.470000
43,404.470000
44,404.470000
45,404.470000
46,404.470000
47,404.470000
48,404.470000
49,404.470000
50,404.470000
51,404.470000
52,404.470000
53,404.470000
54,404.470000
55,404.470000
56,404.470000
57,404.470000
58,404.470000
59,404.470000
60,404.470000
61,404.470000
62,404.470000
63,404.470000
64,404.470000
65,404.470000
66,404.470000
67,404.470000
68,404.470000
69,404.470000
70,404.470000
71,404.470000
72,404.470000
73,404.470000
74,404.470000
75,404.470000
76,404.470000
77,404.470000
78,404.470000
79,404.470000
80,404.470000
81,404.470000
82,404.470000
83,404.470000
84,404.470000
85,404.470000
86,404.470000
87,404.470000
88,404.470000
89,404.470000
90,404.470000
91,404.470000
92,404.470000
93,404.470000
94,404.470000
95,404.470000
96,404.470000
97,404.470000
98,404.470000
99,404.470000
