Algorithm,TaskCount,Run,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree
CBO,300,9,51,1.965162,0.008561,0.105356,0.53681,1.840119
PSO,300,9,51,2.392598,0.008761,0.104939,0.456465,2.417704
AOA,300,9,51,1.965162,0.008561,0.105356,0.53681,1.840119
GWO,300,9,51,1.965162,0.008561,0.105356,0.53681,1.840119
FCFS,300,10,52,44.752,0.008664,0.125815,0.418112,1.889535
RoundRobin,300,10,52,44.752,0.008664,0.125815,0.418112,1.889535
Random,300,10,52,73.48,0.008675,0.12757,0.156318,3.511065
MinMin,300,10,52,16.285333,0.008864,0.095189,0.921326,0.330835
MaxMin,300,10,52,15.561333,0.008872,0.095871,0.987591,0.045262
LSCBO,300,10,52,2.117895,0.008407,0.115477,0.544404,1.666263
CBO,300,10,52,2.523621,0.00847,0.117652,0.466809,2.22335
PSO,300,10,52,2.415683,0.00855,0.112658,0.467262,2.497186
AOA,300,10,52,2.523621,0.00847,0.117652,0.466809,2.22335
GWO,300,10,52,2.419728,0.008367,0.113257,0.46916,2.349619
FCFS,300,11,53,49.024,0.009248,0.136387,0.393417,1.934838
RoundRobin,300,11,53,49.024,0.009248,0.136387,0.393417,1.934838
Random,300,11,53,64.352,0.009128,0.127255,0.378327,3.067186
MinMin,300,11,53,16.83,0.009558,0.099549,0.934911,0.31461
MaxMin,300,11,53,15.987,0.009552,0.099816,0.991669,0.026865
LSCBO,300,11,53,2.77351,0.009175,0.123981,0.467561,2.19008
CBO,300,11,53,3.117359,0.009024,0.125588,0.382624,2.82635
PSO,300,11,53,3.203678,0.00895,0.11928,0.331646,3.168354
AOA,300,11,53,3.277439,0.009195,0.125906,0.35188,2.881649
GWO,300,11,53,2.549332,0.008933,0.119284,0.468412,2.034038
FCFS,300,12,54,42.144,0.007936,0.116985,0.461561,1.884677
RoundRobin,300,12,54,42.144,0.007936,0.116985,0.461561,1.884677
Random,300,12,54,49.784,0.00802,0.117747,0.329241,2.575003
MinMin,300,12,54,16.02,0.008244,0.092389,0.910714,0.337488
MaxMin,300,12,54,15.149333,0.008235,0.093137,0.987743,0.045415
LSCBO,300,12,54,1.644392,0.008001,0.104037,0.608406,1.718363
CBO,300,12,54,2.545599,0.00801,0.105815,0.401834,2.931696
PSO,300,12,54,2.52208,0.008119,0.110372,0.431628,2.542995
AOA,300,12,54,2.896605,0.007963,0.113078,0.385313,2.969464
GWO,300,12,54,2.315692,0.007821,0.111511,0.484649,2.601085
FCFS,300,13,55,40.684,0.008384,0.11715,0.458002,1.824138
RoundRobin,300,13,55,40.684,0.008384,0.11715,0.458002,1.824138
Random,300,13,55,63.6,0.00832,0.118522,0.247721,3.320262
MinMin,300,13,55,16.73,0.008867,0.093918,0.890423,0.334281
MaxMin,300,13,55,15.096,0.008754,0.093873,0.987972,0.034333
LSCBO,300,13,55,2.17139,0.008497,0.108253,0.501735,2.126653
CBO,300,13,55,2.638093,0.008179,0.109581,0.402564,3.518968
PSO,300,13,55,2.132854,0.008177,0.104778,0.494281,2.302257
AOA,300,13,55,2.63002,0.008143,0.110444,0.430789,2.438384
GWO,300,13,55,2.309692,0.008364,0.105933,0.458195,2.546554
FCFS,300,14,56,44.824,0.007734,0.124148,0.457273,1.893267
RoundRobin,300,14,56,44.824,0.007734,0.124148,0.457273,1.893267
Random,300,14,56,46.1,0.007562,0.119715,0.415535,2.354262
MinMin,300,14,56,18.034667,0.007766,0.09691,0.909448,0.31031
MaxMin,300,14,56,16.217,0.007711,0.09979,0.983297,0.051992
LSCBO,300,14,56,2.606958,0.007532,0.118922,0.454862,2.295991
CBO,300,14,56,2.743448,0.007498,0.118928,0.449428,2.208401
PSO,300,14,56,2.38306,0.007501,0.116772,0.49253,2.096312
AOA,300,14,56,2.648608,0.007639,0.10973,0.399101,2.437632
GWO,300,14,56,2.261603,0.007693,0.114347,0.509464,2.56094
FCFS,300,15,57,41.792,0.009182,0.10503,0.342446,2.146674
RoundRobin,300,15,57,41.792,0.009182,0.10503,0.342446,2.146674
Random,300,15,57,54.256,0.009147,0.101385,0.29888,3.276072
MinMin,300,15,57,14.697333,0.009787,0.075509,0.791988,0.685713
MaxMin,300,15,57,13.117,0.009784,0.079271,0.960951,0.122848
LSCBO,300,15,57,1.885474,0.009513,0.093482,0.498567,1.97617
CBO,300,15,57,2.19951,0.009332,0.095061,0.425419,2.969484
PSO,300,15,57,2.362196,0.009285,0.093369,0.392851,2.738504
AOA,300,15,57,1.926113,0.009229,0.093767,0.489641,2.10058
GWO,300,15,57,2.113036,0.009572,0.093608,0.439619,2.74142
FCFS,300,16,58,52.848,0.008479,0.135445,0.406776,2.155782
RoundRobin,300,16,58,52.848,0.008479,0.135445,0.406776,2.155782
Random,300,16,58,76.66,0.00845,0.132461,0.259623,3.443134
MinMin,300,16,58,18.268,0.00877,0.097174,0.905578,0.30461
MaxMin,300,16,58,16.455,0.008671,0.100934,0.986106,0.049649
LSCBO,300,16,58,2.689985,0.008387,0.122497,0.45443,2.562875
CBO,300,16,58,2.624817,0.008494,0.115111,0.43358,2.900124
PSO,300,16,58,2.402461,0.008415,0.118568,0.49659,2.293168
AOA,300,16,58,2.707757,0.008086,0.11679,0.446508,2.255909
GWO,300,16,58,2.580299,0.00825,0.117203,0.452642,2.345601
FCFS,300,17,59,51.828,0.009143,0.11696,0.383287,2.382549
RoundRobin,300,17,59,51.828,0.009143,0.11696,0.383287,2.382549
Random,300,17,59,69.68,0.008954,0.114458,0.272642,3.668383
MinMin,300,17,59,16.236,0.009591,0.085912,0.803599,0.729389
MaxMin,300,17,59,14.608,0.009413,0.087957,0.945137,0.154615
LSCBO,300,17,59,2.245817,0.009106,0.106403,0.475399,2.117838
CBO,300,17,59,2.652431,0.009267,0.106136,0.377772,2.487811
PSO,300,17,59,2.354885,0.00875,0.107846,0.456483,2.09391
AOA,300,17,59,2.567385,0.008686,0.102867,0.380519,3.449005
GWO,300,17,59,2.413063,0.008972,0.105375,0.429771,2.071816
FCFS,300,18,60,42.728,0.00874,0.114053,0.439942,2.028869
RoundRobin,300,18,60,42.728,0.00874,0.114053,0.439942,2.028869
Random,300,18,60,67.0,0.008773,0.120395,0.200054,3.432635
MinMin,300,18,60,16.288,0.009463,0.088855,0.893162,0.348207
MaxMin,300,18,60,14.464,0.009233,0.087986,0.949595,0.152265
LSCBO,300,18,60,2.357338,0.008585,0.104568,0.439418,2.388217
CBO,300,18,60,2.473884,0.008438,0.111927,0.474151,1.978031
PSO,300,18,60,2.417936,0.008828,0.101147,0.406165,3.094792
AOA,300,18,60,2.207905,0.008561,0.10322,0.468193,2.244763
GWO,300,18,60,2.114079,0.008959,0.103911,0.494487,2.337279
FCFS,300,19,61,40.596,0.007966,0.122348,0.46338,1.744266
RoundRobin,300,19,61,40.596,0.007966,0.122348,0.46338,1.744266
Random,300,19,61,79.54,0.007963,0.126071,0.199412,3.890077
MinMin,300,19,61,17.442667,0.007993,0.092793,0.92585,0.309641
MaxMin,300,19,61,15.314667,0.007963,0.095254,0.984407,0.049182
LSCBO,300,19,61,2.131819,0.0077,0.110207,0.519515,2.024955
CBO,300,19,61,2.574787,0.007657,0.11304,0.43395,2.781748
PSO,300,19,61,2.516088,0.008035,0.106959,0.414808,2.635184
AOA,300,19,61,2.620963,0.007869,0.107928,0.395716,2.695562
GWO,300,19,61,1.994156,0.007895,0.107709,0.56745,1.836026
FCFS,300,20,62,40.204,0.008874,0.091096,0.471835,2.390334
RoundRobin,300,20,62,40.204,0.008874,0.091096,0.471835,2.390334
Random,300,20,62,49.264,0.008906,0.090467,0.352768,3.211223
MinMin,300,20,62,13.519,0.00952,0.074319,0.844036,0.563845
MaxMin,300,20,62,12.524,0.009556,0.075735,0.972742,0.121156
LSCBO,300,20,62,1.459694,0.008954,0.08124,0.554334,2.0651
CBO,300,20,62,2.052315,0.008599,0.088084,0.419974,2.286742
PSO,300,20,62,1.613986,0.008847,0.083795,0.521965,2.280861
AOA,300,20,62,2.051961,0.00844,0.08758,0.439954,2.228226
GWO,300,20,62,1.382995,0.008961,0.08235,0.583598,1.930827
FCFS,300,21,63,40.444,0.008048,0.120308,0.466915,1.770905
RoundRobin,300,21,63,40.444,0.008048,0.120308,0.466915,1.770905
Random,300,21,63,91.36,0.008051,0.121374,0.213343,4.560565
MinMin,300,21,63,16.198,0.008135,0.094547,0.925807,0.329653
MaxMin,300,21,63,15.452,0.008152,0.095283,0.983707,0.047487
LSCBO,300,21,63,2.545183,0.007752,0.114285,0.446703,2.656456
CBO,300,21,63,2.455012,0.008169,0.108675,0.438759,2.714498
PSO,300,21,63,2.258683,0.008305,0.10472,0.488432,2.190052
AOA,300,21,63,2.554399,0.008272,0.108445,0.413858,2.433421
GWO,300,21,63,2.380398,0.008174,0.108994,0.457151,2.418229
FCFS,300,22,64,43.948,0.008735,0.106859,0.439838,2.174519
RoundRobin,300,22,64,43.948,0.008735,0.106859,0.439838,2.174519
Random,300,22,64,62.48,0.009161,0.104663,0.273552,3.661394
MinMin,300,22,64,15.272,0.009396,0.078803,0.772288,0.716922
MaxMin,300,22,64,13.776,0.009404,0.083215,0.949037,0.141858
LSCBO,300,22,64,1.713323,0.008863,0.096797,0.560815,1.850457
CBO,300,22,64,2.216098,0.009033,0.099857,0.448861,2.669979
PSO,300,22,64,2.428467,0.008851,0.102225,0.408357,2.318892
AOA,300,22,64,2.216098,0.009033,0.099857,0.448861,2.669979
GWO,300,22,64,1.902962,0.008911,0.097342,0.514356,1.965981
FCFS,300,23,65,46.812,0.008691,0.127431,0.399146,1.968221
RoundRobin,300,23,65,46.812,0.008691,0.127431,0.399146,1.968221
Random,300,23,65,69.988,0.008547,0.131118,0.256862,3.216066
MinMin,300,23,65,16.361333,0.008693,0.095513,0.929203,0.329977
MaxMin,300,23,65,15.484,0.008731,0.095782,0.986205,0.043897
LSCBO,300,23,65,2.760763,0.008617,0.116212,0.431946,2.441017
CBO,300,23,65,3.224065,0.008566,0.122239,0.343239,2.887503
PSO,300,23,65,3.019796,0.008727,0.119652,0.371876,2.789281
AOA,300,23,65,3.224065,0.008566,0.122239,0.343239,2.887503
GWO,300,23,65,2.472429,0.008516,0.114611,0.487994,2.05363
FCFS,300,24,66,50.4,0.009404,0.127819,0.420702,2.179387
RoundRobin,300,24,66,50.4,0.009404,0.127819,0.420702,2.179387
Random,300,24,66,63.1,0.009246,0.128805,0.249334,2.959138
MinMin,300,24,66,17.128,0.010006,0.09736,0.898987,0.321944
MaxMin,300,24,66,15.82,0.00988,0.097669,0.988154,0.039404
LSCBO,300,24,66,2.393397,0.00915,0.116841,0.490147,1.732375
CBO,300,24,66,3.001175,0.009467,0.12284,0.391601,2.400344
PSO,300,24,66,2.537995,0.009464,0.118765,0.468471,2.216852
AOA,300,24,66,2.732273,0.009475,0.114315,0.404852,2.377014
GWO,300,24,66,2.049449,0.009179,0.111559,0.544505,2.160273
FCFS,300,25,67,37.736,0.008205,0.101045,0.499455,1.900374
RoundRobin,300,25,67,37.736,0.008205,0.101045,0.499455,1.900374
Random,300,25,67,65.652,0.007939,0.106977,0.286855,3.655892
MinMin,300,25,67,15.337,0.008658,0.079448,0.784461,0.72709
MaxMin,300,25,67,13.832,0.008581,0.083818,0.955436,0.136615
LSCBO,300,25,67,1.90306,0.008424,0.093037,0.492138,2.549337
CBO,300,25,67,2.103457,0.008005,0.097317,0.462093,2.152775
PSO,300,25,67,1.970284,0.007968,0.097874,0.499872,2.21895
AOA,300,25,67,1.929669,0.008388,0.094961,0.49539,2.27854
GWO,300,25,67,1.929642,0.008318,0.095397,0.49738,2.138603
FCFS,300,26,68,38.384,0.008328,0.107673,0.516315,1.877527
RoundRobin,300,26,68,38.384,0.008328,0.107673,0.516315,1.877527
Random,300,26,68,79.728,0.00887,0.118087,0.132882,4.217964
MinMin,300,26,68,16.321,0.008866,0.087416,0.844025,0.717779
MaxMin,300,26,68,14.288,0.008706,0.087638,0.955145,0.15114
LSCBO,300,26,68,1.786977,0.008297,0.100158,0.557037,1.785419
CBO,300,26,68,2.556081,0.008429,0.10391,0.387534,2.58105
PSO,300,26,68,2.225931,0.008313,0.104797,0.472267,2.450602
AOA,300,26,68,2.395925,0.008292,0.101321,0.412867,3.0811
GWO,300,26,68,2.281165,0.008409,0.105181,0.461372,2.691662
FCFS,300,27,69,44.572,0.008227,0.105253,0.430165,2.335519
RoundRobin,300,27,69,44.572,0.008227,0.105253,0.430165,2.335519
Random,300,27,69,54.24,0.007989,0.10607,0.289483,3.178727
MinMin,300,27,69,16.372,0.00875,0.080793,0.790937,0.781235
MaxMin,300,27,69,13.89,0.008621,0.083986,0.950975,0.152746
LSCBO,300,27,69,1.869773,0.008296,0.096504,0.519098,2.271069
CBO,300,27,69,2.154416,0.008318,0.098826,0.458285,2.581725
PSO,300,27,69,2.097612,0.008184,0.095357,0.452512,2.110934
AOA,300,27,69,2.018948,0.008119,0.096515,0.480494,2.475664
GWO,300,27,69,2.020558,0.007914,0.099171,0.493673,2.15516
FCFS,300,28,70,48.744,0.008061,0.109913,0.461482,2.384835
RoundRobin,300,28,70,48.744,0.008061,0.109913,0.461482,2.384835
Random,300,28,70,51.856,0.008198,0.107957,0.396793,2.841242
MinMin,300,28,70,16.861333,0.008636,0.091011,0.891969,0.343107
MaxMin,300,28,70,14.752,0.008479,0.09032,0.955568,0.140774
LSCBO,300,28,70,1.93457,0.007929,0.091283,0.61184,1.644257
CBO,300,28,70,1.854318,0.007989,0.097111,0.525701,2.078651
PSO,300,28,70,2.096913,0.007845,0.100862,0.483205,2.295098
AOA,300,28,70,2.438049,0.008139,0.104067,0.418297,3.127328
GWO,300,28,70,1.917119,0.007986,0.101891,0.532812,2.034309
FCFS,300,29,71,47.476,0.00912,0.126228,0.418062,1.990091
RoundRobin,300,29,71,47.476,0.00912,0.126228,0.418062,1.990091
Random,300,29,71,75.48,0.009147,0.122402,0.290176,3.686967
MinMin,300,29,71,16.43,0.009443,0.094493,0.91945,0.330506
MaxMin,300,29,71,15.364,0.009438,0.095095,0.98527,0.045189
LSCBO,300,29,71,2.188894,0.008881,0.108818,0.49996,1.892354
CBO,300,29,71,2.855657,0.008973,0.120805,0.411298,2.144763
PSO,300,29,71,2.353672,0.008824,0.111405,0.47496,2.335426
AOA,300,29,71,2.775624,0.008821,0.119609,0.422174,2.323278
GWO,300,29,71,2.602189,0.008921,0.112675,0.425833,2.690078
FCFS,300,30,72,41.9,0.008628,0.130702,0.423469,1.70791
RoundRobin,300,30,72,41.9,0.008628,0.130702,0.423469,1.70791
Random,300,30,72,53.148,0.008312,0.123203,0.378133,2.505189
MinMin,300,30,72,16.408,0.008705,0.097443,0.957158,0.213754
MaxMin,300,30,72,15.902667,0.008712,0.098523,0.987558,0.044814
LSCBO,300,30,72,2.653272,0.008637,0.118791,0.444198,2.286135
CBO,300,30,72,2.74107,0.008382,0.116037,0.412681,2.775739
PSO,300,30,72,2.499966,0.008406,0.114873,0.483436,2.412905
AOA,300,30,72,2.808882,0.00843,0.108878,0.358036,2.990191
GWO,300,30,72,2.082653,0.008295,0.115398,0.551989,1.759293
FCFS,500,1,43,75.1,0.016362,0.218373,0.353174,1.83958
RoundRobin,500,1,43,75.1,0.016362,0.218373,0.353174,1.83958
Random,500,1,43,103.32,0.016347,0.227655,0.235674,2.696214
MinMin,500,1,43,25.849,0.017008,0.143316,0.88059,0.32652
MaxMin,500,1,43,24.141,0.016973,0.149552,0.979737,0.051932
LSCBO,500,1,43,4.170268,0.016132,0.193232,0.462991,2.076347
CBO,500,1,43,5.063091,0.015772,0.189,0.332414,2.643989
PSO,500,1,43,4.70573,0.015505,0.192147,0.389721,2.216688
AOA,500,1,43,4.983087,0.015799,0.194851,0.363082,2.571564
GWO,500,1,43,4.116598,0.016302,0.190667,0.462756,2.020851
FCFS,500,2,44,77.832,0.015833,0.182901,0.378945,2.233557
RoundRobin,500,2,44,77.832,0.015833,0.182901,0.378945,2.233557
Random,500,2,44,108.096,0.015854,0.181885,0.264719,3.479255
MinMin,500,2,44,22.951,0.016565,0.138874,0.973359,0.110304
MaxMin,500,2,44,22.488,0.016574,0.139409,0.990424,0.031187
LSCBO,500,2,44,3.120568,0.016089,0.164334,0.529061,2.216434
CBO,500,2,44,3.603564,0.015964,0.163814,0.45302,2.284994
PSO,500,2,44,3.803277,0.015562,0.165913,0.429725,2.527089
AOA,500,2,44,4.071198,0.016176,0.168742,0.399315,2.226148
GWO,500,2,44,3.022515,0.016198,0.159406,0.528931,1.749238
FCFS,500,3,45,73.804,0.015626,0.162247,0.404436,2.42286
RoundRobin,500,3,45,73.804,0.015626,0.162247,0.404436,2.42286
Random,500,3,45,110.324,0.015102,0.165341,0.258761,3.921514
MinMin,500,3,45,22.973333,0.016747,0.130009,0.93671,0.240868
MaxMin,500,3,45,20.968,0.016557,0.130797,0.989977,0.025994
LSCBO,500,3,45,2.626369,0.015694,0.147868,0.559476,1.912698
CBO,500,3,45,3.351653,0.015356,0.155006,0.463408,2.706247
PSO,500,3,45,2.963267,0.01582,0.150069,0.510146,2.301111
AOA,500,3,45,3.333454,0.015806,0.150871,0.450238,2.10823
GWO,500,3,45,3.038229,0.015215,0.152094,0.503828,2.154052
FCFS,500,4,46,70.208,0.014086,0.167164,0.479742,2.166119
RoundRobin,500,4,46,70.208,0.014086,0.167164,0.479742,2.166119
Random,500,4,46,89.464,0.014227,0.165766,0.404513,3.169211
MinMin,500,4,46,23.022,0.014997,0.13893,0.961364,0.150864
MaxMin,500,4,46,22.467,0.014995,0.139276,0.991991,0.02981
LSCBO,500,4,46,2.89901,0.014136,0.158192,0.54512,1.853156
CBO,500,4,46,3.567611,0.013901,0.165263,0.463298,2.401928
PSO,500,4,46,2.672175,0.014188,0.155727,0.574602,1.914177
AOA,500,4,46,3.188416,0.013912,0.150989,0.476203,2.663238
GWO,500,4,46,2.861584,0.013981,0.158442,0.552299,2.224662
FCFS,500,5,47,75.312,0.0145,0.204328,0.432267,1.949575
RoundRobin,500,5,47,75.312,0.0145,0.204328,0.432267,1.949575
Random,500,5,47,85.064,0.014646,0.21055,0.308198,2.312752
MinMin,500,5,47,26.969333,0.014818,0.148833,0.874019,0.36691
MaxMin,500,5,47,25.165,0.014937,0.154378,0.980623,0.059969
LSCBO,500,5,47,3.302429,0.014044,0.185644,0.55872,1.866211
CBO,500,5,47,4.085422,0.014556,0.180418,0.437057,2.569308
PSO,500,5,47,3.851209,0.014573,0.182597,0.476193,2.58047
AOA,500,5,47,4.943881,0.014526,0.18337,0.329019,3.064426
GWO,500,5,47,3.666816,0.014404,0.185822,0.509837,2.090634
FCFS,500,6,48,83.7,0.015279,0.221141,0.377146,2.063711
RoundRobin,500,6,48,83.7,0.015279,0.221141,0.377146,2.063711
Random,500,6,48,105.544,0.014783,0.220564,0.293468,2.861122
MinMin,500,6,48,27.51,0.015555,0.146607,0.834069,0.420789
MaxMin,500,6,48,25.533333,0.015543,0.155957,0.970229,0.073153
LSCBO,500,6,48,4.46887,0.015149,0.205356,0.45829,2.046703
CBO,500,6,48,5.142689,0.015342,0.201123,0.36242,2.325102
PSO,500,6,48,4.508892,0.015068,0.203807,0.450322,2.440992
AOA,500,6,48,5.310594,0.015192,0.211966,0.375605,2.190364
GWO,500,6,48,4.615271,0.014954,0.207248,0.445231,1.802393
FCFS,500,7,49,62.572,0.014221,0.176846,0.457029,1.750722
RoundRobin,500,7,49,62.572,0.014221,0.176846,0.457029,1.750722
Random,500,7,49,127.88,0.014019,0.180238,0.262212,4.271276
MinMin,500,7,49,24.539,0.015114,0.140123,0.932002,0.200737
MaxMin,500,7,49,23.17,0.014909,0.143207,0.986049,0.047835
LSCBO,500,7,49,2.223725,0.014172,0.151684,0.669485,1.421113
CBO,500,7,49,3.430893,0.013954,0.164639,0.481938,2.282444
PSO,500,7,49,3.479085,0.013627,0.168036,0.485272,2.137808
AOA,500,7,49,3.756534,0.014294,0.171797,0.456057,2.063821
GWO,500,7,49,3.405197,0.013999,0.169439,0.500473,1.99766
FCFS,500,8,50,70.976,0.01437,0.179187,0.461143,2.070508
RoundRobin,500,8,50,70.976,0.01437,0.179187,0.461143,2.070508
Random,500,8,50,91.416,0.014837,0.185663,0.263129,2.896149
MinMin,500,8,50,24.528,0.015624,0.139581,0.932235,0.211884
MaxMin,500,8,50,23.058,0.01543,0.142788,0.986517,0.045851
LSCBO,500,8,50,2.962829,0.014387,0.167647,0.561741,1.851163
CBO,500,8,50,3.456514,0.014301,0.168294,0.489766,2.356269
PSO,500,8,50,3.398189,0.014521,0.169312,0.501632,2.304767
AOA,500,8,50,3.419962,0.014442,0.170145,0.500394,1.980284
GWO,500,8,50,2.636512,0.014773,0.160576,0.593523,2.057465
FCFS,500,9,51,71.8,0.014441,0.194492,0.423731,1.924437
RoundRobin,500,9,51,71.8,0.014441,0.194492,0.423731,1.924437
Random,500,9,51,90.584,0.01468,0.184238,0.361051,2.765434
MinMin,500,9,51,26.066,0.014817,0.148901,0.909337,0.26763
MaxMin,500,9,51,24.388,0.014851,0.15229,0.987317,0.032533
LSCBO,500,9,51,3.534911,0.01445,0.180446,0.512952,1.741434
CBO,500,9,51,3.921641,0.014554,0.184099,0.470247,2.094903
PSO,500,9,51,3.414409,0.014175,0.180089,0.529334,2.063193
AOA,500,9,51,3.921641,0.014554,0.184099,0.470247,2.094903
GWO,500,9,51,3.25529,0.014552,0.177328,0.544679,2.113529
FCFS,500,10,52,74.272,0.014702,0.213744,0.431181,1.804532
RoundRobin,500,10,52,74.272,0.014702,0.213744,0.431181,1.804532
Random,500,10,52,109.26,0.014759,0.216087,0.328041,3.01468
MinMin,500,10,52,28.404,0.015159,0.157385,0.874012,0.399119
MaxMin,500,10,52,26.286,0.015047,0.16135,0.973192,0.068384
LSCBO,500,10,52,3.835803,0.014334,0.196704,0.516369,2.323078
CBO,500,10,52,4.551815,0.014464,0.197402,0.425915,2.307566
PSO,500,10,52,4.046594,0.014273,0.19579,0.486216,2.04182
AOA,500,10,52,4.309556,0.014267,0.198808,0.46142,2.434381
GWO,500,10,52,3.908729,0.014492,0.198006,0.509043,1.716728
FCFS,500,11,53,82.476,0.015048,0.219729,0.418864,1.993366
RoundRobin,500,11,53,82.476,0.015048,0.219729,0.418864,1.993366
Random,500,11,53,83.864,0.014785,0.21045,0.429277,2.302114
MinMin,500,11,53,28.344,0.015591,0.15546,0.862903,0.403898
MaxMin,500,11,53,26.278,0.015493,0.160315,0.97243,0.076078
LSCBO,500,11,53,4.752366,0.014968,0.195771,0.419087,2.675613
CBO,500,11,53,4.874601,0.01412,0.20693,0.413374,2.251884
PSO,500,11,53,4.665056,0.014544,0.202254,0.426082,2.33167
AOA,500,11,53,4.895344,0.014411,0.199226,0.388903,2.763987
GWO,500,11,53,3.937015,0.014662,0.198149,0.506312,2.033488
FCFS,500,12,54,67.028,0.013478,0.197344,0.480173,1.770743
RoundRobin,500,12,54,67.028,0.013478,0.197344,0.480173,1.770743
Random,500,12,54,102.14,0.013717,0.201156,0.326253,2.896314
MinMin,500,12,54,27.07,0.013933,0.149418,0.869001,0.387156
MaxMin,500,12,54,25.296,0.01389,0.155692,0.976191,0.064131
LSCBO,500,12,54,3.315353,0.0134,0.18476,0.554492,1.694921
CBO,500,12,54,4.060124,0.01294,0.184883,0.453928,2.372619
PSO,500,12,54,4.146511,0.013718,0.187634,0.450568,2.487038
AOA,500,12,54,4.359481,0.013711,0.188328,0.424117,2.344766
GWO,500,12,54,3.330842,0.013286,0.18024,0.541292,1.881102
FCFS,500,13,55,66.016,0.013756,0.190915,0.475746,1.773141
RoundRobin,500,13,55,66.016,0.013756,0.190915,0.475746,1.773141
Random,500,13,55,92.08,0.013829,0.189075,0.362501,3.033206
MinMin,500,13,55,25.828,0.014392,0.149209,0.901202,0.289187
MaxMin,500,13,55,24.362,0.014398,0.15265,0.986659,0.036679
LSCBO,500,13,55,3.467744,0.013721,0.177602,0.514988,1.952241
CBO,500,13,55,3.797278,0.013643,0.183496,0.4853,1.938576
PSO,500,13,55,3.502268,0.013742,0.176055,0.506973,2.526223
AOA,500,13,55,3.797278,0.013643,0.183496,0.4853,1.938576
GWO,500,13,55,3.797278,0.013643,0.183496,0.4853,1.938576
FCFS,500,14,56,71.916,0.013004,0.2085,0.480432,1.751376
RoundRobin,500,14,56,71.916,0.013004,0.2085,0.480432,1.751376
Random,500,14,56,87.9,0.012614,0.204833,0.452285,2.579113
MinMin,500,14,56,28.122,0.012944,0.167541,0.945117,0.187312
MaxMin,500,14,56,26.878,0.012888,0.166937,0.9757,0.077755
LSCBO,500,14,56,3.344706,0.012614,0.19269,0.569834,1.956337
CBO,500,14,56,4.252837,0.012527,0.192272,0.450091,2.265836
PSO,500,14,56,3.370687,0.012484,0.193131,0.566603,1.699201
AOA,500,14,56,4.276007,0.012822,0.190595,0.442057,2.311173
GWO,500,14,56,3.275489,0.012398,0.191258,0.575412,1.907681
FCFS,500,15,57,71.76,0.015081,0.170253,0.352595,2.207447
RoundRobin,500,15,57,71.76,0.015081,0.170253,0.352595,2.207447
Random,500,15,57,77.54,0.014849,0.16788,0.329632,2.678723
MinMin,500,15,57,22.261333,0.015952,0.131389,0.934068,0.238434
MaxMin,500,15,57,21.12,0.015918,0.131006,0.991487,0.032802
LSCBO,500,15,57,2.906628,0.015469,0.152408,0.527286,2.306933
CBO,500,15,57,3.552161,0.015184,0.157479,0.438304,1.951279
PSO,500,15,57,3.81427,0.015352,0.15558,0.389419,2.306159
AOA,500,15,57,3.477079,0.01535,0.151667,0.429682,2.234008
GWO,500,15,57,2.805527,0.015257,0.149109,0.53341,2.188954
FCFS,500,16,58,73.212,0.013928,0.222657,0.43069,1.7871
RoundRobin,500,16,58,73.212,0.013928,0.222657,0.43069,1.7871
Random,500,16,58,90.38,0.013844,0.219067,0.344987,2.443349
MinMin,500,16,58,27.922,0.014287,0.166858,0.948768,0.18626
MaxMin,500,16,58,26.758,0.014258,0.165279,0.970138,0.079147
LSCBO,500,16,58,3.832994,0.014061,0.20148,0.527769,2.095069
CBO,500,16,58,3.742056,0.013988,0.189853,0.53672,2.347878
PSO,500,16,58,3.921272,0.013543,0.206464,0.528094,1.818029
AOA,500,16,58,4.695226,0.013715,0.208417,0.440215,2.650154
GWO,500,16,58,3.526793,0.013518,0.200114,0.562373,1.646413
FCFS,500,17,59,73.424,0.014992,0.191003,0.406214,2.027191
RoundRobin,500,17,59,73.424,0.014992,0.191003,0.406214,2.027191
Random,500,17,59,86.324,0.014759,0.181505,0.382915,2.75082
MinMin,500,17,59,25.004,0.01556,0.14223,0.918838,0.239929
MaxMin,500,17,59,23.564,0.015478,0.14615,0.986016,0.038224
LSCBO,500,17,59,3.356329,0.015004,0.174841,0.522993,1.788159
CBO,500,17,59,3.8928,0.014592,0.169788,0.429353,2.295851
PSO,500,17,59,3.832089,0.014822,0.169016,0.435538,2.157338
AOA,500,17,59,4.011489,0.014914,0.171322,0.417261,2.381156
GWO,500,17,59,3.598692,0.014703,0.174992,0.488757,2.038114
FCFS,500,18,60,68.028,0.01419,0.185997,0.453289,1.94394
RoundRobin,500,18,60,68.028,0.01419,0.185997,0.453289,1.94394
Random,500,18,60,89.288,0.014394,0.189569,0.315825,2.682604
MinMin,500,18,60,25.1,0.015194,0.140512,0.904713,0.275423
MaxMin,500,18,60,23.212,0.015099,0.144604,0.986808,0.036884
LSCBO,500,18,60,3.36049,0.014441,0.171507,0.513496,2.133051
CBO,500,18,60,3.516075,0.014075,0.169377,0.484255,2.230878
PSO,500,18,60,3.676987,0.013977,0.168519,0.45755,2.47095
AOA,500,18,60,3.458628,0.014486,0.167669,0.487539,2.267376
GWO,500,18,60,3.522363,0.01455,0.170177,0.485743,2.252235
