group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N100,2,101.98928444,64.16818381,122.58165503,1.30570943,1.23253550
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N50,2,42.90931540,27.91877772,57.63798834,1.18714099,1.13055817
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N100,2,105.90472259,65.72356526,122.44476302,1.36064227,1.26657975
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N50,2,45.01139553,28.75472824,57.56613919,1.24998396,1.16918437
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N100,2,79.53629269,53.62196827,120.43821086,1.07863997,1.04541483
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N50,2,38.36862908,25.70936957,57.06656842,1.09642619,1.05139549
