Algorithm,TaskCount,Seed,Makespan,LoadBalanceRatio
LSCBO-LS-wrong,1000,53,127.8148,0.2273
CBO,1000,53,439.8928,1.0210
GTO,1000,53,411.2469,0.8778
WOA,1000,53,339.1187,0.7348
GWO,1000,53,457.4108,0.9149
HHO,1000,53,454.1606,0.8632
DBO,1000,53,378.7578,0.7489
PSO,1000,53,544.2343,0.8352
AOA,1000,53,525.2985,0.8629
LSCBO-LS-final,1000,54,126.0665,0.2339
LSCBO-LS-wrong,1000,54,126.0665,0.2339
CBO,1000,54,487.4817,0.8074
GTO,1000,54,279.4632,0.6530
WOA,1000,54,375.4357,0.7549
GWO,1000,54,370.0303,0.8549
HHO,1000,54,378.2664,0.7543
DBO,1000,54,430.2869,0.8057
PSO,1000,54,438.0685,0.9398
AOA,1000,54,450.4854,1.1486
LSCBO-LS-final,1000,55,130.6006,0.2327
LSCBO-LS-wrong,1000,55,130.6006,0.2327
CBO,1000,55,340.8956,0.6944
GTO,1000,55,293.7426,0.7906
WOA,1000,55,322.1923,0.7599
GWO,1000,55,342.9881,0.7038
HHO,1000,55,332.5833,0.8309
DBO,1000,55,343.6518,0.7359
PSO,1000,55,400.5510,0.7756
AOA,1000,55,397.0882,0.7736
LSCBO-LS-final,1000,56,119.1843,0.2376
LSCBO-LS-wrong,1000,56,110.0723,0.1658
CBO,1000,56,799.7010,1.2849
GTO,1000,56,382.2905,1.0349
WOA,1000,56,348.3483,1.2083
GWO,1000,56,368.9504,0.8437
HHO,1000,56,352.4211,0.9129
DBO,1000,56,561.3607,1.0270
PSO,1000,56,610.3156,1.1736
AOA,1000,56,555.0842,1.3263
LSCBO-LS-final,1000,57,149.8251,0.3303
LSCBO-LS-wrong,1000,57,146.0724,0.3055
CBO,1000,57,556.1227,0.9785
GTO,1000,57,335.8380,0.8136
WOA,1000,57,414.0792,0.9894
GWO,1000,57,529.4710,1.0480
HHO,1000,57,477.0819,1.0305
DBO,1000,57,511.4436,0.9647
PSO,1000,57,606.4104,1.0081
AOA,1000,57,572.2611,0.9909
LSCBO-LS-final,1000,58,151.6581,0.3657
LSCBO-LS-wrong,1000,58,118.0039,0.2112
CBO,1000,58,422.3291,0.9169
GTO,1000,58,320.2843,0.7849
WOA,1000,58,350.0189,0.7905
GWO,1000,58,335.7034,0.7643
HHO,1000,58,316.8362,0.7674
DBO,1000,58,307.8481,0.7254
PSO,1000,58,393.0006,0.8682
AOA,1000,58,372.9250,0.9147
LSCBO-LS-final,1000,59,112.5133,0.2161
LSCBO-LS-wrong,1000,59,112.5133,0.2161
CBO,1000,59,368.9394,0.9062
GTO,1000,59,304.1458,0.7303
WOA,1000,59,307.5232,0.8034
GWO,1000,59,369.8749,0.9266
HHO,1000,59,294.6632,0.8538
DBO,1000,59,349.8944,0.8692
PSO,1000,59,377.3449,0.8794
AOA,1000,59,361.9560,0.8591
LSCBO-LS-final,1000,60,99.9889,0.1907
LSCBO-LS-wrong,1000,60,101.7794,0.1705
CBO,1000,60,722.6234,1.9711
GTO,1000,60,386.9602,0.9998
WOA,1000,60,320.4362,0.8714
GWO,1000,60,352.5951,0.9144
HHO,1000,60,344.8640,0.9385
DBO,1000,60,507.8890,0.8935
PSO,1000,60,781.0281,1.6141
AOA,1000,60,422.2158,1.0894
LSCBO-LS-final,1000,61,168.4048,0.3326
LSCBO-LS-wrong,1000,61,173.9816,0.3418
CBO,1000,61,511.6447,1.2530
GTO,1000,61,513.0101,0.8549
WOA,1000,61,491.4699,0.9191
GWO,1000,61,645.2806,0.9445
HHO,1000,61,584.0844,1.0252
DBO,1000,61,505.7598,0.8389
PSO,1000,61,645.2806,0.9445
AOA,1000,61,645.2806,0.9445
LSCBO-LS-final,1000,62,75.9003,0.0662
LSCBO-LS-wrong,1000,62,81.9441,0.1170
CBO,1000,62,270.0007,0.7323
GTO,1000,62,186.4422,0.5186
WOA,1000,62,211.7734,0.6206
GWO,1000,62,208.9407,0.7063
HHO,1000,62,186.9796,0.6518
DBO,1000,62,209.3834,0.5460
PSO,1000,62,299.3694,0.8216
AOA,1000,62,353.2593,1.0018
LSCBO-LS-final,1000,63,200.7947,0.4014
LSCBO-LS-wrong,1000,63,211.4828,0.4389
CBO,1000,63,1071.6691,1.2400
GTO,1000,63,832.8846,1.1695
WOA,1000,63,995.5562,1.2033
GWO,1000,63,1071.6691,1.2400
HHO,1000,63,1008.9793,1.4990
DBO,1000,63,1014.2108,1.2207
PSO,1000,63,1071.6691,1.2400
AOA,1000,63,993.1684,1.2551
LSCBO-LS-final,1000,64,162.4347,0.2765
LSCBO-LS-wrong,1000,64,150.7221,0.2434
CBO,1000,64,503.0694,0.8150
GTO,1000,64,348.1533,0.6675
WOA,1000,64,392.8889,0.7679
GWO,1000,64,329.7363,0.5851
HHO,1000,64,458.1067,0.7582
DBO,1000,64,345.4369,0.6195
PSO,1000,64,455.9571,0.7567
AOA,1000,64,548.8777,0.8974
LSCBO-LS-final,1000,65,172.5028,0.4065
LSCBO-LS-wrong,1000,65,150.9418,0.3585
CBO,1000,65,775.9822,1.1358
GTO,1000,65,541.1025,1.0709
WOA,1000,65,503.3653,0.9517
GWO,1000,65,502.9583,0.9609
HHO,1000,65,509.3091,1.0080
DBO,1000,65,548.1891,0.9573
PSO,1000,65,730.3555,1.4581
AOA,1000,65,732.5275,1.5824
LSCBO-LS-final,1000,66,144.6340,0.3703
LSCBO-LS-wrong,1000,66,128.0538,0.2932
CBO,1000,66,516.6790,1.4519
GTO,1000,66,418.9882,0.9465
WOA,1000,66,490.4733,1.1109
GWO,1000,66,493.6543,1.0116
HHO,1000,66,465.0396,1.0688
DBO,1000,66,501.5007,0.9959
PSO,1000,66,547.8101,1.0063
AOA,1000,66,536.0425,1.1050
LSCBO-LS-final,1000,67,130.3170,0.2675
LSCBO-LS-wrong,1000,67,121.0536,0.2558
CBO,1000,67,680.3987,1.1134
GTO,1000,67,394.3179,0.9239
WOA,1000,67,347.0369,0.9477
GWO,1000,67,360.3621,0.9007
HHO,1000,67,415.4748,1.2029
DBO,1000,67,422.3900,0.8516
PSO,1000,67,582.5785,1.2150
AOA,1000,67,522.4430,1.1539
LSCBO-LS-final,1000,68,98.0517,0.1368
LSCBO-LS-wrong,1000,68,110.1562,0.2014
CBO,1000,68,320.0332,0.6738
GTO,1000,68,238.4122,0.5773
WOA,1000,68,272.5389,0.6484
GWO,1000,68,258.8233,0.6582
HHO,1000,68,257.9461,0.7238
DBO,1000,68,244.9537,0.5913
PSO,1000,68,297.7339,0.6663
AOA,1000,68,314.3784,0.6876
LSCBO-LS-final,1000,69,107.6623,0.2247
LSCBO-LS-wrong,1000,69,107.2259,0.1888
CBO,1000,69,248.4868,0.6784
GTO,1000,69,227.1753,0.6049
WOA,1000,69,260.0888,0.6828
GWO,1000,69,205.8908,0.5614
HHO,1000,69,243.0266,0.6623
DBO,1000,69,237.6619,0.5797
PSO,1000,69,264.9372,0.7073
AOA,1000,69,330.7085,0.9210
LSCBO-LS-final,1000,70,176.8840,0.6619
LSCBO-LS-wrong,1000,70,126.9631,0.2423
CBO,1000,70,370.8714,1.1510
GTO,1000,70,472.6229,0.9638
WOA,1000,70,480.4877,0.9500
GWO,1000,70,704.0841,1.1856
HHO,1000,70,463.9561,0.9373
DBO,1000,70,629.7970,0.9939
PSO,1000,70,659.6268,1.1910
AOA,1000,70,802.2392,1.7657
LSCBO-LS-final,1000,71,229.4995,0.6313
LSCBO-LS-wrong,1000,71,132.5183,0.2356
CBO,1000,71,562.8339,1.1432
GTO,1000,71,411.6733,0.9194
WOA,1000,71,463.7926,0.9144
GWO,1000,71,350.4621,0.7368
HHO,1000,71,452.1414,1.0107
DBO,1000,71,455.4240,0.8407
PSO,1000,71,430.5597,0.9524
AOA,1000,71,553.2589,1.1473
LSCBO-LS-final,1000,72,247.2304,0.5560
LSCBO-LS-wrong,1000,72,248.0078,0.5294
CBO,1000,72,1622.7668,1.5342
GTO,1000,72,729.1182,1.1431
WOA,1000,72,688.8389,1.1936
GWO,1000,72,1013.5325,1.3471
HHO,1000,72,907.9511,2.2258
DBO,1000,72,963.6666,1.2352
PSO,1000,72,1579.2598,1.6959
AOA,1000,72,749.4941,1.5374
LSCBO-LS-final,2000,43,560.2706,0.8022
LSCBO-LS-wrong,2000,43,373.0240,0.4976
CBO,2000,43,1145.5633,1.1039
GTO,2000,43,633.3744,0.8252
WOA,2000,43,748.6987,0.9236
GWO,2000,43,1038.1143,1.0424
HHO,2000,43,940.0674,0.9428
DBO,2000,43,898.6428,0.9508
PSO,2000,43,896.4029,1.0507
AOA,2000,43,1022.6960,1.1808
LSCBO-LS-final,2000,44,424.6801,0.6678
LSCBO-LS-wrong,2000,44,421.1891,0.5934
CBO,2000,44,1911.7836,1.5669
GTO,2000,44,987.4750,1.1270
WOA,2000,44,834.4592,2.5297
GWO,2000,44,1925.6731,1.5320
HHO,2000,44,1030.3332,2.3930
DBO,2000,44,1695.4206,1.3805
PSO,2000,44,1619.2779,1.5821
AOA,2000,44,1514.2479,1.8815
LSCBO-LS-final,2000,45,448.7519,0.7245
LSCBO-LS-wrong,2000,45,369.1134,0.5174
CBO,2000,45,1164.6097,1.1064
GTO,2000,45,784.0491,1.0261
WOA,2000,45,638.3192,1.0703
GWO,2000,45,606.6611,0.8636
HHO,2000,45,670.6229,0.9738
DBO,2000,45,942.9415,1.0298
PSO,2000,45,857.8873,1.0411
AOA,2000,45,934.6661,1.1193
LSCBO-LS-final,2000,46,580.3190,0.7493
LSCBO-LS-wrong,2000,46,437.7222,0.5202
CBO,2000,46,1520.2884,1.1471
GTO,2000,46,906.6007,0.9764
WOA,2000,46,1188.8217,1.0914
GWO,2000,46,883.2599,0.9478
HHO,2000,46,1197.8764,1.1965
DBO,2000,46,1234.2987,1.0602
PSO,2000,46,1274.2538,1.2309
AOA,2000,46,1336.6138,1.4150
LSCBO-LS-final,2000,47,658.5026,0.9013
LSCBO-LS-wrong,2000,47,466.5801,0.5911
CBO,2000,47,1818.5879,1.3248
GTO,2000,47,1269.4666,1.2937
WOA,2000,47,851.6569,1.2220
GWO,2000,47,1818.5879,1.3248
HHO,2000,47,1038.8174,1.1176
DBO,2000,47,1353.5492,1.1312
PSO,2000,47,1427.6418,1.5159
AOA,2000,47,1524.2569,1.7349
LSCBO-LS-final,2000,48,404.0366,0.5498
LSCBO-LS-wrong,2000,48,374.8001,0.4927
CBO,2000,48,1117.4427,0.9707
GTO,2000,48,716.3722,0.8412
WOA,2000,48,858.1724,0.8746
GWO,2000,48,798.6999,0.8901
HHO,2000,48,803.5108,0.9264
DBO,2000,48,800.3543,0.8269
PSO,2000,48,1084.8622,1.1733
AOA,2000,48,1026.8136,1.2476
LSCBO-LS-final,2000,49,376.8038,0.5762
LSCBO-LS-wrong,2000,49,401.5294,0.5323
CBO,2000,49,849.7911,1.0904
GTO,2000,49,905.3504,0.9996
WOA,2000,49,814.3074,0.9407
GWO,2000,49,523.0517,0.7145
HHO,2000,49,880.2505,0.9533
DBO,2000,49,1011.0314,0.9547
PSO,2000,49,1541.4437,1.1687
AOA,2000,49,1545.2614,1.2119
LSCBO-LS-final,2000,50,326.7696,0.4304
LSCBO-LS-wrong,2000,50,425.8943,0.5740
CBO,2000,50,2191.4317,1.3978
GTO,2000,50,1259.3917,1.2945
WOA,2000,50,1128.6959,1.2147
GWO,2000,50,827.6314,0.9736
HHO,2000,50,620.1994,1.2073
DBO,2000,50,1734.0506,1.2735
PSO,2000,50,1567.9744,1.6556
AOA,2000,50,1479.8513,1.5824
LSCBO-LS-final,2000,51,444.6901,0.5135
LSCBO-LS-wrong,2000,51,431.2922,0.5010
CBO,2000,51,762.1124,1.3249
GTO,2000,51,799.3260,0.7789
WOA,2000,51,923.6953,0.8533
GWO,2000,51,1018.9657,0.8655
HHO,2000,51,909.1075,0.8436
DBO,2000,51,914.3759,0.8420
PSO,2000,51,1018.9657,0.8655
AOA,2000,51,999.4596,0.8799
LSCBO-LS-final,2000,52,484.0434,0.6225
LSCBO-LS-wrong,2000,52,723.6906,0.7780
CBO,2000,52,1461.8656,1.2011
GTO,2000,52,1027.4769,0.9723
WOA,2000,52,1056.9563,1.0189
GWO,2000,52,1369.1003,1.1043
HHO,2000,52,1270.6142,1.0151
DBO,2000,52,1858.7362,1.1865
PSO,2000,52,1462.2883,1.2874
AOA,2000,52,1563.7344,1.4172
LSCBO-LS-final,2000,53,331.5661,0.3694
LSCBO-LS-wrong,2000,53,326.1765,0.3770
CBO,2000,53,1002.6841,1.2153
GTO,2000,53,978.6208,0.7916
WOA,2000,53,870.2088,1.0032
GWO,2000,53,1255.8782,0.9518
HHO,2000,53,1093.8510,1.0881
DBO,2000,53,1100.8019,0.8498
PSO,2000,53,1288.7599,0.9086
AOA,2000,53,1244.5864,0.9919
LSCBO-LS-final,2000,54,391.6508,0.5039
LSCBO-LS-wrong,2000,54,346.2168,0.4169
CBO,2000,54,1211.7386,0.9363
GTO,2000,54,796.0292,0.8770
WOA,2000,54,1005.6293,1.0927
GWO,2000,54,741.4046,0.9323
HHO,2000,54,901.4892,1.0008
DBO,2000,54,955.3938,0.8627
PSO,2000,54,1053.3802,1.0849
AOA,2000,54,1187.3872,1.2932
LSCBO-LS-final,2000,55,323.1672,0.3708
LSCBO-LS-wrong,2000,55,325.7431,0.3754
CBO,2000,55,736.7813,0.6920
GTO,2000,55,551.8408,0.6899
WOA,2000,55,568.9394,0.8526
GWO,2000,55,805.6642,0.7674
HHO,2000,55,660.3073,0.8262
DBO,2000,55,712.2391,0.7483
PSO,2000,55,824.6520,0.7504
AOA,2000,55,791.2730,0.7679
LSCBO-LS-final,2000,56,426.6458,0.5392
LSCBO-LS-wrong,2000,56,380.4257,0.4576
CBO,2000,56,1879.9462,1.2740
GTO,2000,56,1348.1163,1.3856
WOA,2000,56,625.4495,0.9383
GWO,2000,56,1879.9462,1.2740
HHO,2000,56,704.7146,1.0776
DBO,2000,56,1667.1142,1.1945
PSO,2000,56,1544.7269,1.5754
AOA,2000,56,1570.0330,1.6696
LSCBO-LS-final,2000,57,479.4945,0.6019
LSCBO-LS-wrong,2000,57,470.2346,0.5953
CBO,2000,57,1231.9218,1.0614
GTO,2000,57,880.5075,0.9786
WOA,2000,57,945.0529,0.9304
GWO,2000,57,1243.1251,1.0303
HHO,2000,57,1005.4919,1.0571
DBO,2000,57,1024.1420,0.9620
PSO,2000,57,1243.1251,1.0303
AOA,2000,57,1236.3011,1.0184
LSCBO-LS-final,2000,58,419.7466,0.5973
LSCBO-LS-wrong,2000,58,375.2175,0.4888
CBO,2000,58,777.7443,0.8532
GTO,2000,58,629.6520,0.7958
WOA,2000,58,707.4741,0.8425
GWO,2000,58,656.6117,0.8477
HHO,2000,58,604.6462,0.7370
DBO,2000,58,665.8379,0.8023
PSO,2000,58,707.8247,0.8494
AOA,2000,58,773.7203,0.9088
LSCBO-LS-final,2000,59,373.5491,0.5837
LSCBO-LS-wrong,2000,59,355.7921,0.4872
CBO,2000,59,726.4284,0.9756
GTO,2000,59,672.6132,0.7848
WOA,2000,59,629.1605,0.7994
GWO,2000,59,764.6860,0.8944
HHO,2000,59,743.7840,0.9644
DBO,2000,59,666.8882,0.8342
PSO,2000,59,824.4384,0.8889
AOA,2000,59,799.1069,0.8683
LSCBO-LS-final,2000,60,281.7328,0.4024
LSCBO-LS-wrong,2000,60,289.9048,0.3831
CBO,2000,60,1991.0710,1.4682
GTO,2000,60,923.9699,1.0465
WOA,2000,60,499.0401,1.0452
GWO,2000,60,769.8835,0.9188
HHO,2000,60,604.6513,0.9406
DBO,2000,60,1456.8759,1.2233
PSO,2000,60,1589.0487,1.7370
AOA,2000,60,1116.0087,1.3044
LSCBO-LS-final,2000,61,489.2712,0.5090
LSCBO-LS-wrong,2000,61,490.7130,0.5283
CBO,2000,61,1272.3932,1.4648
GTO,2000,61,1060.6027,0.8794
WOA,2000,61,1201.6344,0.9062
GWO,2000,61,1353.9898,0.9875
HHO,2000,61,1071.1605,0.9932
DBO,2000,61,1221.6324,0.9264
PSO,2000,61,1353.9898,0.9875
AOA,2000,61,1353.9898,0.9875
LSCBO-LS-final,2000,62,205.4728,0.2438
LSCBO-LS-wrong,2000,62,193.6707,0.2222
CBO,2000,62,641.2809,0.6026
GTO,2000,62,439.6872,0.9031
WOA,2000,62,434.0689,0.8089
GWO,2000,62,435.0083,0.6929
HHO,2000,62,417.2845,0.6765
DBO,2000,62,412.1819,0.4886
PSO,2000,62,512.4175,0.6424
AOA,2000,62,615.5470,0.9175
LSCBO-LS-final,2000,63,736.6250,0.7800
LSCBO-LS-wrong,2000,63,723.2581,0.7785
CBO,2000,63,2656.4592,1.4042
GTO,2000,63,1765.5266,1.3840
WOA,2000,63,2013.6426,1.2584
GWO,2000,63,2722.3234,1.3584
HHO,2000,63,1891.6682,1.2150
DBO,2000,63,1713.0166,1.1767
PSO,2000,63,2722.3234,1.3584
AOA,2000,63,2718.3761,1.4505
LSCBO-LS-final,2000,64,445.3827,0.4620
LSCBO-LS-wrong,2000,64,475.2360,0.4763
CBO,2000,64,1145.8106,0.8284
GTO,2000,64,791.8555,0.7133
WOA,2000,64,919.8683,0.8243
GWO,2000,64,997.9562,0.8209
HHO,2000,64,949.1665,0.9439
DBO,2000,64,826.8701,0.6973
PSO,2000,64,1080.2359,0.8139
AOA,2000,64,1080.1581,0.8658
LSCBO-LS-final,2000,65,448.4664,0.5683
LSCBO-LS-wrong,2000,65,481.5836,0.5682
CBO,2000,65,2640.0108,1.3750
GTO,2000,65,1010.9154,1.0167
WOA,2000,65,961.6839,1.0246
GWO,2000,65,1235.5849,1.1062
HHO,2000,65,1329.1485,1.3537
DBO,2000,65,1551.0495,1.1342
PSO,2000,65,1472.7587,1.5007
AOA,2000,65,1605.1023,1.5958
LSCBO-LS-final,2000,66,364.5552,0.4710
LSCBO-LS-wrong,2000,66,402.6790,0.5332
CBO,2000,66,1125.1964,1.5643
GTO,2000,66,903.7124,1.0602
WOA,2000,66,767.8360,0.9339
GWO,2000,66,1158.9969,1.1684
HHO,2000,66,1026.6441,1.1794
DBO,2000,66,1048.1009,1.0060
PSO,2000,66,1203.8080,1.1427
AOA,2000,66,1559.7920,1.7170
LSCBO-LS-final,2000,67,395.8862,0.5652
LSCBO-LS-wrong,2000,67,450.2910,0.5720
CBO,2000,67,1501.3666,1.1926
GTO,2000,67,819.0106,0.9547
WOA,2000,67,913.0873,1.0308
GWO,2000,67,703.0597,0.9003
HHO,2000,67,665.3840,0.9657
DBO,2000,67,1164.9728,1.0427
PSO,2000,67,1248.9367,1.3566
AOA,2000,67,916.8293,1.0577
LSCBO-LS-final,2000,68,268.5321,0.3308
LSCBO-LS-wrong,2000,68,277.1489,0.3545
CBO,2000,68,708.8329,0.7273
GTO,2000,68,555.6003,0.6751
WOA,2000,68,580.4780,0.6334
GWO,2000,68,575.0307,0.7066
HHO,2000,68,585.8510,0.6743
DBO,2000,68,492.9825,0.5966
PSO,2000,68,708.8329,0.7273
AOA,2000,68,687.5275,0.7678
LSCBO-LS-final,2000,69,280.3792,0.3685
LSCBO-LS-wrong,2000,69,262.8156,0.3146
CBO,2000,69,578.0072,0.7317
GTO,2000,69,465.8811,0.6222
WOA,2000,69,444.3438,0.6687
GWO,2000,69,459.3249,0.6052
HHO,2000,69,459.7765,0.6232
DBO,2000,69,549.4084,0.6224
PSO,2000,69,528.0715,0.6813
AOA,2000,69,647.1899,0.8413
LSCBO-LS-final,2000,70,472.9127,0.9009
LSCBO-LS-wrong,2000,70,462.0225,0.5445
CBO,2000,70,765.3203,1.2019
GTO,2000,70,1091.7223,1.0858
WOA,2000,70,1035.1318,1.0445
GWO,2000,70,1391.6627,1.2111
HHO,2000,70,987.6207,1.0838
DBO,2000,70,1453.2595,1.1476
PSO,2000,70,1373.4570,1.1506
AOA,2000,70,1620.3045,1.6777
LSCBO-LS-final,2000,71,516.7885,0.6181
LSCBO-LS-wrong,2000,71,386.5763,0.4577
CBO,2000,71,1121.0691,1.0598
GTO,2000,71,889.3892,0.9144
WOA,2000,71,930.7298,0.9649
GWO,2000,71,901.3649,0.8698
HHO,2000,71,1021.9731,2.3624
DBO,2000,71,970.7919,0.8725
PSO,2000,71,992.8058,1.0256
AOA,2000,71,1245.7442,1.1501
LSCBO-LS-final,2000,72,1171.8671,1.1103
LSCBO-LS-wrong,2000,72,859.5204,0.8592
CBO,2000,72,3474.4739,1.4901
GTO,2000,72,1988.4747,1.5923
WOA,2000,72,1828.7783,1.4359
GWO,2000,72,2011.6536,1.3008
HHO,2000,72,1409.4808,1.2536
DBO,2000,72,2627.4422,1.3568
PSO,2000,72,2629.2362,1.5313
AOA,2000,72,1594.7011,1.6054
LSCBO-LS-final,5000,43,1259.3379,0.6943
LSCBO-LS-wrong,5000,43,1522.1022,0.7518
CBO,5000,43,3001.4263,1.0118
GTO,5000,43,1775.6258,0.9039
WOA,5000,43,2489.1235,1.1294
GWO,5000,43,2732.4941,1.0837
HHO,5000,43,2456.3309,1.0506
DBO,5000,43,2208.0884,0.8986
PSO,5000,43,2355.1406,1.0552
AOA,5000,43,3236.5544,1.4374
LSCBO-LS-final,5000,44,2595.5531,1.2801
LSCBO-LS-wrong,5000,44,3642.3373,1.5452
CBO,5000,44,5220.1203,1.9456
GTO,5000,44,3684.0445,1.2981
WOA,5000,44,2394.4705,2.3321
GWO,5000,44,5091.5514,1.5669
HHO,5000,44,2029.7968,2.3051
DBO,5000,44,5090.1075,1.4983
PSO,5000,44,4880.3277,1.7437
AOA,5000,44,4335.2406,2.0279
LSCBO-LS-final,5000,45,1561.1129,0.9423
LSCBO-LS-wrong,5000,45,1562.2861,0.8209
CBO,5000,45,4016.1872,1.1374
GTO,5000,45,2304.2111,1.0375
WOA,5000,45,2152.9924,1.1938
GWO,5000,45,1964.1697,0.9592
HHO,5000,45,1760.1522,1.1499
DBO,5000,45,3632.6915,1.0945
PSO,5000,45,3002.4631,1.3136
AOA,5000,45,2585.1255,1.1105
LSCBO-LS-final,5000,46,2069.7217,0.9419
LSCBO-LS-wrong,5000,46,2363.8146,0.9149
CBO,5000,46,4314.5282,1.1852
GTO,5000,46,2297.4550,1.0245
WOA,5000,46,2797.2487,1.1005
GWO,5000,46,2132.7659,1.0039
HHO,5000,46,2842.3012,1.2664
DBO,5000,46,3523.4729,1.1672
PSO,5000,46,3177.2192,1.2434
AOA,5000,46,3063.8048,1.2866
LSCBO-LS-final,5000,47,1597.4108,0.8785
LSCBO-LS-wrong,5000,47,1618.7967,0.9424
CBO,5000,47,5950.7573,1.4079
GTO,5000,47,4116.9168,1.6776
WOA,5000,47,2938.7424,1.5010
GWO,5000,47,4831.0816,1.4452
HHO,5000,47,2710.2246,1.4856
DBO,5000,47,4822.2004,1.3590
PSO,5000,47,3626.1447,1.5700
AOA,5000,47,3986.2851,1.6811
LSCBO-LS-final,5000,48,1843.1941,0.9458
LSCBO-LS-wrong,5000,48,1598.7375,0.7488
CBO,5000,48,3414.9715,1.0491
GTO,5000,48,2182.3611,0.9597
WOA,5000,48,2288.1108,1.0950
GWO,5000,48,2178.2678,0.9853
HHO,5000,48,2259.6501,0.9291
DBO,5000,48,2631.7316,0.9260
PSO,5000,48,3117.6006,1.2534
AOA,5000,48,2941.9063,1.3905
LSCBO-LS-final,5000,49,1453.1313,0.7583
LSCBO-LS-wrong,5000,49,1737.4714,0.8207
CBO,5000,49,2202.8702,1.0303
GTO,5000,49,2520.5362,1.0702
WOA,5000,49,1991.9216,0.9584
GWO,5000,49,2192.3576,0.8547
HHO,5000,49,2321.6356,1.0389
DBO,5000,49,3239.1104,1.0959
PSO,5000,49,4396.7944,1.2028
AOA,5000,49,4352.7393,1.2925
LSCBO-LS-final,5000,50,2110.5460,1.1113
LSCBO-LS-wrong,5000,50,2025.0274,1.1489
CBO,5000,50,6761.1711,1.6071
GTO,5000,50,3248.2211,1.2673
WOA,5000,50,2477.9809,1.4932
GWO,5000,50,2486.4459,1.1177
HHO,5000,50,1719.3097,1.2523
DBO,5000,50,5961.8473,1.5205
PSO,5000,50,4238.6850,1.7377
AOA,5000,50,3962.4086,1.5440
LSCBO-LS-final,5000,51,1815.1337,0.7642
LSCBO-LS-wrong,5000,51,1684.2617,0.7360
CBO,5000,51,1994.5946,1.3000
GTO,5000,51,2485.4521,0.9045
WOA,5000,51,2539.4796,0.9065
GWO,5000,51,2792.0259,0.9302
HHO,5000,51,2524.5524,0.9083
DBO,5000,51,2558.5344,0.9113
PSO,5000,51,2792.0259,0.9302
AOA,5000,51,2723.1516,0.9427
LSCBO-LS-final,5000,52,2150.7756,0.8774
LSCBO-LS-wrong,5000,52,3464.8388,1.2723
CBO,5000,52,4379.7396,1.3038
GTO,5000,52,3066.4617,1.0265
WOA,5000,52,2981.4000,1.1106
GWO,5000,52,4957.2040,1.2172
HHO,5000,52,3219.8268,1.1403
DBO,5000,52,4652.6653,1.1725
PSO,5000,52,3819.3140,1.3215
AOA,5000,52,5422.0962,1.6726
LSCBO-LS-final,5000,53,2222.1093,1.1289
LSCBO-LS-wrong,5000,53,1505.5846,0.6265
CBO,5000,53,2851.3330,1.3691
GTO,5000,53,2658.3390,1.0590
WOA,5000,53,2018.2146,0.8913
GWO,5000,53,3080.9899,0.9575
HHO,5000,53,3188.7673,1.0224
DBO,5000,53,3191.4770,1.0268
PSO,5000,53,4272.8181,1.0820
AOA,5000,53,4197.1420,1.1668
LSCBO-LS-final,5000,54,1565.1627,0.7954
LSCBO-LS-wrong,5000,54,1459.1280,0.6362
CBO,5000,54,3180.2461,0.9888
GTO,5000,54,1797.1369,0.8482
WOA,5000,54,2431.4750,1.0456
GWO,5000,54,2139.4752,0.9602
HHO,5000,54,2138.0587,1.0969
DBO,5000,54,2475.6112,0.8877
PSO,5000,54,2659.6287,1.0993
AOA,5000,54,3024.8237,1.2592
LSCBO-LS-final,5000,55,1275.3290,0.5889
LSCBO-LS-wrong,5000,55,1208.5840,0.5695
CBO,5000,55,2259.6953,0.7805
GTO,5000,55,1791.1105,0.7767
WOA,5000,55,1510.4359,0.8570
GWO,5000,55,2259.6953,0.7805
HHO,5000,55,1724.7646,0.8185
DBO,5000,55,2140.9699,0.7604
PSO,5000,55,2259.6953,0.7805
AOA,5000,55,2178.6582,0.7936
LSCBO-LS-final,5000,56,1992.6923,0.9649
LSCBO-LS-wrong,5000,56,1941.9848,0.8079
CBO,5000,56,6310.5009,1.5281
GTO,5000,56,3266.5793,1.2449
WOA,5000,56,2722.1929,1.1551
GWO,5000,56,2530.8052,1.0098
HHO,5000,56,1697.6414,1.0149
DBO,5000,56,5070.2111,1.3541
PSO,5000,56,3812.5561,1.4802
AOA,5000,56,3921.8721,1.6099
LSCBO-LS-final,5000,57,1715.8508,0.7989
LSCBO-LS-wrong,5000,57,1795.2036,0.8342
CBO,5000,57,3439.5477,1.0416
GTO,5000,57,2426.7860,1.1715
WOA,5000,57,2648.7758,1.1861
GWO,5000,57,3439.5477,1.0416
HHO,5000,57,2257.9528,1.0449
DBO,5000,57,3197.1811,1.0271
PSO,5000,57,3439.5477,1.0416
AOA,5000,57,3405.8847,1.0721
LSCBO-LS-final,5000,58,1222.1245,0.6907
LSCBO-LS-wrong,5000,58,1368.7278,0.7066
CBO,5000,58,2028.6528,0.8511
GTO,5000,58,1489.8472,0.7668
WOA,5000,58,1932.7729,0.8489
GWO,5000,58,1879.8297,0.8796
HHO,5000,58,1980.5096,0.8536
DBO,5000,58,1901.4140,0.8291
PSO,5000,58,1944.6975,0.8472
AOA,5000,58,1904.3399,0.9180
LSCBO-LS-final,5000,59,1292.1508,0.7044
LSCBO-LS-wrong,5000,59,1250.0459,0.6934
CBO,5000,59,1856.5993,0.8869
GTO,5000,59,1743.8634,0.8604
