group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N100,2,101.98928444,53.00599351,0.18498786,1.30570943,1.21425934
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N50,2,42.88758147,23.49249071,0.08675205,1.19449435,1.12057338
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N100,2,103.33701511,53.14280003,0.18465319,1.32919061,1.22475208
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N50,2,45.01139553,24.00250449,0.08683033,1.24998396,1.15545157
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N100,2,79.76025586,46.38445000,0.18152824,1.08226427,1.04305757
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N50,2,38.36862908,22.13777912,0.08603102,1.09642619,1.04689361
