Iteration,BestFitness,Time,Load,Price
0,54.985562,21.690557,3.036678,173.524455
1,54.985562,21.690557,3.036678,173.524455
2,54.985562,21.690557,3.036678,173.524455
3,54.985562,21.690557,3.036678,173.524455
4,54.985562,21.690557,3.036678,173.524455
5,54.985562,21.690557,3.036678,173.524455
6,54.985562,21.690557,3.036678,173.524455
7,54.985562,21.690557,3.036678,173.524455
8,54.985562,21.690557,3.036678,173.524455
9,54.985562,21.690557,3.036678,173.524455
10,54.985562,21.690557,3.036678,173.524455
11,54.985562,21.690557,3.036678,173.524455
12,54.985562,21.690557,3.036678,173.524455
13,54.985562,21.690557,3.036678,173.524455
14,54.985562,21.690557,3.036678,173.524455
15,54.985562,21.690557,3.036678,173.524455
16,54.985562,21.690557,3.036678,173.524455
17,54.985562,21.690557,3.036678,173.524455
18,54.985562,21.690557,3.036678,173.524455
19,54.985562,21.690557,3.036678,173.524455
20,54.985562,21.690557,3.036678,173.524455
21,54.985562,21.690557,3.036678,173.524455
22,54.985562,21.690557,3.036678,173.524455
23,54.985562,21.690557,3.036678,173.524455
24,54.985562,21.690557,3.036678,173.524455
25,54.985562,21.690557,3.036678,173.524455
26,54.985562,21.690557,3.036678,173.524455
27,54.985562,21.690557,3.036678,173.524455
28,54.985562,21.690557,3.036678,173.524455
29,54.985562,21.690557,3.036678,173.524455
30,54.985562,21.690557,3.036678,173.524455
31,54.985562,21.690557,3.036678,173.524455
32,54.985562,21.690557,3.036678,173.524455
33,54.985562,21.690557,3.036678,173.524455
34,54.985562,21.690557,3.036678,173.524455
35,54.985562,21.690557,3.036678,173.524455
36,54.985562,21.690557,3.036678,173.524455
37,54.985562,21.690557,3.036678,173.524455
38,54.985562,21.690557,3.036678,173.524455
39,54.985562,21.690557,3.036678,173.524455
40,54.985562,21.690557,3.036678,173.524455
41,54.985562,21.690557,3.036678,173.524455
42,54.985562,21.690557,3.036678,173.524455
43,54.985562,21.690557,3.036678,173.524455
44,54.985562,21.690557,3.036678,173.524455
45,54.985562,21.690557,3.036678,173.524455
46,54.985562,21.690557,3.036678,173.524455
47,54.985562,21.690557,3.036678,173.524455
48,54.985562,21.690557,3.036678,173.524455
49,54.985562,21.690557,3.036678,173.524455
