Iteration,BestFitness,Time,Load,Price
0,364.064965,121.543000,16.995194,1196.178667
1,355.376580,140.188000,19.626320,1121.504000
2,355.376580,140.188000,19.626320,1121.504000
3,355.376580,140.188000,19.626320,1121.504000
4,355.376580,140.188000,19.626320,1121.504000
5,355.376580,140.188000,19.626320,1121.504000
6,355.376580,140.188000,19.626320,1121.504000
7,355.376580,140.188000,19.626320,1121.504000
8,355.376580,140.188000,19.626320,1121.504000
9,355.376580,140.188000,19.626320,1121.504000
10,355.376580,140.188000,19.626320,1121.504000
11,355.376580,140.188000,19.626320,1121.504000
12,355.376580,140.188000,19.626320,1121.504000
13,355.376580,140.188000,19.626320,1121.504000
14,355.376580,140.188000,19.626320,1121.504000
15,355.376580,140.188000,19.626320,1121.504000
16,355.376580,140.188000,19.626320,1121.504000
17,355.376580,140.188000,19.626320,1121.504000
18,355.376580,140.188000,19.626320,1121.504000
19,355.376580,140.188000,19.626320,1121.504000
20,355.376580,140.188000,19.626320,1121.504000
21,355.376580,140.188000,19.626320,1121.504000
22,355.376580,140.188000,19.626320,1121.504000
23,355.376580,140.188000,19.626320,1121.504000
24,355.376580,140.188000,19.626320,1121.504000
25,355.376580,140.188000,19.626320,1121.504000
26,355.376580,140.188000,19.626320,1121.504000
27,355.376580,140.188000,19.626320,1121.504000
28,355.376580,140.188000,19.626320,1121.504000
29,355.376580,140.188000,19.626320,1121.504000
30,355.376580,140.188000,19.626320,1121.504000
31,355.376580,140.188000,19.626320,1121.504000
32,355.376580,140.188000,19.626320,1121.504000
33,355.376580,140.188000,19.626320,1121.504000
34,355.376580,140.188000,19.626320,1121.504000
35,355.376580,140.188000,19.626320,1121.504000
36,355.376580,140.188000,19.626320,1121.504000
37,355.376580,140.188000,19.626320,1121.504000
38,355.376580,140.188000,19.626320,1121.504000
39,355.376580,140.188000,19.626320,1121.504000
40,355.376580,140.188000,19.626320,1121.504000
41,355.376580,140.188000,19.626320,1121.504000
42,355.376580,140.188000,19.626320,1121.504000
43,355.376580,140.188000,19.626320,1121.504000
44,355.376580,140.188000,19.626320,1121.504000
45,355.376580,140.188000,19.626320,1121.504000
46,355.376580,140.188000,19.626320,1121.504000
47,355.376580,140.188000,19.626320,1121.504000
48,355.376580,140.188000,19.626320,1121.504000
49,355.376580,140.188000,19.626320,1121.504000
