Iteration,BestFitness,Time,Load,Price
0,25.168389,0.000000,0.000000,0.000000
1,25.168389,0.000000,0.000000,0.000000
2,25.168389,0.000000,0.000000,0.000000
3,25.168389,0.000000,0.000000,0.000000
4,25.168389,0.000000,0.000000,0.000000
5,25.168389,0.000000,0.000000,0.000000
6,25.168389,0.000000,0.000000,0.000000
7,25.168389,0.000000,0.000000,0.000000
8,25.168389,0.000000,0.000000,0.000000
9,25.168389,0.000000,0.000000,0.000000
10,24.322656,0.000000,0.000000,0.000000
11,24.035177,0.000000,0.000000,0.000000
12,23.989483,0.000000,0.000000,0.000000
13,23.615558,0.000000,0.000000,0.000000
14,23.615558,0.000000,0.000000,0.000000
15,23.356917,0.000000,0.000000,0.000000
16,23.356917,0.000000,0.000000,0.000000
17,23.356917,0.000000,0.000000,0.000000
18,23.356917,0.000000,0.000000,0.000000
19,23.356917,0.000000,0.000000,0.000000
