Iteration,BestFitness,Time,Load,Price
0,22.136402,0.585772,0.168415,87.205649
1,22.136402,0.585772,0.168415,87.205649
2,22.136402,0.585772,0.168415,87.205649
3,22.136402,0.585772,0.168415,87.205649
4,22.136402,0.585772,0.168415,87.205649
5,22.136402,0.585772,0.168415,87.205649
6,22.136402,0.585772,0.168415,87.205649
7,22.136402,0.585772,0.168415,87.205649
8,22.136402,0.585772,0.168415,87.205649
9,22.136402,0.585772,0.168415,87.205649
10,22.136402,0.585772,0.168415,87.205649
11,22.136402,0.585772,0.168415,87.205649
12,22.136402,0.585772,0.168415,87.205649
13,22.136402,0.585772,0.168415,87.205649
14,22.136402,0.585772,0.168415,87.205649
15,22.136402,0.585772,0.168415,87.205649
16,22.136402,0.585772,0.168415,87.205649
17,22.136402,0.585772,0.168415,87.205649
18,22.136402,0.585772,0.168415,87.205649
19,22.136402,0.585772,0.168415,87.205649
20,22.136402,0.585772,0.168415,87.205649
21,22.136402,0.585772,0.168415,87.205649
22,22.136402,0.585772,0.168415,87.205649
23,22.136402,0.585772,0.168415,87.205649
24,22.136402,0.585772,0.168415,87.205649
25,20.542031,3.866586,0.628262,73.806688
26,19.315089,5.019855,0.745390,66.475258
27,18.522274,5.850363,0.820704,61.567664
28,18.405612,6.002906,0.845248,60.771391
29,18.405612,6.002906,0.845248,60.771391
30,18.405612,6.002906,0.845248,60.771391
31,18.405612,6.002906,0.845248,60.771391
32,18.405612,6.002906,0.845248,60.771391
33,18.250114,6.133656,0.858873,59.874269
34,18.250114,6.133656,0.858873,59.874269
35,18.250114,6.133656,0.858873,59.874269
36,17.960466,5.894915,0.827809,59.224224
37,17.960466,5.894915,0.827809,59.224224
38,17.960466,5.894915,0.827809,59.224224
39,17.960466,5.894915,0.827809,59.224224
40,17.960466,5.894915,0.827809,59.224224
41,17.960466,5.894915,0.827809,59.224224
42,17.960466,5.894915,0.827809,59.224224
43,17.960466,5.894915,0.827809,59.224224
44,17.960466,5.894915,0.827809,59.224224
45,17.960466,5.894915,0.827809,59.224224
46,17.960466,5.894915,0.827809,59.224224
47,17.936073,6.123245,0.857082,58.640720
48,17.936073,6.123245,0.857082,58.640720
49,17.936073,6.123245,0.857082,58.640720
50,17.936073,6.123245,0.857082,58.640720
51,17.936073,6.123245,0.857082,58.640720
52,17.936073,6.123245,0.857082,58.640720
53,17.874526,6.195642,0.866074,58.240748
54,17.874526,6.195642,0.866074,58.240748
55,17.874526,6.195642,0.866074,58.240748
56,17.874526,6.195642,0.866074,58.240748
57,17.874526,6.195642,0.866074,58.240748
58,17.874526,6.195642,0.866074,58.240748
59,17.799678,6.099758,0.854083,58.145114
60,17.785904,6.224213,0.870027,57.825164
61,17.785904,6.224213,0.870027,57.825164
62,17.762029,6.197579,0.866350,57.786607
63,17.762029,6.197579,0.866350,57.786607
64,17.762029,6.197579,0.866350,57.786607
65,17.762029,6.197579,0.866350,57.786607
66,17.762029,6.197579,0.866350,57.786607
67,17.762029,6.197579,0.866350,57.786607
68,17.762029,6.197579,0.866350,57.786607
69,17.762029,6.197579,0.866350,57.786607
70,17.762029,6.197579,0.866350,57.786607
71,17.762029,6.197579,0.866350,57.786607
72,17.762029,6.197579,0.866350,57.786607
73,17.762029,6.197579,0.866350,57.786607
74,17.762029,6.197579,0.866350,57.786607
75,17.685894,6.337288,0.886964,57.182036
76,17.685894,6.337288,0.886964,57.182036
77,17.685894,6.337288,0.886964,57.182036
78,17.685894,6.337288,0.886964,57.182036
79,17.685894,6.337288,0.886964,57.182036
80,17.673225,6.337288,0.887319,57.131005
81,17.673225,6.337288,0.887319,57.131005
82,17.673225,6.337288,0.887319,57.131005
83,17.596328,6.300000,0.881910,56.903403
84,17.596328,6.300000,0.881910,56.903403
85,17.593330,6.300000,0.882184,56.891137
86,17.585417,6.300000,0.882187,56.859483
87,17.585417,6.300000,0.882187,56.859483
88,17.585417,6.300000,0.882187,56.859483
89,17.585417,6.300000,0.882187,56.859483
90,17.548935,6.300000,0.882222,56.713520
91,17.548935,6.300000,0.882222,56.713520
92,17.548935,6.300000,0.882222,56.713520
93,17.548935,6.300000,0.882222,56.713520
94,17.548935,6.300000,0.882222,56.713520
95,17.548935,6.300000,0.882222,56.713520
96,17.548935,6.300000,0.882222,56.713520
97,17.548935,6.300000,0.882222,56.713520
98,17.548935,6.300000,0.882222,56.713520
99,17.548935,6.300000,0.882222,56.713520
100,17.548935,6.300000,0.882222,56.713520
