mode,experiment,algorithm,variant,weightProfile,vmProfile,perturbation,taskCount,vmCount,seed,populationSize,maxIterations,initialEvaluations,iterationEvaluations,localSearchEvaluations,totalEvaluations,normMakespan,normEnergy,normCost,normImbalance,makespan,energy,cost,imbalance,objective,cloudsimFinishedCloudlets,cloudsimMakespan,runtimeMs
formalfull,E3_evolution,LSCBO,V5_LSCBO_final,W0_equal,default_4_to_1,LEVY,200,50,47,20,20,20,400,14,434,34.02222222,117.52375034,236.48481728,1.01305557,51.48014019,156.30251937,240.81940917,1.45763401,1.32506911,200,52.40091743,50
formalfull,E3_evolution,CBO,V1_CBO,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,62.17681729,181.42079179,245.91976039,1.66436220,1.51350995,200,63.51667976,36
formalfull,E3_evolution,LSCBO,V4_CBO_plus_Levy_plus_LS,W0_equal,default_4_to_1,LEVY,200,50,47,20,20,20,400,20,440,34.02222222,117.52375034,236.48481728,1.01305557,44.79748284,141.74347375,239.67309211,1.28510239,1.20120472,200,45.69320210,44
formalfull,E3_evolution,LSCBO,V2_CBO_plus_Levy,W0_equal,default_4_to_1,LEVY,200,50,47,20,20,20,400,0,420,34.02222222,117.52375034,236.48481728,1.01305557,68.10805501,194.40699719,247.05278866,1.80127834,1.61970384,200,69.44595285,54
formalfull,E3_evolution,LSCBO,V3_CBO_plus_LS,W0_equal,default_4_to_1,NONE,200,50,47,20,20,20,400,20,440,34.02222222,117.52375034,236.48481728,1.01305557,49.12958716,150.90897440,239.92560208,1.40530531,1.28246514,200,50.23179204,41
formalfull,E3_evolution,LSCBO,V5_LSCBO_final,W0_equal,default_4_to_1,LEVY,500,50,47,20,20,20,400,20,440,85.74183515,297.30441601,601.25971701,1.00345723,117.86398964,370.76866689,613.03728926,1.30731273,1.23603399,500,120.34316062,136
formalfull,E3_evolution,CBO,V1_CBO,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,173.31157635,497.12971808,632.55873122,1.76909866,1.62712539,500,175.47862069,125
formalfull,E3_evolution,LSCBO,V4_CBO_plus_Levy_plus_LS,W0_equal,default_4_to_1,LEVY,500,50,47,20,20,20,400,20,440,85.74183515,297.30441601,601.25971701,1.00345723,121.35429769,378.46642506,613.80459875,1.34145946,1.26151005,500,123.38148847,113
formalfull,E3_evolution,LSCBO,V2_CBO_plus_Levy,W0_equal,default_4_to_1,LEVY,500,50,47,20,20,20,400,0,420,85.74183515,297.30441601,601.25971701,1.00345723,159.71056662,465.81517037,627.19633186,1.66675828,1.53340987,500,162.52960184,138
formalfull,E3_evolution,LSCBO,V3_CBO_plus_LS,W0_equal,default_4_to_1,NONE,500,50,47,20,20,20,400,20,440,85.74183515,297.30441601,601.25971701,1.00345723,127.28422619,392.53580262,616.89224650,1.38805895,1.30352446,500,129.77238133,99
