Algorithm,Decoder,TaskCount,VMCount,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree,ExecutionTimeMs
CBO,GREEDY_REPAIR,1000,50,60,1224.8960,30782.5820,9590035.3400,0.7257,0.3779,8
CBO,GREEDY_REPAIR,1000,50,61,1334.0860,29253.7910,9997588.6733,0.7088,0.4108,7
CBO,GREEDY_REPAIR,1000,50,62,1295.6640,29920.1760,9862792.5600,0.6860,0.4578,8
CBO,GREEDY_REPAIR,1000,50,63,1292.0090,30231.3730,9832530.3600,0.7189,0.3911,8
CBO,GREEDY_REPAIR,1000,50,64,1285.2460,30386.0700,9867227.6067,0.7090,0.4104,9
CBO,GREEDY_REPAIR,1000,50,65,1273.8920,29777.2760,9755824.3333,0.7015,0.4256,12
CBO,GREEDY_REPAIR,1000,50,66,1339.5940,30723.6450,10230625.2067,0.6945,0.4399,11
CBO,GREEDY_REPAIR,1000,50,67,1197.0867,30234.8690,9330589.0467,0.6827,0.4648,11
CBO,GREEDY_REPAIR,1000,50,68,1294.2300,30150.9000,9849689.2600,0.7113,0.4059,10
CBO,GREEDY_REPAIR,1000,50,69,1377.5960,30302.1000,10373612.9867,0.7062,0.4161,8
CBO,GREEDY_REPAIR,1000,50,70,1385.0440,30168.4810,10366049.6133,0.7019,0.4247,7
CBO,GREEDY_REPAIR,1000,50,71,1254.2720,29879.7020,9566435.8600,0.7256,0.3782,8
CBO,GREEDY_REPAIR,1000,50,72,1356.0460,30515.7320,10223663.4933,0.6682,0.4967,7
LSCBO,SPV_MFD,2000,50,43,1217.1220,60172.9810,12089326.9133,0.9905,0.0096,305
LSCBO,SPV_MFD,2000,50,44,1231.0073,60749.9630,12214369.5067,0.9903,0.0097,304
LSCBO,SPV_MFD,2000,50,45,1223.8504,60417.3860,12143992.8000,0.9873,0.0128,308
LSCBO,SPV_MFD,2000,50,46,1226.9020,60495.1850,12167952.9867,0.9879,0.0123,305
LSCBO,SPV_MFD,2000,50,47,1193.9260,59042.5830,11857069.0267,0.9889,0.0112,303
LSCBO,SPV_MFD,2000,50,48,1221.9280,60342.8600,12128721.0400,0.9877,0.0125,308
LSCBO,SPV_MFD,2000,50,49,1209.4987,59770.2940,12009178.6533,0.9904,0.0097,312
LSCBO,SPV_MFD,2000,50,50,1198.5144,59248.0940,11902922.1667,0.9906,0.0095,305
LSCBO,SPV_MFD,2000,50,51,1215.4660,60035.4840,12063087.1667,0.9884,0.0118,307
LSCBO,SPV_MFD,2000,50,52,1229.7733,60692.4640,12202856.0933,0.9902,0.0099,308
LSCBO,SPV_MFD,2000,50,53,1221.3680,60279.8380,12117241.2800,0.9892,0.0109,300
LSCBO,SPV_MFD,2000,50,54,1224.4208,60437.6630,12149264.1733,0.9897,0.0104,305
LSCBO,SPV_MFD,2000,50,55,1207.0488,59665.0810,11981911.3200,0.9878,0.0124,307
LSCBO,SPV_MFD,2000,50,56,1216.8740,60042.0450,12070065.6467,0.9884,0.0118,299
LSCBO,SPV_MFD,2000,50,57,1201.4727,59309.4320,11918946.3267,0.9880,0.0121,306
LSCBO,SPV_MFD,2000,50,58,1199.7647,59187.2270,11903575.2400,0.9892,0.0109,323
LSCBO,SPV_MFD,2000,50,59,1234.0480,60974.6380,12256379.1467,0.9896,0.0105,306
LSCBO,SPV_MFD,2000,50,60,1228.9107,60711.6370,12194626.5333,0.9875,0.0126,306
LSCBO,SPV_MFD,2000,50,61,1205.5127,59539.0310,11964471.4000,0.9891,0.0110,306
LSCBO,SPV_MFD,2000,50,62,1216.8190,60096.8540,12077752.9467,0.9908,0.0093,311
LSCBO,SPV_MFD,2000,50,63,1202.1792,59364.2240,11926012.7067,0.9883,0.0119,306
LSCBO,SPV_MFD,2000,50,64,1215.3947,60097.8890,12067637.9400,0.9890,0.0111,302
LSCBO,SPV_MFD,2000,50,65,1202.2247,59445.2800,11943746.7400,0.9897,0.0104,301
LSCBO,SPV_MFD,2000,50,66,1231.1680,60763.0910,12213534.3400,0.9897,0.0104,303
LSCBO,SPV_MFD,2000,50,67,1229.6488,60750.5060,12204800.1467,0.9882,0.0119,313
LSCBO,SPV_MFD,2000,50,68,1206.4267,59567.4800,11973250.1533,0.9892,0.0110,304
LSCBO,SPV_MFD,2000,50,69,1212.4513,59874.8750,12031622.3400,0.9892,0.0109,302
LSCBO,SPV_MFD,2000,50,70,1218.7900,60152.6730,12094620.8200,0.9900,0.0102,300
LSCBO,SPV_MFD,2000,50,71,1210.5667,59780.0870,12015971.8400,0.9905,0.0096,309
LSCBO,SPV_MFD,2000,50,72,1231.1333,60717.0740,12209839.9400,0.9895,0.0106,306
GWO,SPV_MFD,2000,50,43,1219.9160,60172.9810,12102443.7467,0.9897,0.0104,222
GWO,SPV_MFD,2000,50,44,1229.4980,60749.9630,12205131.6067,0.9890,0.0111,217
GWO,SPV_MFD,2000,50,45,1224.0173,60417.3860,12147961.6533,0.9914,0.0087,229
GWO,SPV_MFD,2000,50,46,1226.1090,60495.1850,12163889.1133,0.9889,0.0113,217
GWO,SPV_MFD,2000,50,47,1193.5720,59042.5830,11856095.1600,0.9894,0.0108,222
GWO,SPV_MFD,2000,50,48,1222.3307,60342.8600,12127061.0467,0.9895,0.0106,217
GWO,SPV_MFD,2000,50,49,1210.2816,59770.2940,12013654.3333,0.9910,0.0091,217
GWO,SPV_MFD,2000,50,50,1198.4660,59248.0940,11899185.5200,0.9896,0.0105,230
GWO,SPV_MFD,2000,50,51,1215.3413,60035.4840,12067131.1867,0.9900,0.0101,218
GWO,SPV_MFD,2000,50,52,1229.0992,60692.4640,12201515.4867,0.9906,0.0095,214
GWO,SPV_MFD,2000,50,53,1220.8427,60279.8380,12115224.2000,0.9895,0.0106,219
GWO,SPV_MFD,2000,50,54,1225.1384,60437.6630,12152616.5200,0.9882,0.0119,217
GWO,SPV_MFD,2000,50,55,1207.3933,59665.0810,11987928.3800,0.9893,0.0109,222
GWO,SPV_MFD,2000,50,56,1218.8713,60042.0450,12080408.7267,0.9894,0.0107,216
GWO,SPV_MFD,2000,50,57,1201.7373,59309.4320,11927188.6733,0.9908,0.0093,215
GWO,SPV_MFD,2000,50,58,1198.1800,59187.2270,11888843.0933,0.9883,0.0119,215
GWO,SPV_MFD,2000,50,59,1234.6520,60974.6380,12250845.5533,0.9890,0.0111,222
GWO,SPV_MFD,2000,50,60,1228.6773,60711.6370,12197677.5400,0.9896,0.0105,213
GWO,SPV_MFD,2000,50,61,1206.8816,59539.0310,11968849.3267,0.9880,0.0121,213
GWO,SPV_MFD,2000,50,62,1218.3832,60096.8540,12080833.5400,0.9877,0.0125,214
GWO,SPV_MFD,2000,50,63,1202.2287,59364.2240,11930329.3267,0.9900,0.0101,219
GWO,SPV_MFD,2000,50,64,1216.7048,60097.8890,12073700.5000,0.9889,0.0112,218
GWO,SPV_MFD,2000,50,65,1203.0127,59445.2800,11947503.1467,0.9919,0.0082,214
GWO,SPV_MFD,2000,50,66,1230.3187,60763.0910,12214914.3867,0.9911,0.0090,212
GWO,SPV_MFD,2000,50,67,1230.3373,60750.5060,12211514.6067,0.9900,0.0101,219
GWO,SPV_MFD,2000,50,68,1205.2813,59567.4800,11966228.5667,0.9900,0.0101,227
GWO,SPV_MFD,2000,50,69,1213.2072,59874.8750,12038911.1000,0.9900,0.0101,227
GWO,SPV_MFD,2000,50,70,1220.2096,60152.6730,12096043.0867,0.9882,0.0120,215
GWO,SPV_MFD,2000,50,71,1209.9827,59780.0870,12009146.3067,0.9887,0.0115,215
GWO,SPV_MFD,2000,50,72,1229.8107,60717.0740,12208568.8467,0.9913,0.0088,216
CBO,SPV_MFD,2000,50,43,1219.9160,60172.9810,12102443.7467,0.9897,0.0104,235
CBO,SPV_MFD,2000,50,44,1229.4980,60749.9630,12205131.6067,0.9890,0.0111,220
CBO,SPV_MFD,2000,50,45,1224.0173,60417.3860,12147961.6533,0.9914,0.0087,217
CBO,SPV_MFD,2000,50,46,1226.1090,60495.1850,12163889.1133,0.9889,0.0113,215
CBO,SPV_MFD,2000,50,47,1193.5720,59042.5830,11856095.1600,0.9894,0.0108,219
CBO,SPV_MFD,2000,50,48,1222.3307,60342.8600,12127061.0467,0.9895,0.0106,218
CBO,SPV_MFD,2000,50,49,1210.2816,59770.2940,12013654.3333,0.9910,0.0091,211
CBO,SPV_MFD,2000,50,50,1198.4660,59248.0940,11899185.5200,0.9896,0.0105,215
CBO,SPV_MFD,2000,50,51,1215.3413,60035.4840,12067131.1867,0.9900,0.0101,215
CBO,SPV_MFD,2000,50,52,1229.0992,60692.4640,12201515.4867,0.9906,0.0095,223
CBO,SPV_MFD,2000,50,53,1220.8427,60279.8380,12115224.2000,0.9895,0.0106,212
CBO,SPV_MFD,2000,50,54,1225.1384,60437.6630,12152616.5200,0.9882,0.0119,214
CBO,SPV_MFD,2000,50,55,1207.3933,59665.0810,11987928.3800,0.9893,0.0109,212
CBO,SPV_MFD,2000,50,56,1218.8713,60042.0450,12080408.7267,0.9894,0.0107,221
CBO,SPV_MFD,2000,50,57,1201.7373,59309.4320,11927188.6733,0.9908,0.0093,214
CBO,SPV_MFD,2000,50,58,1198.1800,59187.2270,11888843.0933,0.9883,0.0119,211
CBO,SPV_MFD,2000,50,59,1234.6520,60974.6380,12250845.5533,0.9890,0.0111,216
CBO,SPV_MFD,2000,50,60,1228.6773,60711.6370,12197677.5400,0.9896,0.0105,219
CBO,SPV_MFD,2000,50,61,1206.8816,59539.0310,11968849.3267,0.9880,0.0121,218
CBO,SPV_MFD,2000,50,62,1218.3832,60096.8540,12080833.5400,0.9877,0.0125,241
CBO,SPV_MFD,2000,50,63,1202.2287,59364.2240,11930329.3267,0.9900,0.0101,222
CBO,SPV_MFD,2000,50,64,1216.7048,60097.8890,12073700.5000,0.9889,0.0112,219
CBO,SPV_MFD,2000,50,65,1203.0127,59445.2800,11947503.1467,0.9919,0.0082,222
CBO,SPV_MFD,2000,50,66,1230.3187,60763.0910,12214914.3867,0.9911,0.0090,219
CBO,SPV_MFD,2000,50,67,1230.3373,60750.5060,12211514.6067,0.9900,0.0101,217
CBO,SPV_MFD,2000,50,68,1205.2813,59567.4800,11966228.5667,0.9900,0.0101,218
CBO,SPV_MFD,2000,50,69,1213.2072,59874.8750,12038911.1000,0.9900,0.0101,215
CBO,SPV_MFD,2000,50,70,1220.2096,60152.6730,12096043.0867,0.9882,0.0120,224
CBO,SPV_MFD,2000,50,71,1209.9827,59780.0870,12009146.3067,0.9887,0.0115,222
CBO,SPV_MFD,2000,50,72,1229.8107,60717.0740,12208568.8467,0.9913,0.0088,216
LSCBO,RANDOM_KEY,2000,50,43,2586.1380,60172.9810,19791071.8800,0.6847,0.4604,97
LSCBO,RANDOM_KEY,2000,50,44,2687.3720,60749.9630,20487878.6667,0.6967,0.4353,96
LSCBO,RANDOM_KEY,2000,50,45,2633.7740,60417.3860,20106426.3133,0.7118,0.4049,96
LSCBO,RANDOM_KEY,2000,50,46,2700.9020,60495.1850,20540316.3400,0.6957,0.4373,99
LSCBO,RANDOM_KEY,2000,50,47,2589.6040,59042.5830,19714132.8933,0.6970,0.4346,94
LSCBO,RANDOM_KEY,2000,50,48,2750.9380,60342.8600,20723180.7267,0.7007,0.4272,98
LSCBO,RANDOM_KEY,2000,50,49,2642.6700,59770.2940,20158418.0067,0.6934,0.4422,97
LSCBO,RANDOM_KEY,2000,50,50,2638.0100,59248.0940,19965723.7467,0.7151,0.3984,97
LSCBO,RANDOM_KEY,2000,50,51,2765.4300,60035.4840,20833858.3200,0.6897,0.4500,97
LSCBO,RANDOM_KEY,2000,50,52,2450.1700,60692.4640,19090825.5733,0.7310,0.3680,96
LSCBO,RANDOM_KEY,2000,50,53,2748.8600,60279.8380,20764660.4867,0.6954,0.4379,95
LSCBO,RANDOM_KEY,2000,50,54,2652.3780,60437.6630,20193722.1600,0.7055,0.4175,97
LSCBO,RANDOM_KEY,2000,50,55,2617.8860,59665.0810,19883120.5800,0.7166,0.3955,93
LSCBO,RANDOM_KEY,2000,50,56,2679.4780,60042.0450,20198019.3533,0.6734,0.4850,97
LSCBO,RANDOM_KEY,2000,50,57,2708.1820,59309.4320,20284174.1467,0.7052,0.4180,96
LSCBO,RANDOM_KEY,2000,50,58,2624.0460,59187.2270,19926872.3333,0.7080,0.4124,98
LSCBO,RANDOM_KEY,2000,50,59,2715.1520,60974.6380,20616167.7333,0.7024,0.4237,93
LSCBO,RANDOM_KEY,2000,50,60,2775.7740,60711.6370,20847540.6933,0.6909,0.4474,95
LSCBO,RANDOM_KEY,2000,50,61,2633.5720,59539.0310,20075539.4200,0.6999,0.4287,96
LSCBO,RANDOM_KEY,2000,50,62,2464.3700,60096.8540,19237882.9733,0.7029,0.4227,98
LSCBO,RANDOM_KEY,2000,50,63,2582.1260,59364.2240,19600250.6200,0.7325,0.3652,93
LSCBO,RANDOM_KEY,2000,50,64,2545.6920,60097.8890,19649663.1200,0.7068,0.4147,98
LSCBO,RANDOM_KEY,2000,50,65,2500.0040,59445.2800,19248627.1600,0.6891,0.4512,94
LSCBO,RANDOM_KEY,2000,50,66,2592.5100,60763.0910,19930458.5533,0.7135,0.4016,92
LSCBO,RANDOM_KEY,2000,50,67,2526.8080,60750.5060,19577421.4467,0.7201,0.3887,97
LSCBO,RANDOM_KEY,2000,50,68,2648.7420,59567.4800,20098041.6733,0.7065,0.4155,96
LSCBO,RANDOM_KEY,2000,50,69,2679.9500,59874.8750,20405572.7200,0.6833,0.4634,96
LSCBO,RANDOM_KEY,2000,50,70,2615.8320,60152.6730,19984132.0267,0.7139,0.4007,95
LSCBO,RANDOM_KEY,2000,50,71,2531.6140,59780.0870,19419820.5667,0.7273,0.3749,98
LSCBO,RANDOM_KEY,2000,50,72,2482.6800,60717.0740,19375626.9267,0.7160,0.3966,100
GWO,RANDOM_KEY,2000,50,43,2634.6860,60172.9810,20120227.0600,0.7083,0.4119,8
GWO,RANDOM_KEY,2000,50,44,2687.3720,60749.9630,20487878.6667,0.6967,0.4353,8
GWO,RANDOM_KEY,2000,50,45,2633.7740,60417.3860,20106426.3133,0.7118,0.4049,8
GWO,RANDOM_KEY,2000,50,46,2665.2020,60495.1850,20155142.7067,0.6900,0.4492,9
GWO,RANDOM_KEY,2000,50,47,2660.3960,59042.5830,20064246.9667,0.7130,0.4025,8
GWO,RANDOM_KEY,2000,50,48,2697.8420,60342.8600,20415642.8800,0.6959,0.4369,9
GWO,RANDOM_KEY,2000,50,49,2663.8680,59770.2940,20120299.0000,0.7165,0.3956,7
GWO,RANDOM_KEY,2000,50,50,2632.0320,59248.0940,19995481.8400,0.6781,0.4748,8
GWO,RANDOM_KEY,2000,50,51,2765.4300,60035.4840,20833858.3200,0.6897,0.4500,7
GWO,RANDOM_KEY,2000,50,52,2744.9960,60692.4640,20685349.6600,0.6957,0.4373,8
GWO,RANDOM_KEY,2000,50,53,2687.2640,60279.8380,20311819.6800,0.6979,0.4328,8
GWO,RANDOM_KEY,2000,50,54,2731.1960,60437.6630,20685846.1867,0.6994,0.4299,8
GWO,RANDOM_KEY,2000,50,55,2580.6920,59665.0810,19724002.3867,0.7010,0.4266,7
GWO,RANDOM_KEY,2000,50,56,2752.4040,60042.0450,20662007.2867,0.7058,0.4168,8
GWO,RANDOM_KEY,2000,50,57,2711.8680,59309.4320,20282179.3067,0.6668,0.4998,7
GWO,RANDOM_KEY,2000,50,58,2624.0460,59187.2270,19926872.3333,0.7080,0.4124,9
GWO,RANDOM_KEY,2000,50,59,2715.1520,60974.6380,20616167.7333,0.7024,0.4237,8
GWO,RANDOM_KEY,2000,50,60,2670.6360,60711.6370,20292457.5733,0.6914,0.4464,8
GWO,RANDOM_KEY,2000,50,61,2641.3380,59539.0310,20083791.7867,0.7027,0.4232,7
GWO,RANDOM_KEY,2000,50,62,2823.4700,60096.8540,21034117.9733,0.7025,0.4236,8
GWO,RANDOM_KEY,2000,50,63,2487.9920,59364.2240,19254184.4667,0.6953,0.4383,8
GWO,RANDOM_KEY,2000,50,64,2545.6920,60097.8890,19649663.1200,0.7068,0.4147,9
GWO,RANDOM_KEY,2000,50,65,2582.1000,59445.2800,19776046.5533,0.7076,0.4131,7
GWO,RANDOM_KEY,2000,50,66,2592.5100,60763.0910,19930458.5533,0.7135,0.4016,7
GWO,RANDOM_KEY,2000,50,67,2500.1780,60750.5060,19323113.7533,0.7247,0.3799,8
GWO,RANDOM_KEY,2000,50,68,2648.7420,59567.4800,20098041.6733,0.7065,0.4155,7
GWO,RANDOM_KEY,2000,50,69,2679.9500,59874.8750,20405572.7200,0.6833,0.4634,8
GWO,RANDOM_KEY,2000,50,70,2575.3460,60152.6730,19746044.6400,0.7085,0.4115,8
GWO,RANDOM_KEY,2000,50,71,2531.6140,59780.0870,19419820.5667,0.7273,0.3749,8
GWO,RANDOM_KEY,2000,50,72,2482.6800,60717.0740,19375626.9267,0.7160,0.3966,7
CBO,RANDOM_KEY,2000,50,43,2634.6860,60172.9810,20120227.0600,0.7083,0.4119,7
CBO,RANDOM_KEY,2000,50,44,2687.3720,60749.9630,20487878.6667,0.6967,0.4353,8
CBO,RANDOM_KEY,2000,50,45,2633.7740,60417.3860,20106426.3133,0.7118,0.4049,8
CBO,RANDOM_KEY,2000,50,46,2665.2020,60495.1850,20155142.7067,0.6900,0.4492,9
CBO,RANDOM_KEY,2000,50,47,2660.3960,59042.5830,20064246.9667,0.7130,0.4025,7
CBO,RANDOM_KEY,2000,50,48,2697.8420,60342.8600,20415642.8800,0.6959,0.4369,8
CBO,RANDOM_KEY,2000,50,49,2663.8680,59770.2940,20120299.0000,0.7165,0.3956,8
CBO,RANDOM_KEY,2000,50,50,2632.0320,59248.0940,19995481.8400,0.6781,0.4748,8
CBO,RANDOM_KEY,2000,50,51,2765.4300,60035.4840,20833858.3200,0.6897,0.4500,8
CBO,RANDOM_KEY,2000,50,52,2744.9960,60692.4640,20685349.6600,0.6957,0.4373,8
CBO,RANDOM_KEY,2000,50,53,2687.2640,60279.8380,20311819.6800,0.6979,0.4328,8
CBO,RANDOM_KEY,2000,50,54,2731.1960,60437.6630,20685846.1867,0.6994,0.4299,8
CBO,RANDOM_KEY,2000,50,55,2580.6920,59665.0810,19724002.3867,0.7010,0.4266,8
CBO,RANDOM_KEY,2000,50,56,2752.4040,60042.0450,20662007.2867,0.7058,0.4168,7
CBO,RANDOM_KEY,2000,50,57,2711.8680,59309.4320,20282179.3067,0.6668,0.4998,8
CBO,RANDOM_KEY,2000,50,58,2624.0460,59187.2270,19926872.3333,0.7080,0.4124,8
CBO,RANDOM_KEY,2000,50,59,2715.1520,60974.6380,20616167.7333,0.7024,0.4237,8
CBO,RANDOM_KEY,2000,50,60,2670.6360,60711.6370,20292457.5733,0.6914,0.4464,8
CBO,RANDOM_KEY,2000,50,61,2641.3380,59539.0310,20083791.7867,0.7027,0.4232,9
CBO,RANDOM_KEY,2000,50,62,2823.4700,60096.8540,21034117.9733,0.7025,0.4236,8
CBO,RANDOM_KEY,2000,50,63,2487.9920,59364.2240,19254184.4667,0.6953,0.4383,8
CBO,RANDOM_KEY,2000,50,64,2545.6920,60097.8890,19649663.1200,0.7068,0.4147,8
CBO,RANDOM_KEY,2000,50,65,2582.1000,59445.2800,19776046.5533,0.7076,0.4131,8
CBO,RANDOM_KEY,2000,50,66,2592.5100,60763.0910,19930458.5533,0.7135,0.4016,7
CBO,RANDOM_KEY,2000,50,67,2500.1780,60750.5060,19323113.7533,0.7247,0.3799,8
CBO,RANDOM_KEY,2000,50,68,2648.7420,59567.4800,20098041.6733,0.7065,0.4155,8
CBO,RANDOM_KEY,2000,50,69,2679.9500,59874.8750,20405572.7200,0.6833,0.4634,7
CBO,RANDOM_KEY,2000,50,70,2575.3460,60152.6730,19746044.6400,0.7085,0.4115,8
CBO,RANDOM_KEY,2000,50,71,2531.6140,59780.0870,19419820.5667,0.7273,0.3749,8
CBO,RANDOM_KEY,2000,50,72,2482.6800,60717.0740,19375626.9267,0.7160,0.3966,8
LSCBO,GREEDY_REPAIR,2000,50,43,2536.7120,60172.9810,19623825.4600,0.7099,0.4087,100
LSCBO,GREEDY_REPAIR,2000,50,44,2632.6420,60749.9630,20097074.5400,0.6850,0.4599,109
LSCBO,GREEDY_REPAIR,2000,50,45,2610.6680,60417.3860,19984400.1800,0.7134,0.4017,101
LSCBO,GREEDY_REPAIR,2000,50,46,2611.4540,60495.1850,20005875.9933,0.7150,0.3985,103
LSCBO,GREEDY_REPAIR,2000,50,47,2543.8480,59042.5830,19531524.1933,0.6969,0.4350,105
LSCBO,GREEDY_REPAIR,2000,50,48,2710.5700,60342.8600,20425005.2267,0.6702,0.4920,102
LSCBO,GREEDY_REPAIR,2000,50,49,2576.4000,59770.2940,19798682.7867,0.7012,0.4261,104
LSCBO,GREEDY_REPAIR,2000,50,50,2540.1340,59248.0940,19470471.1867,0.7170,0.3946,102
LSCBO,GREEDY_REPAIR,2000,50,51,2734.2920,60035.4840,20569196.9667,0.6959,0.4369,102
LSCBO,GREEDY_REPAIR,2000,50,52,2691.8940,60692.4640,20305970.7333,0.7198,0.3893,104
LSCBO,GREEDY_REPAIR,2000,50,53,2650.8280,60279.8380,20267965.0200,0.6970,0.4348,102
LSCBO,GREEDY_REPAIR,2000,50,54,2584.7300,60437.6630,19797202.0800,0.6930,0.4429,103
LSCBO,GREEDY_REPAIR,2000,50,55,2522.1940,59665.0810,19398281.1133,0.7184,0.3920,103
LSCBO,GREEDY_REPAIR,2000,50,56,2591.3200,60042.0450,19832923.9067,0.7042,0.4200,99
LSCBO,GREEDY_REPAIR,2000,50,57,2608.5280,59309.4320,19779924.9067,0.7073,0.4138,102
LSCBO,GREEDY_REPAIR,2000,50,58,2566.7900,59187.2270,19634650.1733,0.7098,0.4089,103
LSCBO,GREEDY_REPAIR,2000,50,59,2615.8440,60974.6380,20113007.2000,0.7040,0.4205,102
LSCBO,GREEDY_REPAIR,2000,50,60,2676.2560,60711.6370,20343316.1600,0.6925,0.4441,101
LSCBO,GREEDY_REPAIR,2000,50,61,2546.8180,59539.0310,19604606.9867,0.7043,0.4199,101
LSCBO,GREEDY_REPAIR,2000,50,62,2438.5440,60096.8540,19103873.1733,0.7044,0.4196,103
LSCBO,GREEDY_REPAIR,2000,50,63,2484.1400,59364.2240,19104441.4600,0.7347,0.3611,100
LSCBO,GREEDY_REPAIR,2000,50,64,2530.2660,60097.8890,19565920.0533,0.7083,0.4117,103
LSCBO,GREEDY_REPAIR,2000,50,65,2415.3200,59445.2800,18819273.7600,0.6907,0.4478,105
LSCBO,GREEDY_REPAIR,2000,50,66,2498.6460,60763.0910,19454549.0867,0.7152,0.3983,103
LSCBO,GREEDY_REPAIR,2000,50,67,2427.7400,60750.5060,19075476.9133,0.7218,0.3855,99
LSCBO,GREEDY_REPAIR,2000,50,68,2550.1840,59567.4800,19598681.1400,0.7082,0.4121,101
LSCBO,GREEDY_REPAIR,2000,50,69,2660.3700,59874.8750,20175399.9800,0.6818,0.4668,101
LSCBO,GREEDY_REPAIR,2000,50,70,2516.5160,60152.6730,19480930.9600,0.7157,0.3972,100
LSCBO,GREEDY_REPAIR,2000,50,71,2476.5800,59780.0870,19138669.4067,0.7294,0.3710,102
LSCBO,GREEDY_REPAIR,2000,50,72,2442.1060,60717.0740,19166120.1267,0.7176,0.3936,104
GWO,GREEDY_REPAIR,2000,50,43,2536.7120,60172.9810,19623825.4600,0.7099,0.4087,14
GWO,GREEDY_REPAIR,2000,50,44,2647.8800,60749.9630,20283879.7333,0.6982,0.4323,15
GWO,GREEDY_REPAIR,2000,50,45,2610.6680,60417.3860,19984400.1800,0.7134,0.4017,14
GWO,GREEDY_REPAIR,2000,50,46,2572.3680,60495.1850,19684783.7733,0.6916,0.4459,15
GWO,GREEDY_REPAIR,2000,50,47,2560.4040,59042.5830,19557620.8333,0.7149,0.3988,14
GWO,GREEDY_REPAIR,2000,50,48,2650.4640,60342.8600,20182980.6067,0.7091,0.4102,15
GWO,GREEDY_REPAIR,2000,50,49,2576.4000,59770.2940,19798682.7867,0.7012,0.4261,16
GWO,GREEDY_REPAIR,2000,50,50,2540.1340,59248.0940,19470471.1867,0.7170,0.3946,14
GWO,GREEDY_REPAIR,2000,50,51,2762.0700,60035.4840,20810550.7200,0.6911,0.4469,15
GWO,GREEDY_REPAIR,2000,50,52,2673.3540,60692.4640,20300880.9000,0.6688,0.4953,15
GWO,GREEDY_REPAIR,2000,50,53,2650.8280,60279.8380,20267965.0200,0.6970,0.4348,15
GWO,GREEDY_REPAIR,2000,50,54,2679.1960,60437.6630,20410168.1600,0.7010,0.4266,15
GWO,GREEDY_REPAIR,2000,50,55,2616.5400,59665.0810,19960780.9600,0.7020,0.4245,15
GWO,GREEDY_REPAIR,2000,50,56,2668.6000,60042.0450,20236339.0200,0.7076,0.4132,14
GWO,GREEDY_REPAIR,2000,50,57,2691.4280,59309.4320,20173543.3067,0.6682,0.4965,14
GWO,GREEDY_REPAIR,2000,50,58,2566.7900,59187.2270,19634650.1733,0.7098,0.4089,14
GWO,GREEDY_REPAIR,2000,50,59,2615.8440,60974.6380,20113007.2000,0.7040,0.4205,14
GWO,GREEDY_REPAIR,2000,50,60,2596.1540,60711.6370,19907999.6267,0.6977,0.4333,14
GWO,GREEDY_REPAIR,2000,50,61,2546.8180,59539.0310,19604606.9867,0.7043,0.4199,15
GWO,GREEDY_REPAIR,2000,50,62,2732.7720,60096.8540,20574148.2400,0.7042,0.4200,14
GWO,GREEDY_REPAIR,2000,50,63,2466.9320,59364.2240,19142270.6000,0.6968,0.4351,14
GWO,GREEDY_REPAIR,2000,50,64,2530.2660,60097.8890,19565920.0533,0.7083,0.4117,14
GWO,GREEDY_REPAIR,2000,50,65,2527.5320,59445.2800,19430392.2267,0.7176,0.3936,13
GWO,GREEDY_REPAIR,2000,50,66,2498.6460,60763.0910,19454549.0867,0.7152,0.3983,14
GWO,GREEDY_REPAIR,2000,50,67,2427.7400,60750.5060,19075476.9133,0.7218,0.3855,15
GWO,GREEDY_REPAIR,2000,50,68,2550.1840,59567.4800,19598681.1400,0.7082,0.4121,15
GWO,GREEDY_REPAIR,2000,50,69,2661.1140,59874.8750,20304792.5867,0.6847,0.4606,14
GWO,GREEDY_REPAIR,2000,50,70,2516.5160,60152.6730,19480930.9600,0.7157,0.3972,15
GWO,GREEDY_REPAIR,2000,50,71,2476.5800,59780.0870,19138669.4067,0.7294,0.3710,14
GWO,GREEDY_REPAIR,2000,50,72,2442.1060,60717.0740,19166120.1267,0.7176,0.3936,14
CBO,GREEDY_REPAIR,2000,50,43,2536.7120,60172.9810,19623825.4600,0.7099,0.4087,14
CBO,GREEDY_REPAIR,2000,50,44,2647.8800,60749.9630,20283879.7333,0.6982,0.4323,14
CBO,GREEDY_REPAIR,2000,50,45,2610.6680,60417.3860,19984400.1800,0.7134,0.4017,15
CBO,GREEDY_REPAIR,2000,50,46,2572.3680,60495.1850,19684783.7733,0.6916,0.4459,15
CBO,GREEDY_REPAIR,2000,50,47,2560.4040,59042.5830,19557620.8333,0.7149,0.3988,14
CBO,GREEDY_REPAIR,2000,50,48,2650.4640,60342.8600,20182980.6067,0.7091,0.4102,15
CBO,GREEDY_REPAIR,2000,50,49,2576.4000,59770.2940,19798682.7867,0.7012,0.4261,15
CBO,GREEDY_REPAIR,2000,50,50,2540.1340,59248.0940,19470471.1867,0.7170,0.3946,14
CBO,GREEDY_REPAIR,2000,50,51,2762.0700,60035.4840,20810550.7200,0.6911,0.4469,14
CBO,GREEDY_REPAIR,2000,50,52,2673.3540,60692.4640,20300880.9000,0.6688,0.4953,15
CBO,GREEDY_REPAIR,2000,50,53,2650.8280,60279.8380,20267965.0200,0.6970,0.4348,14
