Algorithm,Decoder,TaskCount,VMCount,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree,ExecutionTimeMs
LSCBO,SPV_MFD,500,10,43,1484.5230,14784.2890,2961715.4467,0.9959,0.0042,165
LSCBO,SPV_MFD,500,10,44,1532.1960,15263.0130,3057317.3000,0.9965,0.0035,104
LSCBO,SPV_MFD,500,10,45,1566.6540,15614.7690,3127123.3200,0.9969,0.0031,86
LSCBO,SPV_MFD,500,10,46,1503.0800,14959.5320,2998139.2800,0.9950,0.0050,73
LSCBO,SPV_MFD,500,10,47,1497.6760,14911.2740,2986670.7333,0.9945,0.0055,68
LSCBO,SPV_MFD,500,10,48,1528.5064,15214.1670,3048644.9600,0.9955,0.0045,70
LSCBO,SPV_MFD,500,10,49,1485.6267,14805.9220,2965072.8667,0.9961,0.0039,65
LSCBO,SPV_MFD,500,10,50,1468.7420,14630.6780,2930743.5600,0.9965,0.0036,69
LSCBO,SPV_MFD,500,10,51,1509.4973,15022.4290,3009908.6733,0.9941,0.0059,70
LSCBO,SPV_MFD,500,10,52,1536.4260,15301.1490,3064484.7000,0.9945,0.0056,73
LSCBO,SPV_MFD,500,10,53,1483.5813,14772.8800,2958530.3400,0.9943,0.0057,73
LSCBO,SPV_MFD,500,10,54,1533.7648,15277.6540,3059165.0267,0.9931,0.0070,76
LSCBO,SPV_MFD,500,10,55,1518.5067,15109.4150,3026754.4267,0.9916,0.0085,72
LSCBO,SPV_MFD,500,10,56,1545.0320,15388.1230,3081991.5200,0.9938,0.0063,75
LSCBO,SPV_MFD,500,10,57,1472.0336,14659.8670,2936229.4400,0.9959,0.0041,76
LSCBO,SPV_MFD,500,10,58,1472.8500,14684.6270,2940470.8667,0.9961,0.0039,68
LSCBO,SPV_MFD,500,10,59,1539.3240,15316.3780,3068713.3467,0.9933,0.0067,66
LSCBO,SPV_MFD,500,10,60,1555.8904,15515.0980,3106433.1600,0.9967,0.0033,69
LSCBO,SPV_MFD,500,10,61,1479.9504,14746.8530,2953517.8733,0.9967,0.0033,67
LSCBO,SPV_MFD,500,10,62,1507.0787,15011.6340,3006886.1400,0.9955,0.0046,70
LSCBO,SPV_MFD,500,10,63,1493.8767,14883.3630,2980898.1000,0.9953,0.0048,71
LSCBO,SPV_MFD,500,10,64,1546.6420,15377.9070,3080640.7133,0.9917,0.0084,76
LSCBO,SPV_MFD,500,10,65,1510.1576,15049.6540,3013266.9600,0.9957,0.0043,68
LSCBO,SPV_MFD,500,10,66,1566.1453,15594.4100,3123608.7867,0.9953,0.0048,78
LSCBO,SPV_MFD,500,10,67,1468.9208,14626.1700,2929525.6733,0.9939,0.0061,70
LSCBO,SPV_MFD,500,10,68,1545.0500,15384.8920,3080608.7933,0.9929,0.0071,65
LSCBO,SPV_MFD,500,10,69,1532.4500,15256.6300,3055578.0933,0.9934,0.0067,68
LSCBO,SPV_MFD,500,10,70,1498.4472,14921.3930,2989530.4867,0.9967,0.0033,66
LSCBO,SPV_MFD,500,10,71,1501.6608,14953.1440,2993986.8933,0.9934,0.0067,67
LSCBO,SPV_MFD,500,10,72,1557.1860,15511.8630,3106722.4200,0.9955,0.0045,70
GWO,SPV_MFD,500,10,43,1484.9820,14784.2890,2963430.8333,0.9965,0.0036,49
GWO,SPV_MFD,500,10,44,1531.1493,15263.0130,3057021.9667,0.9970,0.0030,45
GWO,SPV_MFD,500,10,45,1566.4368,15614.7690,3126748.4533,0.9963,0.0037,43
GWO,SPV_MFD,500,10,46,1499.7827,14959.5320,2994464.5400,0.9949,0.0051,39
GWO,SPV_MFD,500,10,47,1496.3800,14911.2740,2985632.7533,0.9953,0.0047,41
GWO,SPV_MFD,500,10,48,1525.1280,15214.1670,3045300.0067,0.9966,0.0034,46
GWO,SPV_MFD,500,10,49,1485.5193,14805.9220,2964840.3800,0.9965,0.0035,41
GWO,SPV_MFD,500,10,50,1467.4507,14630.6780,2930525.1867,0.9977,0.0023,45
GWO,SPV_MFD,500,10,51,1507.3653,15022.4290,3008094.4400,0.9953,0.0048,42
GWO,SPV_MFD,500,10,52,1534.8820,15301.1490,3063563.8000,0.9956,0.0044,41
GWO,SPV_MFD,500,10,53,1482.3488,14772.8800,2958190.1000,0.9955,0.0045,48
GWO,SPV_MFD,500,10,54,1533.9560,15277.6540,3059373.0533,0.9937,0.0064,47
GWO,SPV_MFD,500,10,55,1517.7093,15109.4150,3026558.8600,0.9949,0.0051,46
GWO,SPV_MFD,500,10,56,1544.8064,15388.1230,3081563.3867,0.9934,0.0067,42
GWO,SPV_MFD,500,10,57,1471.3507,14659.8670,2934674.4800,0.9929,0.0071,45
GWO,SPV_MFD,500,10,58,1471.5187,14684.6270,2939887.1400,0.9975,0.0025,39
GWO,SPV_MFD,500,10,59,1537.2176,15316.3780,3067328.0867,0.9950,0.0050,42
GWO,SPV_MFD,500,10,60,1556.7080,15515.0980,3107046.7800,0.9964,0.0036,43
GWO,SPV_MFD,500,10,61,1481.5373,14746.8530,2955260.6467,0.9952,0.0048,42
GWO,SPV_MFD,500,10,62,1507.4693,15011.6340,3007955.1867,0.9971,0.0029,42
GWO,SPV_MFD,500,10,63,1493.0380,14883.3630,2979921.9333,0.9952,0.0048,45
GWO,SPV_MFD,500,10,64,1545.4000,15377.9070,3080383.1867,0.9932,0.0068,42
GWO,SPV_MFD,500,10,65,1511.2140,15049.6540,3013738.6933,0.9920,0.0081,42
GWO,SPV_MFD,500,10,66,1565.5507,15594.4100,3123561.4200,0.9959,0.0041,45
GWO,SPV_MFD,500,10,67,1470.1240,14626.1700,2932496.7600,0.9958,0.0042,49
GWO,SPV_MFD,500,10,68,1544.8947,15384.8920,3081536.9933,0.9949,0.0051,45
GWO,SPV_MFD,500,10,69,1531.4830,15256.6300,3055252.8667,0.9935,0.0065,40
GWO,SPV_MFD,500,10,70,1499.1673,14921.3930,2989085.1200,0.9951,0.0049,50
GWO,SPV_MFD,500,10,71,1501.3167,14953.1440,2995526.6867,0.9974,0.0027,43
GWO,SPV_MFD,500,10,72,1557.1800,15511.8630,3107271.3600,0.9956,0.0044,50
CBO,SPV_MFD,500,10,43,1484.9820,14784.2890,2963430.8333,0.9965,0.0036,47
CBO,SPV_MFD,500,10,44,1531.1493,15263.0130,3057021.9667,0.9970,0.0030,50
CBO,SPV_MFD,500,10,45,1566.4368,15614.7690,3126748.4533,0.9963,0.0037,45
CBO,SPV_MFD,500,10,46,1499.7827,14959.5320,2994464.5400,0.9949,0.0051,41
CBO,SPV_MFD,500,10,47,1496.3800,14911.2740,2985632.7533,0.9953,0.0047,45
CBO,SPV_MFD,500,10,48,1525.1280,15214.1670,3045300.0067,0.9966,0.0034,45
CBO,SPV_MFD,500,10,49,1485.5193,14805.9220,2964840.3800,0.9965,0.0035,43
CBO,SPV_MFD,500,10,50,1467.4507,14630.6780,2930525.1867,0.9977,0.0023,42
CBO,SPV_MFD,500,10,51,1507.3653,15022.4290,3008094.4400,0.9953,0.0048,42
CBO,SPV_MFD,500,10,52,1534.8820,15301.1490,3063563.8000,0.9956,0.0044,42
CBO,SPV_MFD,500,10,53,1482.3488,14772.8800,2958190.1000,0.9955,0.0045,42
CBO,SPV_MFD,500,10,54,1533.9560,15277.6540,3059373.0533,0.9937,0.0064,42
CBO,SPV_MFD,500,10,55,1517.7093,15109.4150,3026558.8600,0.9949,0.0051,49
CBO,SPV_MFD,500,10,56,1544.8064,15388.1230,3081563.3867,0.9934,0.0067,45
CBO,SPV_MFD,500,10,57,1471.3507,14659.8670,2934674.4800,0.9929,0.0071,41
CBO,SPV_MFD,500,10,58,1471.5187,14684.6270,2939887.1400,0.9975,0.0025,40
CBO,SPV_MFD,500,10,59,1537.2176,15316.3780,3067328.0867,0.9950,0.0050,45
CBO,SPV_MFD,500,10,60,1556.7080,15515.0980,3107046.7800,0.9964,0.0036,43
CBO,SPV_MFD,500,10,61,1481.5373,14746.8530,2955260.6467,0.9952,0.0048,43
CBO,SPV_MFD,500,10,62,1507.4693,15011.6340,3007955.1867,0.9971,0.0029,45
CBO,SPV_MFD,500,10,63,1493.0380,14883.3630,2979921.9333,0.9952,0.0048,39
CBO,SPV_MFD,500,10,64,1545.4000,15377.9070,3080383.1867,0.9932,0.0068,38
CBO,SPV_MFD,500,10,65,1511.2140,15049.6540,3013738.6933,0.9920,0.0081,41
CBO,SPV_MFD,500,10,66,1565.5507,15594.4100,3123561.4200,0.9959,0.0041,38
CBO,SPV_MFD,500,10,67,1470.1240,14626.1700,2932496.7600,0.9958,0.0042,39
CBO,SPV_MFD,500,10,68,1544.8947,15384.8920,3081536.9933,0.9949,0.0051,53
CBO,SPV_MFD,500,10,69,1531.4830,15256.6300,3055252.8667,0.9935,0.0065,42
CBO,SPV_MFD,500,10,70,1499.1673,14921.3930,2989085.1200,0.9951,0.0049,45
CBO,SPV_MFD,500,10,71,1501.3167,14953.1440,2995526.6867,0.9974,0.0027,38
CBO,SPV_MFD,500,10,72,1557.1800,15511.8630,3107271.3600,0.9956,0.0044,40
LSCBO,RANDOM_KEY,500,10,43,2483.5180,14784.2890,4133425.9600,0.7606,0.3147,29
LSCBO,RANDOM_KEY,500,10,44,2450.2227,15263.0130,4150829.5867,0.7556,0.3234,27
LSCBO,RANDOM_KEY,500,10,45,2616.8000,15614.7690,4360788.7067,0.7628,0.3110,26
LSCBO,RANDOM_KEY,500,10,46,2350.2440,14959.5320,3948909.2533,0.7279,0.3738,26
LSCBO,RANDOM_KEY,500,10,47,2411.9220,14911.2740,4031800.0467,0.7431,0.3458,27
LSCBO,RANDOM_KEY,500,10,48,2364.5960,15214.1670,4052049.8933,0.7692,0.3000,25
LSCBO,RANDOM_KEY,500,10,49,2066.0840,14805.9220,3645743.1667,0.7978,0.2534,23
LSCBO,RANDOM_KEY,500,10,50,2289.7720,14630.6780,3920658.7600,0.7571,0.3208,25
LSCBO,RANDOM_KEY,500,10,51,2400.3987,15022.4290,4061470.8467,0.7608,0.3144,26
LSCBO,RANDOM_KEY,500,10,52,2350.7780,15301.1490,4034940.4533,0.7775,0.2862,27
LSCBO,RANDOM_KEY,500,10,53,2420.6980,14772.8800,4063290.5600,0.7589,0.3177,25
LSCBO,RANDOM_KEY,500,10,54,2632.8460,15277.6540,4375531.6600,0.7355,0.3596,26
LSCBO,RANDOM_KEY,500,10,55,2473.5340,15109.4150,4169027.6200,0.7584,0.3186,24
LSCBO,RANDOM_KEY,500,10,56,2409.3020,15388.1230,4139689.0467,0.7448,0.3427,24
LSCBO,RANDOM_KEY,500,10,57,2567.9500,14659.8670,4215811.5333,0.7531,0.3279,25
LSCBO,RANDOM_KEY,500,10,58,2184.0760,14684.6270,3797926.9667,0.7565,0.3218,25
LSCBO,RANDOM_KEY,500,10,59,2479.5947,15316.3780,4200739.0933,0.7523,0.3293,24
LSCBO,RANDOM_KEY,500,10,60,2504.8420,15515.0980,4269221.0200,0.7382,0.3547,25
LSCBO,RANDOM_KEY,500,10,61,2298.2440,14746.8530,3911947.8933,0.7687,0.3008,24
LSCBO,RANDOM_KEY,500,10,62,2473.2867,15011.6340,4178865.4133,0.7336,0.3632,24
LSCBO,RANDOM_KEY,500,10,63,2290.5700,14883.3630,3959592.2133,0.7515,0.3307,25
LSCBO,RANDOM_KEY,500,10,64,2486.0320,15377.9070,4199932.0867,0.7666,0.3044,24
LSCBO,RANDOM_KEY,500,10,65,2697.5800,15049.6540,4387291.7000,0.7269,0.3758,24
LSCBO,RANDOM_KEY,500,10,66,2548.7680,15594.4100,4256944.7867,0.7674,0.3030,26
LSCBO,RANDOM_KEY,500,10,67,2359.8280,14626.1700,3994401.6200,0.7629,0.3109,24
LSCBO,RANDOM_KEY,500,10,68,2469.2587,15384.8920,4180382.9867,0.7475,0.3379,25
LSCBO,RANDOM_KEY,500,10,69,2403.1413,15256.6300,4067915.4733,0.7894,0.2668,23
LSCBO,RANDOM_KEY,500,10,70,2387.6040,14921.3930,4035372.1067,0.7439,0.3442,24
LSCBO,RANDOM_KEY,500,10,71,2193.6740,14953.1440,3784710.4333,0.7898,0.2662,25
LSCBO,RANDOM_KEY,500,10,72,2689.8020,15511.8630,4431389.9933,0.7443,0.3435,24
GWO,RANDOM_KEY,500,10,43,2474.2380,14784.2890,4120218.8533,0.7663,0.3049,2
GWO,RANDOM_KEY,500,10,44,2382.7900,15263.0130,4070760.6933,0.7591,0.3174,3
GWO,RANDOM_KEY,500,10,45,2616.8000,15614.7690,4360788.7067,0.7628,0.3110,1
GWO,RANDOM_KEY,500,10,46,2462.5440,14959.5320,4136360.0200,0.7574,0.3202,2
GWO,RANDOM_KEY,500,10,47,2517.6860,14911.2740,4207365.1600,0.7413,0.3491,2
GWO,RANDOM_KEY,500,10,48,2752.7620,15214.1670,4476897.4533,0.7346,0.3613,2
GWO,RANDOM_KEY,500,10,49,2366.8620,14805.9220,4025152.6133,0.7523,0.3293,3
GWO,RANDOM_KEY,500,10,50,2314.9520,14630.6780,3934876.2133,0.7654,0.3065,2
GWO,RANDOM_KEY,500,10,51,2448.7160,15022.4290,4114414.3733,0.7677,0.3025,2
GWO,RANDOM_KEY,500,10,52,2560.9140,15301.1490,4263735.2467,0.7326,0.3651,2
GWO,RANDOM_KEY,500,10,53,2310.5760,14772.8800,3943671.3267,0.7679,0.3023,2
GWO,RANDOM_KEY,500,10,54,2632.8460,15277.6540,4375531.6600,0.7355,0.3596,2
GWO,RANDOM_KEY,500,10,55,2477.8173,15109.4150,4187679.0933,0.7429,0.3460,2
GWO,RANDOM_KEY,500,10,56,2453.3680,15388.1230,4171084.4533,0.7596,0.3165,2
GWO,RANDOM_KEY,500,10,57,2478.2360,14659.8670,4109544.6933,0.7475,0.3379,2
GWO,RANDOM_KEY,500,10,58,2369.4980,14684.6270,4014768.7267,0.7311,0.3679,2
GWO,RANDOM_KEY,500,10,59,2482.7500,15316.3780,4137922.9467,0.7302,0.3695,2
GWO,RANDOM_KEY,500,10,60,2515.2120,15515.0980,4212058.1733,0.7350,0.3606,3
GWO,RANDOM_KEY,500,10,61,2522.0900,14746.8530,4176619.0267,0.7464,0.3398,2
GWO,RANDOM_KEY,500,10,62,2441.3213,15011.6340,4117080.5867,0.7388,0.3535,3
GWO,RANDOM_KEY,500,10,63,2292.9867,14883.3630,3925839.5933,0.7553,0.3240,2
GWO,RANDOM_KEY,500,10,64,2760.7000,15377.9070,4378959.7667,0.6994,0.4297,2
GWO,RANDOM_KEY,500,10,65,2654.3480,15049.6540,4310029.4867,0.7614,0.3134,2
GWO,RANDOM_KEY,500,10,66,2489.7787,15594.4100,4238556.8000,0.7471,0.3386,2
GWO,RANDOM_KEY,500,10,67,2587.5960,14626.1700,4200209.6933,0.7244,0.3805,2
GWO,RANDOM_KEY,500,10,68,2479.7853,15384.8920,4205602.3267,0.7523,0.3293,2
GWO,RANDOM_KEY,500,10,69,2354.6000,15256.6300,4051168.0867,0.7716,0.2960,2
GWO,RANDOM_KEY,500,10,70,2540.9580,14921.3930,4209010.2867,0.7371,0.3566,2
GWO,RANDOM_KEY,500,10,71,2261.1760,14953.1440,3861054.8400,0.7393,0.3526,2
GWO,RANDOM_KEY,500,10,72,2665.6867,15511.8630,4367626.8933,0.7238,0.3816,1
CBO,RANDOM_KEY,500,10,43,2474.2380,14784.2890,4120218.8533,0.7663,0.3049,2
CBO,RANDOM_KEY,500,10,44,2382.7900,15263.0130,4070760.6933,0.7591,0.3174,2
CBO,RANDOM_KEY,500,10,45,2616.8000,15614.7690,4360788.7067,0.7628,0.3110,2
CBO,RANDOM_KEY,500,10,46,2462.5440,14959.5320,4136360.0200,0.7574,0.3202,2
CBO,RANDOM_KEY,500,10,47,2517.6860,14911.2740,4207365.1600,0.7413,0.3491,2
CBO,RANDOM_KEY,500,10,48,2752.7620,15214.1670,4476897.4533,0.7346,0.3613,2
CBO,RANDOM_KEY,500,10,49,2366.8620,14805.9220,4025152.6133,0.7523,0.3293,2
CBO,RANDOM_KEY,500,10,50,2314.9520,14630.6780,3934876.2133,0.7654,0.3065,4
CBO,RANDOM_KEY,500,10,51,2448.7160,15022.4290,4114414.3733,0.7677,0.3025,2
CBO,RANDOM_KEY,500,10,52,2560.9140,15301.1490,4263735.2467,0.7326,0.3651,3
CBO,RANDOM_KEY,500,10,53,2310.5760,14772.8800,3943671.3267,0.7679,0.3023,2
CBO,RANDOM_KEY,500,10,54,2632.8460,15277.6540,4375531.6600,0.7355,0.3596,2
CBO,RANDOM_KEY,500,10,55,2477.8173,15109.4150,4187679.0933,0.7429,0.3460,2
CBO,RANDOM_KEY,500,10,56,2453.3680,15388.1230,4171084.4533,0.7596,0.3165,2
CBO,RANDOM_KEY,500,10,57,2478.2360,14659.8670,4109544.6933,0.7475,0.3379,2
CBO,RANDOM_KEY,500,10,58,2369.4980,14684.6270,4014768.7267,0.7311,0.3679,2
CBO,RANDOM_KEY,500,10,59,2482.7500,15316.3780,4137922.9467,0.7302,0.3695,2
CBO,RANDOM_KEY,500,10,60,2515.2120,15515.0980,4212058.1733,0.7350,0.3606,3
CBO,RANDOM_KEY,500,10,61,2522.0900,14746.8530,4176619.0267,0.7464,0.3398,2
CBO,RANDOM_KEY,500,10,62,2441.3213,15011.6340,4117080.5867,0.7388,0.3535,3
CBO,RANDOM_KEY,500,10,63,2292.9867,14883.3630,3925839.5933,0.7553,0.3240,3
CBO,RANDOM_KEY,500,10,64,2760.7000,15377.9070,4378959.7667,0.6994,0.4297,3
CBO,RANDOM_KEY,500,10,65,2654.3480,15049.6540,4310029.4867,0.7614,0.3134,2
CBO,RANDOM_KEY,500,10,66,2489.7787,15594.4100,4238556.8000,0.7471,0.3386,2
CBO,RANDOM_KEY,500,10,67,2587.5960,14626.1700,4200209.6933,0.7244,0.3805,3
CBO,RANDOM_KEY,500,10,68,2479.7853,15384.8920,4205602.3267,0.7523,0.3293,2
CBO,RANDOM_KEY,500,10,69,2354.6000,15256.6300,4051168.0867,0.7716,0.2960,2
CBO,RANDOM_KEY,500,10,70,2540.9580,14921.3930,4209010.2867,0.7371,0.3566,2
CBO,RANDOM_KEY,500,10,71,2261.1760,14953.1440,3861054.8400,0.7393,0.3526,2
CBO,RANDOM_KEY,500,10,72,2665.6867,15511.8630,4367626.8933,0.7238,0.3816,2
LSCBO,GREEDY_REPAIR,500,10,43,2383.5460,14784.2890,4026789.1600,0.7672,0.3035,29
LSCBO,GREEDY_REPAIR,500,10,44,2383.6413,15263.0130,4080919.1867,0.7603,0.3152,27
LSCBO,GREEDY_REPAIR,500,10,45,2517.7520,15614.7690,4255137.5067,0.7688,0.3008,30
LSCBO,GREEDY_REPAIR,500,10,46,2268.2200,14959.5320,3860348.0533,0.7332,0.3639,31
LSCBO,GREEDY_REPAIR,500,10,47,2313.8420,14911.2740,3927181.3800,0.7492,0.3348,28
LSCBO,GREEDY_REPAIR,500,10,48,2274.5960,15214.1670,3955632.6933,0.7750,0.2903,29
LSCBO,GREEDY_REPAIR,500,10,49,2016.3680,14805.9220,3589402.5000,0.8044,0.2432,28
LSCBO,GREEDY_REPAIR,500,10,50,2143.7320,14630.6780,3757912.4200,0.7675,0.3030,30
LSCBO,GREEDY_REPAIR,500,10,51,2372.1280,15022.4290,4029904.9133,0.7658,0.3058,27
LSCBO,GREEDY_REPAIR,500,10,52,2337.3180,15301.1490,4015552.9333,0.7837,0.2760,27
LSCBO,GREEDY_REPAIR,500,10,53,2354.5660,14772.8800,3990494.5600,0.7648,0.3075,29
LSCBO,GREEDY_REPAIR,500,10,54,2564.5653,15277.6540,4249527.4133,0.7452,0.3420,28
LSCBO,GREEDY_REPAIR,500,10,55,2387.6227,15109.4150,4076639.3533,0.7640,0.3089,29
LSCBO,GREEDY_REPAIR,500,10,56,2370.4240,15388.1230,4094169.4467,0.7496,0.3340,28
LSCBO,GREEDY_REPAIR,500,10,57,2474.8320,14659.8670,4116485.6667,0.7596,0.3165,31
LSCBO,GREEDY_REPAIR,500,10,58,2172.3960,14684.6270,3782926.0333,0.7611,0.3139,29
LSCBO,GREEDY_REPAIR,500,10,59,2444.5860,15316.3780,4180007.8867,0.7370,0.3569,27
LSCBO,GREEDY_REPAIR,500,10,60,2448.9480,15515.0980,4167159.8533,0.7540,0.3263,28
LSCBO,GREEDY_REPAIR,500,10,61,2199.3980,14746.8530,3806512.1600,0.7757,0.2892,29
LSCBO,GREEDY_REPAIR,500,10,62,2441.4560,15011.6340,4143720.5467,0.7378,0.3554,29
LSCBO,GREEDY_REPAIR,500,10,63,2250.7253,14883.3630,3908977.8067,0.7609,0.3142,29
LSCBO,GREEDY_REPAIR,500,10,64,2386.8160,15377.9070,4094101.6867,0.7731,0.2934,29
LSCBO,GREEDY_REPAIR,500,10,65,2614.0453,15049.6540,4297124.9000,0.7329,0.3645,29
LSCBO,GREEDY_REPAIR,500,10,66,2506.6500,15594.4100,4211557.3867,0.7728,0.2940,26
LSCBO,GREEDY_REPAIR,500,10,67,2260.1360,14626.1700,3888063.4867,0.7690,0.3004,28
LSCBO,GREEDY_REPAIR,500,10,68,2403.3907,15384.8920,4111221.5867,0.7522,0.3294,29
LSCBO,GREEDY_REPAIR,500,10,69,2307.8900,15256.6300,3967908.2333,0.7972,0.2544,29
LSCBO,GREEDY_REPAIR,500,10,70,2292.0700,14921.3930,3933469.1733,0.7493,0.3346,29
LSCBO,GREEDY_REPAIR,500,10,71,2030.2720,14953.1440,3623803.1733,0.8189,0.2211,28
LSCBO,GREEDY_REPAIR,500,10,72,2592.0800,15511.8630,4327804.6733,0.7501,0.3332,29
GWO,GREEDY_REPAIR,500,10,43,2374.4180,14784.2890,4013744.1867,0.7729,0.2938,5
GWO,GREEDY_REPAIR,500,10,44,2285.5740,15263.0130,3967063.6267,0.7647,0.3077,4
GWO,GREEDY_REPAIR,500,10,45,2517.7520,15614.7690,4255137.5067,0.7688,0.3008,4
GWO,GREEDY_REPAIR,500,10,46,2369.9660,14959.5320,4037610.1533,0.7628,0.3110,4
GWO,GREEDY_REPAIR,500,10,47,2440.8160,14911.2740,4112148.1200,0.7553,0.3239,4
GWO,GREEDY_REPAIR,500,10,48,2653.0080,15214.1670,4370493.1867,0.7407,0.3501,4
GWO,GREEDY_REPAIR,500,10,49,2292.2760,14805.9220,3944461.2133,0.7675,0.3030,5
GWO,GREEDY_REPAIR,500,10,50,2248.3040,14630.6780,3861933.4133,0.7709,0.2971,4
GWO,GREEDY_REPAIR,500,10,51,2382.8933,15022.4290,4045300.5733,0.7726,0.2944,4
GWO,GREEDY_REPAIR,500,10,52,2353.5813,15301.1490,4060215.8867,0.7583,0.3188,5
GWO,GREEDY_REPAIR,500,10,53,2284.5020,14772.8800,3903012.8533,0.7740,0.2919,4
GWO,GREEDY_REPAIR,500,10,54,2565.5260,15277.6540,4242327.6733,0.7300,0.3698,4
GWO,GREEDY_REPAIR,500,10,55,2400.7260,15109.4150,4060283.5067,0.7773,0.2864,4
GWO,GREEDY_REPAIR,500,10,56,2391.0293,15388.1230,4102539.7867,0.7651,0.3070,4
GWO,GREEDY_REPAIR,500,10,57,2392.0920,14659.8670,4017325.2267,0.7535,0.3272,5
GWO,GREEDY_REPAIR,500,10,58,2316.4893,14684.6270,3948841.3467,0.7281,0.3735,3
GWO,GREEDY_REPAIR,500,10,59,2386.2100,15316.3780,4034946.9467,0.7355,0.3596,4
GWO,GREEDY_REPAIR,500,10,60,2511.5200,15515.0980,4201764.7067,0.7400,0.3513,4
GWO,GREEDY_REPAIR,500,10,61,2424.7660,14746.8530,4073455.5867,0.7524,0.3291,4
GWO,GREEDY_REPAIR,500,10,62,2455.1693,15011.6340,4117930.7333,0.7579,0.3194,5
GWO,GREEDY_REPAIR,500,10,63,2227.2480,14883.3630,3856813.9933,0.7599,0.3159,4
GWO,GREEDY_REPAIR,500,10,64,2692.8900,15377.9070,4307081.1667,0.7032,0.4221,4
GWO,GREEDY_REPAIR,500,10,65,2554.9040,15049.6540,4203955.8867,0.7693,0.2999,4
GWO,GREEDY_REPAIR,500,10,66,2478.2380,15594.4100,4223709.4667,0.7513,0.3310,4
GWO,GREEDY_REPAIR,500,10,67,2489.1260,14626.1700,4095175.0267,0.7306,0.3688,4
GWO,GREEDY_REPAIR,500,10,68,2376.5480,15384.8920,4071874.8200,0.7466,0.3393,5
GWO,GREEDY_REPAIR,500,10,69,2265.6200,15256.6300,3959708.9200,0.7729,0.2938,4
GWO,GREEDY_REPAIR,500,10,70,2446.2680,14921.3930,4108326.0600,0.7534,0.3273,4
GWO,GREEDY_REPAIR,500,10,71,2215.4467,14953.1440,3815891.4133,0.7552,0.3242,4
GWO,GREEDY_REPAIR,500,10,72,2592.0800,15511.8630,4327804.6733,0.7501,0.3332,5
CBO,GREEDY_REPAIR,500,10,43,2374.4180,14784.2890,4013744.1867,0.7729,0.2938,6
CBO,GREEDY_REPAIR,500,10,44,2285.5740,15263.0130,3967063.6267,0.7647,0.3077,5
CBO,GREEDY_REPAIR,500,10,45,2517.7520,15614.7690,4255137.5067,0.7688,0.3008,4
CBO,GREEDY_REPAIR,500,10,46,2369.9660,14959.5320,4037610.1533,0.7628,0.3110,4
CBO,GREEDY_REPAIR,500,10,47,2440.8160,14911.2740,4112148.1200,0.7553,0.3239,5
CBO,GREEDY_REPAIR,500,10,48,2653.0080,15214.1670,4370493.1867,0.7407,0.3501,4
CBO,GREEDY_REPAIR,500,10,49,2292.2760,14805.9220,3944461.2133,0.7675,0.3030,4
CBO,GREEDY_REPAIR,500,10,50,2248.3040,14630.6780,3861933.4133,0.7709,0.2971,4
CBO,GREEDY_REPAIR,500,10,51,2382.8933,15022.4290,4045300.5733,0.7726,0.2944,4
CBO,GREEDY_REPAIR,500,10,52,2353.5813,15301.1490,4060215.8867,0.7583,0.3188,5
CBO,GREEDY_REPAIR,500,10,53,2284.5020,14772.8800,3903012.8533,0.7740,0.2919,4
CBO,GREEDY_REPAIR,500,10,54,2565.5260,15277.6540,4242327.6733,0.7300,0.3698,4
CBO,GREEDY_REPAIR,500,10,55,2400.7260,15109.4150,4060283.5067,0.7773,0.2864,5
CBO,GREEDY_REPAIR,500,10,56,2391.0293,15388.1230,4102539.7867,0.7651,0.3070,4
CBO,GREEDY_REPAIR,500,10,57,2392.0920,14659.8670,4017325.2267,0.7535,0.3272,4
CBO,GREEDY_REPAIR,500,10,58,2316.4893,14684.6270,3948841.3467,0.7281,0.3735,4
CBO,GREEDY_REPAIR,500,10,59,2386.2100,15316.3780,4034946.9467,0.7355,0.3596,5
CBO,GREEDY_REPAIR,500,10,60,2511.5200,15515.0980,4201764.7067,0.7400,0.3513,4
CBO,GREEDY_REPAIR,500,10,61,2424.7660,14746.8530,4073455.5867,0.7524,0.3291,4
CBO,GREEDY_REPAIR,500,10,62,2455.1693,15011.6340,4117930.7333,0.7579,0.3194,4
CBO,GREEDY_REPAIR,500,10,63,2227.2480,14883.3630,3856813.9933,0.7599,0.3159,4
CBO,GREEDY_REPAIR,500,10,64,2692.8900,15377.9070,4307081.1667,0.7032,0.4221,4
CBO,GREEDY_REPAIR,500,10,65,2554.9040,15049.6540,4203955.8867,0.7693,0.2999,4
CBO,GREEDY_REPAIR,500,10,66,2478.2380,15594.4100,4223709.4667,0.7513,0.3310,5
CBO,GREEDY_REPAIR,500,10,67,2489.1260,14626.1700,4095175.0267,0.7306,0.3688,4
CBO,GREEDY_REPAIR,500,10,68,2376.5480,15384.8920,4071874.8200,0.7466,0.3393,7
CBO,GREEDY_REPAIR,500,10,69,2265.6200,15256.6300,3959708.9200,0.7729,0.2938,4
CBO,GREEDY_REPAIR,500,10,70,2446.2680,14921.3930,4108326.0600,0.7534,0.3273,4
CBO,GREEDY_REPAIR,500,10,71,2215.4467,14953.1440,3815891.4133,0.7552,0.3242,5
