mode,experiment,algorithm,variant,weightProfile,vmProfile,perturbation,taskCount,vmCount,seed,populationSize,maxIterations,initialEvaluations,iterationEvaluations,localSearchEvaluations,totalEvaluations,normMakespan,normEnergy,normCost,normImbalance,makespan,energy,cost,imbalance,objective,cloudsimFinishedCloudlets,cloudsimMakespan,runtimeMs
formalfull,E4_main,LSCBO,LSCBO,W0_equal,default_4_to_1,LEVY,200,50,49,20,20,20,400,20,440,35.49674185,121.99162354,247.08471542,1.02624792,44.76537217,142.08401086,248.49364892,1.27346453,1.16810276,-1,-1.00000000,131
formalfull,E4_main,CBO,CBO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,69.02190923,197.89185389,257.98575238,1.77209759,1.58438134,-1,-1.00000000,155
formalfull,E4_main,GTO,GTO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,68.97974217,196.35967643,255.38595942,1.81959689,1.58988507,-1,-1.00000000,74
formalfull,E4_main,WOA,WOA,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,74.02864583,207.41678652,256.35536885,1.93300829,1.67671209,-1,-1.00000000,101
formalfull,E4_main,HHO,HHO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,73.38551859,207.67760393,259.23656735,1.86023494,1.65790429,-1,-1.00000000,107
formalfull,E4_main,GWO,GWO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,72.66960908,206.12534215,259.12715682,1.84413332,1.64564798,-1,-1.00000000,108
formalfull,E4_main,DBO,DBO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,74.82785603,210.95575575,259.72847526,1.88738275,1.68189159,-1,-1.00000000,82
formalfull,E4_main,PSO,PSO,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,69.69861286,199.16796256,257.74510938,1.79390493,1.59683136,-1,-1.00000000,95
formalfull,E4_main,AOA,AOA,W0_equal,default_4_to_1,NONE,200,50,49,20,20,20,400,0,420,35.49674185,121.99162354,247.08471542,1.02624792,67.83768116,194.85104286,256.95314780,1.76036116,1.56590549,-1,-1.00000000,97
formalfull,E4_main,LSCBO,LSCBO,W0_equal,default_4_to_1,LEVY,500,50,49,20,20,20,400,20,440,82.75523889,286.85625997,587.88654710,1.00426668,123.26355612,378.34974432,600.66862933,1.40846105,1.30816686,-1,-1.00000000,345
formalfull,E4_main,CBO,CBO,W0_equal,default_4_to_1,NONE,500,50,49,20,20,20,400,0,420,82.75523889,286.85625997,587.88654710,1.00426668,164.99217221,473.89853312,616.17413882,1.76050455,1.61173027,-1,-1.00000000,300
formalfull,E4_main,GTO,GTO,W0_equal,default_4_to_1,NONE,500,50,49,20,20,20,400,0,420,82.75523889,286.85625997,587.88654710,1.00426668,166.72015656,476.29408939,614.00619881,1.79555677,1.62684211,-1,-1.00000000,198
formalfull,E4_main,WOA,WOA,W0_equal,default_4_to_1,NONE,500,50,49,20,20,20,400,0,420,82.75523889,286.85625997,587.88654710,1.00426668,169.80847145,482.05143300,612.78823645,1.83846385,1.65135265,-1,-1.00000000,298
formalfull,E4_main,HHO,HHO,W0_equal,default_4_to_1,NONE,500,50,49,20,20,20,400,0,420,82.75523889,286.85625997,587.88654710,1.00426668,165.52127660,473.27384696,613.06556229,1.78989803,1.61877947,-1,-1.00000000,231
