group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N100,2,74.35138622,51.17674280,124.97688214,0.00600884,1.00000000
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N50,2,35.55156169,24.16011063,59.15196982,0.01296698,1.00000000
smoke|E4_main|GREEDY_LPT|GREEDY_LPT|W0_equal|default_4_to_1|NONE|N100,2,74.35138622,51.17674280,124.97688214,0.00600884,1.00000000
smoke|E4_main|GREEDY_LPT|GREEDY_LPT|W0_equal|default_4_to_1|NONE|N50,2,35.55156169,24.16011063,59.15196982,0.01296698,1.00000000
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N100,2,74.31284755,51.14693182,124.94568440,0.00545873,0.97703235
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N50,2,35.54866901,24.15197360,59.14382273,0.01220483,0.97658177
