Algorithm,TaskCount,Run,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree
AOA,300,28,70,55.308000,0.008139,0.104067,0.418297,3.127328
GWO,300,28,70,38.378000,0.008025,0.095762,0.595251,2.099807
AOA,300,29,71,446.570667,0.006981,0.083782,-1.638238,12.236504
GWO,300,29,71,76.972000,0.008357,0.104577,0.202504,3.951881
AOA,300,30,72,308.291333,0.007486,0.083615,-1.685287,13.390201
GWO,300,30,72,86.992667,0.008260,0.104729,0.191956,4.449655
AOA,500,1,43,716.232667,0.013035,0.125239,-2.371063,17.738306
GWO,500,1,43,155.435333,0.015354,0.180999,0.091442,4.770594
AOA,500,2,44,403.619333,0.016076,0.122538,-1.628708,15.147518
GWO,500,2,44,176.575333,0.015873,0.143767,-0.015335,6.845701
AOA,500,3,45,429.536667,0.016013,0.117691,-1.843996,15.931081
GWO,500,3,45,188.872667,0.015535,0.136488,-0.099535,7.732045
AOA,500,4,46,496.115333,0.013258,0.129218,-1.790080,15.854027
GWO,500,4,46,176.232667,0.014404,0.142788,-0.070716,6.957381
AOA,500,5,47,695.154000,0.013882,0.127737,-2.639706,21.804779
GWO,500,5,47,186.338000,0.014508,0.170675,0.056797,6.204049
AOA,500,6,48,288.092000,0.014774,0.199451,-0.371031,8.672254
GWO,500,6,48,62.898000,0.014971,0.181394,0.554264,1.883880
AOA,500,7,49,79.626000,0.014494,0.170224,0.414657,2.492640
GWO,500,7,49,73.006000,0.014221,0.160087,0.517273,2.596354
AOA,500,8,50,514.426667,0.014934,0.122243,-2.283375,19.778116
GWO,500,8,50,153.518000,0.014837,0.154710,0.036004,5.624947
AOA,500,9,51,75.278000,0.014637,0.180547,0.492757,2.209590
GWO,500,9,51,66.194000,0.014475,0.174454,0.572263,2.115060
AOA,500,10,52,617.050000,0.012406,0.145802,-1.773427,15.557557
GWO,500,10,52,163.738000,0.013694,0.185854,0.195780,4.838200
AOA,500,11,53,650.182000,0.012605,0.145900,-2.072998,17.372455
GWO,500,11,53,141.091333,0.014283,0.175689,0.242438,4.313940
AOA,500,12,54,81.562000,0.013539,0.187630,0.423084,2.312461
GWO,500,12,54,66.638000,0.013405,0.175597,0.532563,2.147492
AOA,500,13,55,652.116667,0.012242,0.139983,-2.239908,18.731382
GWO,500,13,55,118.794000,0.013125,0.170346,0.214426,3.945485
AOA,500,14,56,601.068667,0.011957,0.131385,-2.170763,18.341414
GWO,500,14,56,175.827333,0.012474,0.169909,0.049501,5.749835
AOA,500,15,57,615.842000,0.012554,0.126185,-2.151413,17.941488
GWO,500,15,57,123.480667,0.014787,0.144412,0.198787,4.588260
AOA,500,16,58,668.650000,0.011731,0.145412,-1.882384,14.759121
GWO,500,16,58,176.139333,0.013276,0.178679,0.056635,5.399748
AOA,500,17,59,495.552667,0.012534,0.141013,-1.865515,16.617433
GWO,500,17,59,126.667333,0.014172,0.170110,0.234831,4.183531
AOA,500,18,60,545.258667,0.014364,0.124538,-2.107234,17.540268
GWO,500,18,60,136.928667,0.014762,0.154997,0.181490,4.788033
AOA,500,19,61,620.574000,0.013260,0.126465,-1.961206,16.239366
GWO,500,19,61,147.095333,0.013815,0.172212,0.099370,4.697295
AOA,500,20,62,441.942667,0.013559,0.122116,-1.982708,16.290500
GWO,500,20,62,135.642000,0.014916,0.133989,0.158438,5.563035
AOA,500,21,63,594.200667,0.014300,0.129084,-2.058460,17.967361
GWO,500,21,63,119.792667,0.013955,0.170628,0.293581,4.011884
AOA,500,22,64,64.190000,0.014076,0.167195,0.469618,2.123584
GWO,500,22,64,79.600000,0.014775,0.159648,0.472653,2.644921
AOA,500,23,65,98.546000,0.013935,0.192467,0.362269,2.882352
GWO,500,23,65,81.466000,0.014127,0.186747,0.462928,2.297489
AOA,500,24,66,599.887333,0.014118,0.132966,-2.215400,19.706839
GWO,500,24,66,149.794000,0.015414,0.176577,0.137314,4.770795
AOA,500,25,67,83.640000,0.013785,0.163753,0.479348,2.745001
GWO,500,25,67,68.434000,0.013558,0.162576,0.479596,2.259716
AOA,500,26,68,639.135333,0.012177,0.136710,-2.009666,16.681170
GWO,500,26,68,141.611333,0.013629,0.167065,0.241092,4.679613
AOA,500,27,69,132.452000,0.013335,0.155741,0.188296,4.690491
GWO,500,27,69,102.214000,0.013490,0.164029,0.449323,3.555640
AOA,500,28,70,77.270000,0.013448,0.174171,0.469808,2.458972
GWO,500,28,70,55.082000,0.013155,0.166736,0.582161,1.729461
AOA,500,29,71,803.330000,0.011485,0.132634,-2.317739,16.660015
GWO,500,29,71,171.686000,0.013680,0.172241,0.143568,5.479240
AOA,500,30,72,482.238667,0.012492,0.143265,-1.610129,13.114311
GWO,500,30,72,211.039333,0.013750,0.175420,-0.122904,6.932199
AOA,800,1,43,1127.022667,0.020816,0.206472,-2.465698,19.440598
GWO,800,1,43,242.555333,0.024184,0.291847,0.118272,4.644325
AOA,800,2,44,643.344667,0.025626,0.196872,-1.912385,18.381547
GWO,800,2,44,309.379333,0.025000,0.234211,-0.089198,7.500340
AOA,800,3,45,590.768667,0.025519,0.189682,-1.760896,16.522403
GWO,800,3,45,266.128667,0.024833,0.222586,0.016447,6.653725
AOA,800,4,46,872.275333,0.021282,0.208678,-2.109156,19.233159
GWO,800,4,46,179.688667,0.022148,0.240531,0.273508,4.182427
AOA,800,5,47,1111.015333,0.021839,0.203801,-2.775238,23.188144
GWO,800,5,47,306.160667,0.023020,0.276261,-0.012781,6.291294
AOA,800,6,48,150.942000,0.024233,0.326312,0.422337,2.609876
GWO,800,6,48,122.592000,0.024166,0.318948,0.488139,1.991762
AOA,800,7,49,112.624000,0.022562,0.280307,0.485282,2.053174
GWO,800,7,49,114.442000,0.022658,0.272967,0.529322,2.102127
AOA,800,8,50,844.031333,0.024103,0.194874,-2.423192,21.388446
GWO,800,8,50,222.212000,0.024035,0.250332,0.183974,4.929448
AOA,800,9,51,139.330000,0.023051,0.292142,0.417247,2.567906
GWO,800,9,51,125.758000,0.022730,0.292500,0.445625,2.357663
AOA,800,10,52,1083.249333,0.019062,0.231302,-2.083432,17.745820
GWO,800,10,52,297.575333,0.021720,0.284900,0.110038,5.693614
AOA,800,11,53,1266.541333,0.019559,0.219851,-2.575386,19.876425
GWO,800,11,53,269.764667,0.022608,0.278915,0.148066,5.385403
AOA,800,12,54,115.986000,0.021934,0.303571,0.473472,1.993230
GWO,800,12,54,95.350000,0.021445,0.292468,0.582199,1.642907
AOA,800,13,55,1185.479333,0.019081,0.222318,-2.633242,20.919905
GWO,800,13,55,219.807333,0.021151,0.270325,0.184189,4.406537
AOA,800,14,56,951.342667,0.019308,0.220940,-2.349737,21.233999
GWO,800,14,56,237.766667,0.020277,0.281973,0.134619,4.587583
AOA,800,15,57,977.707333,0.019789,0.203284,-2.553740,22.037539
GWO,800,15,57,197.307333,0.022714,0.236933,0.122294,4.563661
AOA,800,16,58,1155.216667,0.018907,0.232188,-2.648891,21.720375
GWO,800,16,58,219.716667,0.021706,0.300292,0.184579,4.050201
AOA,800,17,59,1151.384667,0.020052,0.217120,-2.988630,26.255072
GWO,800,17,59,268.458000,0.022625,0.265409,0.073183,5.491374
AOA,800,18,60,993.852000,0.022563,0.201456,-2.632161,23.193250
GWO,800,18,60,247.006000,0.023739,0.259672,0.051013,5.213516
AOA,800,19,61,776.963333,0.021961,0.208384,-1.935152,19.236617
GWO,800,19,61,281.098000,0.021871,0.273679,0.132642,5.591440
AOA,800,20,62,708.160667,0.021735,0.202997,-2.044366,18.059123
GWO,800,20,62,150.415333,0.024389,0.220959,0.343428,3.682127
AOA,800,21,63,789.728667,0.023280,0.207465,-1.974381,19.192975
GWO,800,21,63,215.899333,0.021737,0.271363,0.210026,4.487769
AOA,800,22,64,110.158000,0.023028,0.271636,0.467927,2.086185
GWO,800,22,64,112.554000,0.023342,0.267151,0.469737,2.203916
AOA,800,23,65,142.914000,0.022245,0.315689,0.402989,2.488730
GWO,800,23,65,116.806000,0.022116,0.308781,0.505615,1.911643
AOA,800,24,66,741.090667,0.023540,0.213835,-1.871056,17.475229
GWO,800,24,66,262.020667,0.023040,0.275439,0.231228,5.306550
AOA,800,25,67,112.318000,0.022048,0.262244,0.491464,2.252192
GWO,800,25,67,126.706000,0.021826,0.257771,0.503609,2.588081
AOA,800,26,68,460.134000,0.019539,0.272686,-0.923583,9.662675
GWO,800,26,68,241.014000,0.022528,0.274872,0.170837,4.774735
AOA,800,27,69,311.972000,0.020767,0.254246,-0.250983,7.036479
GWO,800,27,69,100.986000,0.021939,0.266246,0.537075,1.958664
AOA,800,28,70,112.622000,0.021190,0.279155,0.509333,2.066226
GWO,800,28,70,85.770000,0.020974,0.271914,0.592967,1.694775
AOA,800,29,71,1233.939333,0.018409,0.220917,-2.689021,21.811195
GWO,800,29,71,200.499333,0.022745,0.285972,0.334165,3.732841
AOA,800,30,72,1083.774000,0.019583,0.220643,-2.521552,22.011209
GWO,800,30,72,234.771333,0.022049,0.288554,0.194055,4.387838
AOA,1000,1,43,1341.555333,0.025322,0.267689,-2.688287,23.034355
GWO,1000,1,43,268.410667,0.031067,0.360680,0.195200,4.098662
AOA,1000,2,44,853.744667,0.032095,0.243914,-2.074731,18.943674
GWO,1000,2,44,285.411333,0.031525,0.302694,0.113340,5.272833
AOA,1000,3,45,971.200667,0.030222,0.240177,-2.428284,23.222657
GWO,1000,3,45,307.368000,0.030624,0.281755,0.083943,5.935055
AOA,1000,4,46,1108.932667,0.026137,0.258671,-2.353828,21.697490
GWO,1000,4,46,343.137333,0.027340,0.295571,-0.057319,6.450609
AOA,1000,5,47,1246.339333,0.028493,0.261411,-2.533091,22.464451
GWO,1000,5,47,284.442000,0.029460,0.345754,0.149020,4.523969
AOA,1000,6,48,190.074000,0.030145,0.402635,0.413420,2.594891
GWO,1000,6,48,145.666000,0.030921,0.398234,0.471912,1.839129
AOA,1000,7,49,155.274000,0.028135,0.347753,0.464720,2.371072
GWO,1000,7,49,162.462000,0.028331,0.335825,0.509153,2.598832
AOA,1000,8,50,964.778000,0.030101,0.249559,-2.146282,20.007759
GWO,1000,8,50,319.364667,0.029717,0.311241,0.056711,5.794085
AOA,1000,9,51,166.070000,0.028583,0.367718,0.458732,2.390018
GWO,1000,9,51,155.754000,0.028369,0.364851,0.475634,2.191195
AOA,1000,10,52,1426.954667,0.024024,0.288129,-2.582977,22.827558
GWO,1000,10,52,316.274000,0.027502,0.375030,0.222170,4.652665
AOA,1000,11,53,1273.204000,0.024505,0.285056,-2.605603,23.637515
GWO,1000,11,53,325.039333,0.027544,0.361081,0.143368,4.908579
AOA,1000,12,54,154.614000,0.026581,0.385775,0.468451,2.159215
GWO,1000,12,54,152.446000,0.027056,0.381404,0.449382,2.049484
AOA,1000,13,55,1312.007333,0.023814,0.280974,-2.556585,23.084983
GWO,1000,13,55,276.028667,0.027217,0.336276,0.292887,4.405321
AOA,1000,14,56,1183.250000,0.024175,0.276032,-2.360181,20.696918
GWO,1000,14,56,309.908667,0.024844,0.353851,0.165806,4.842189
AOA,1000,15,57,924.154000,0.025631,0.265355,-1.905752,18.425941
GWO,1000,15,57,264.616667,0.029145,0.301046,0.068837,4.779140
AOA,1000,16,58,1561.382000,0.023869,0.287813,-2.662304,21.213342
GWO,1000,16,58,317.458000,0.026613,0.373093,0.220088,4.520010
AOA,1000,17,59,1476.236667,0.023905,0.268661,-3.095196,26.562276
GWO,1000,17,59,264.475333,0.027702,0.328984,0.178416,4.323310
AOA,1000,18,60,1283.140667,0.028229,0.250699,-2.962399,27.021099
GWO,1000,18,60,280.476667,0.029073,0.323432,0.173850,4.735370
AOA,1000,19,61,1233.794667,0.027026,0.255137,-2.620302,23.287256
GWO,1000,19,61,332.708667,0.027430,0.356352,0.141888,5.168710
AOA,1000,20,62,936.390667,0.026959,0.247767,-2.288989,19.584829
GWO,1000,20,62,301.871333,0.029302,0.280113,0.097919,5.986649
AOA,1000,21,63,1250.340667,0.027223,0.253807,-2.685206,24.302402
GWO,1000,21,63,297.639333,0.027749,0.337376,0.151575,4.778989
AOA,1000,22,64,148.050000,0.029281,0.343561,0.403185,2.236297
GWO,1000,22,64,131.430000,0.029087,0.328520,0.517597,2.129109
AOA,1000,23,65,213.662000,0.027953,0.396980,0.430846,3.025417
GWO,1000,23,65,173.682000,0.028487,0.398300,0.443082,2.324314
AOA,1000,24,66,1176.247333,0.028281,0.255158,-2.638374,23.852451
GWO,1000,24,66,269.807333,0.029685,0.350915,0.257590,4.162371
AOA,1000,25,67,134.742000,0.026977,0.332077,0.499678,2.129462
GWO,1000,25,67,117.276000,0.026608,0.328696,0.550759,1.835468
AOA,1000,26,68,893.399333,0.023943,0.293011,-1.426369,13.282192
GWO,1000,26,68,126.634000,0.028321,0.352653,0.503568,1.833572
AOA,1000,27,69,185.646000,0.026801,0.332379,0.401107,3.042173
GWO,1000,27,69,117.226000,0.027772,0.326881,0.584351,1.870465
AOA,1000,28,70,154.994000,0.026245,0.348631,0.484051,2.436741
GWO,1000,28,70,113.354000,0.025908,0.333664,0.592023,1.850999
AOA,1000,29,71,1452.354000,0.023286,0.281510,-2.608415,22.520839
GWO,1000,29,71,202.206000,0.028640,0.369022,0.397948,2.836601
AOA,1000,30,72,1288.103333,0.024845,0.278234,-2.621238,22.913205
GWO,1000,30,72,237.618667,0.026968,0.366770,0.311712,3.595372
