Algorithm,TaskCount,Run,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree
GWO,100,11,53,16.422000,0.003058,0.035834,0.435048,2.061487
LSCBO,100,12,54,18.988000,0.002505,0.036345,0.213092,2.620802
CBO,100,12,54,17.592000,0.002583,0.032807,0.388841,2.705757
PSO,100,12,54,14.930000,0.002658,0.033698,0.406404,2.244191
AOA,100,12,54,23.110000,0.002616,0.035761,0.365168,3.172700
GWO,100,12,54,21.696000,0.002611,0.033825,0.367686,3.348159
LSCBO,100,13,55,19.608000,0.002856,0.037226,0.255844,2.858061
CBO,100,13,55,20.558000,0.003086,0.034246,0.334551,3.099699
PSO,100,13,55,17.562000,0.002669,0.036663,0.432889,2.495657
AOA,100,13,55,13.975333,0.002952,0.032567,0.427673,2.071572
GWO,100,13,55,14.258000,0.002897,0.035317,0.421121,2.185073
LSCBO,100,14,56,22.902667,0.002430,0.037765,0.160067,3.022520
CBO,100,14,56,19.262000,0.002349,0.037003,0.376892,2.578779
PSO,100,14,56,15.298000,0.002303,0.037376,0.480028,1.857541
AOA,100,14,56,20.278000,0.002532,0.033864,0.307814,2.756540
GWO,100,14,56,15.318000,0.002485,0.034066,0.492939,2.085872
LSCBO,100,15,57,16.756000,0.003167,0.032598,0.272696,2.673326
CBO,100,15,57,17.766000,0.003447,0.029526,0.392200,2.999910
PSO,100,15,57,12.078000,0.003114,0.029960,0.478371,1.869921
AOA,100,15,57,15.338000,0.003157,0.030298,0.377455,2.517703
GWO,100,15,57,13.581333,0.003349,0.028124,0.455364,2.322166
LSCBO,100,16,58,23.956000,0.003074,0.046214,0.154625,2.683388
CBO,100,16,58,15.752000,0.002757,0.035830,0.469151,2.014928
PSO,100,16,58,20.002000,0.002992,0.037765,0.489705,2.709021
AOA,100,16,58,20.470000,0.002730,0.040502,0.421396,2.630639
GWO,100,16,58,18.458000,0.002992,0.038801,0.389542,2.450153
LSCBO,100,17,59,17.348000,0.003011,0.037495,0.271909,2.289380
CBO,100,17,59,15.600000,0.003158,0.034205,0.408740,2.317969
PSO,100,17,59,15.824000,0.003138,0.034079,0.501357,2.114312
AOA,100,17,59,17.174000,0.003184,0.036442,0.386760,2.268493
GWO,100,17,59,16.498000,0.003149,0.032533,0.490962,2.552231
LSCBO,100,18,60,18.926000,0.002816,0.035259,0.250858,2.725612
CBO,100,18,60,12.707333,0.002930,0.030245,0.443537,2.028167
PSO,100,18,60,19.450000,0.002890,0.034094,0.358400,3.133639
AOA,100,18,60,14.836000,0.002960,0.033864,0.373672,2.444587
GWO,100,18,60,13.310000,0.002779,0.032318,0.512342,2.051369
LSCBO,100,19,61,14.882000,0.002221,0.034375,0.376528,2.092916
CBO,100,19,61,22.872000,0.002537,0.036624,0.367850,3.209534
PSO,100,19,61,15.062000,0.002529,0.033105,0.494415,2.216244
AOA,100,19,61,23.718000,0.002595,0.031790,0.246666,3.622093
GWO,100,19,61,15.258000,0.002546,0.036254,0.361498,2.151462
LSCBO,100,20,62,16.582000,0.002750,0.028371,0.249329,2.813018
CBO,100,20,62,12.938000,0.002892,0.025921,0.360716,2.503360
PSO,100,20,62,12.852000,0.003094,0.026627,0.409225,2.525810
AOA,100,20,62,14.872000,0.003023,0.027283,0.357953,2.937627
GWO,100,20,62,14.762000,0.002988,0.025882,0.482797,2.847205
LSCBO,100,21,63,17.160000,0.002468,0.036699,0.328985,2.447728
CBO,100,21,63,17.804000,0.002705,0.036204,0.339959,2.513313
PSO,100,21,63,14.488000,0.002565,0.036388,0.460853,1.926563
AOA,100,21,63,20.910000,0.002806,0.032927,0.398343,3.057238
GWO,100,21,63,17.154000,0.002793,0.034521,0.395619,2.652706
LSCBO,100,22,64,16.882000,0.002551,0.029630,0.275594,2.691394
CBO,100,22,64,16.770000,0.002892,0.031198,0.302818,2.786578
PSO,100,22,64,12.592000,0.002896,0.031098,0.437502,2.091309
AOA,100,22,64,18.230000,0.002650,0.032965,0.346959,2.762568
GWO,100,22,64,12.908000,0.002718,0.030671,0.492131,1.960218
LSCBO,100,23,65,22.814000,0.002951,0.041743,0.193540,2.858708
CBO,100,23,65,20.334000,0.002954,0.036927,0.395859,2.747020
PSO,100,23,65,18.300667,0.002699,0.039241,0.420995,2.430659
AOA,100,23,65,22.610000,0.002848,0.037992,0.361868,3.093612
GWO,100,23,65,22.110000,0.002820,0.038990,0.275334,3.125885
LSCBO,100,24,66,16.738000,0.003084,0.035210,0.392239,2.360937
CBO,100,24,66,18.124000,0.003144,0.037226,0.387413,2.460341
PSO,100,24,66,17.746000,0.003219,0.038540,0.377760,2.409421
AOA,100,24,66,20.667333,0.003145,0.034555,0.454623,2.813027
GWO,100,24,66,15.744000,0.003083,0.036796,0.514709,2.014635
LSCBO,100,25,67,23.790000,0.002403,0.033617,0.126378,3.628793
CBO,100,25,67,16.894000,0.002790,0.030347,0.422137,2.788740
PSO,100,25,67,15.106000,0.002829,0.030713,0.401897,2.552328
AOA,100,25,67,12.954000,0.002811,0.030733,0.410408,2.156851
GWO,100,25,67,15.570000,0.002790,0.029797,0.427860,2.538385
LSCBO,100,26,68,21.558000,0.002773,0.035201,0.233677,3.146051
CBO,100,26,68,16.424000,0.002918,0.037715,0.404459,2.244276
PSO,100,26,68,18.490000,0.002842,0.037222,0.327917,2.788660
AOA,100,26,68,19.088000,0.002896,0.034324,0.248988,2.857106
GWO,100,26,68,14.693333,0.002781,0.035547,0.429915,2.048002
LSCBO,100,27,69,15.268000,0.002697,0.031999,0.271998,2.381130
CBO,100,27,69,16.572000,0.002778,0.028960,0.417725,2.713178
PSO,100,27,69,14.090000,0.002836,0.029996,0.439898,2.171612
AOA,100,27,69,16.974000,0.002727,0.031241,0.362282,2.753220
GWO,100,27,69,15.668000,0.002668,0.032502,0.386047,2.507845
LSCBO,100,28,70,20.670000,0.002547,0.038074,0.298481,2.702829
CBO,100,28,70,16.076000,0.002770,0.033495,0.378232,2.362230
PSO,100,28,70,13.251333,0.002697,0.031914,0.543084,1.719530
AOA,100,28,70,17.526000,0.002643,0.035726,0.331884,2.591210
GWO,100,28,70,12.510000,0.002895,0.031521,0.531747,1.795632
LSCBO,100,29,71,23.238000,0.003192,0.041708,0.230838,2.849226
CBO,100,29,71,17.830000,0.003203,0.040268,0.343111,2.389793
PSO,100,29,71,23.182000,0.003068,0.035951,0.343161,3.143782
AOA,100,29,71,21.814000,0.002966,0.036646,0.341110,2.931346
GWO,100,29,71,18.818000,0.003042,0.038650,0.384575,2.363302
LSCBO,100,30,72,19.536000,0.002717,0.038968,0.266187,2.685963
CBO,100,30,72,18.684000,0.002800,0.037946,0.440040,2.476886
PSO,100,30,72,15.298000,0.002670,0.033358,0.453276,2.185093
AOA,100,30,72,22.248667,0.002880,0.035748,0.299132,2.989325
GWO,100,30,72,17.178000,0.002803,0.034893,0.454016,2.477110
LSCBO,300,1,43,44.354000,0.009832,0.117637,0.463991,2.056552
CBO,300,1,43,52.338667,0.009444,0.110534,0.349278,2.643576
PSO,300,1,43,55.214000,0.009721,0.116661,0.375598,2.745288
AOA,300,1,43,54.080667,0.009801,0.113451,0.334025,2.547259
GWO,300,1,43,42.694000,0.009660,0.114231,0.480495,2.102221
LSCBO,300,2,44,37.187333,0.009058,0.096391,0.395594,2.101006
CBO,300,2,44,51.637333,0.009181,0.092788,0.370079,3.015530
PSO,300,2,44,37.065000,0.009407,0.089861,0.447853,2.224315
AOA,300,2,44,53.118000,0.009555,0.091476,0.264327,3.091617
GWO,300,2,44,33.832667,0.009130,0.090394,0.553491,1.947981
LSCBO,300,3,45,36.116000,0.009104,0.090888,0.433705,2.218091
CBO,300,3,45,41.594000,0.009458,0.088974,0.466009,2.742229
PSO,300,3,45,42.290000,0.009710,0.086654,0.372402,2.747999
AOA,300,3,45,31.338000,0.009263,0.087674,0.522271,1.844429
GWO,300,3,45,41.822000,0.009437,0.088950,0.485775,2.604796
LSCBO,300,4,46,36.712000,0.008111,0.093712,0.425654,2.110158
CBO,300,4,46,36.298000,0.008075,0.092775,0.482110,2.075206
PSO,300,4,46,41.862000,0.008232,0.091481,0.452019,2.594751
AOA,300,4,46,34.758000,0.008147,0.090027,0.510403,2.064936
GWO,300,4,46,36.778000,0.008290,0.088332,0.499016,2.433084
LSCBO,300,5,47,42.856000,0.008828,0.108948,0.435742,2.069696
CBO,300,5,47,54.450000,0.008918,0.114378,0.396210,2.638394
PSO,300,5,47,43.386000,0.008689,0.108225,0.491192,2.223214
AOA,300,5,47,62.435333,0.008951,0.105378,0.354902,3.119856
GWO,300,5,47,37.515333,0.008852,0.111246,0.497761,1.863010
LSCBO,300,6,48,54.850000,0.009534,0.130075,0.277256,2.365583
CBO,300,6,48,61.994000,0.009298,0.125862,0.361128,2.827232
PSO,300,6,48,57.374000,0.009122,0.121046,0.382705,2.730520
AOA,300,6,48,61.994000,0.009298,0.125862,0.361128,2.827232
GWO,300,6,48,61.994000,0.009298,0.125862,0.361128,2.827232
LSCBO,300,7,49,49.830000,0.007920,0.106119,0.277451,2.810130
CBO,300,7,49,32.834000,0.008233,0.095329,0.553869,1.787402
PSO,300,7,49,38.572000,0.008533,0.096593,0.484462,2.176072
AOA,300,7,49,50.922000,0.008503,0.102118,0.434023,2.805492
GWO,300,7,49,43.498000,0.008453,0.100480,0.515450,2.365831
LSCBO,300,8,50,42.192000,0.008380,0.100084,0.396899,2.414011
CBO,300,8,50,41.322000,0.008267,0.101155,0.404042,2.326436
PSO,300,8,50,41.018000,0.008284,0.100282,0.420804,2.262804
AOA,300,8,50,52.410000,0.008990,0.095195,0.360053,3.174061
GWO,300,8,50,39.814000,0.008812,0.097413,0.414820,2.337880
LSCBO,300,9,51,58.358000,0.008801,0.116996,0.285013,2.936856
CBO,300,9,51,37.338000,0.008561,0.105356,0.536810,1.840119
PSO,300,9,51,43.018000,0.008761,0.104939,0.456465,2.417704
AOA,300,9,51,37.338000,0.008561,0.105356,0.536810,1.840119
GWO,300,9,51,37.338000,0.008561,0.105356,0.536810,1.840119
LSCBO,300,10,52,62.542000,0.008458,0.128261,0.188919,2.920047
CBO,300,10,52,48.458000,0.008470,0.117652,0.466809,2.223350
PSO,300,10,52,48.894000,0.008550,0.112658,0.467262,2.497186
AOA,300,10,52,48.458000,0.008470,0.117652,0.466809,2.223350
GWO,300,10,52,48.326000,0.008367,0.113257,0.469160,2.349619
LSCBO,300,11,53,47.354000,0.008886,0.125432,0.381829,2.177695
CBO,300,11,53,62.634000,0.009024,0.125588,0.382624,2.826350
PSO,300,11,53,64.342000,0.008950,0.119280,0.331646,3.168354
AOA,300,11,53,62.302000,0.009195,0.125906,0.351880,2.881649
GWO,300,11,53,46.422000,0.008933,0.119284,0.468412,2.034038
LSCBO,300,12,54,52.702000,0.007733,0.117287,0.319757,2.616952
CBO,300,12,54,51.954000,0.008010,0.105815,0.401834,2.931696
PSO,300,12,54,47.854000,0.008119,0.110372,0.431628,2.542995
AOA,300,12,54,59.026000,0.007963,0.113078,0.385313,2.969464
GWO,300,12,54,51.330000,0.007821,0.111511,0.484649,2.601085
LSCBO,300,13,55,48.166000,0.008126,0.112929,0.363948,2.420015
CBO,300,13,55,63.610000,0.008179,0.109581,0.402564,3.518968
PSO,300,13,55,42.802000,0.008177,0.104778,0.494281,2.302257
AOA,300,13,55,49.690000,0.008143,0.110444,0.430789,2.438384
GWO,300,13,55,47.658000,0.008364,0.105933,0.458195,2.546554
LSCBO,300,14,56,42.842000,0.007534,0.116879,0.426337,2.133486
CBO,300,14,56,48.146000,0.007498,0.118928,0.449428,2.208401
PSO,300,14,56,42.222000,0.007501,0.116772,0.492530,2.096312
AOA,300,14,56,49.495333,0.007639,0.109730,0.399101,2.437632
GWO,300,14,56,51.188000,0.007693,0.114347,0.509464,2.560940
LSCBO,300,15,57,40.892000,0.008974,0.093618,0.361054,2.509869
CBO,300,15,57,48.946000,0.009332,0.095061,0.425419,2.969484
PSO,300,15,57,44.266000,0.009285,0.093369,0.392851,2.738504
AOA,300,15,57,37.880000,0.009229,0.093767,0.489641,2.100580
GWO,300,15,57,47.434000,0.009572,0.093608,0.439619,2.741420
LSCBO,300,16,58,41.880000,0.008268,0.122873,0.444395,1.789793
CBO,300,16,58,56.318000,0.008494,0.115111,0.433580,2.900124
PSO,300,16,58,46.646000,0.008415,0.118568,0.496590,2.293168
AOA,300,16,58,50.263333,0.008086,0.116790,0.446508,2.255909
GWO,300,16,58,49.618000,0.008250,0.117203,0.452642,2.345601
LSCBO,300,17,59,36.252000,0.008841,0.107963,0.475415,1.796198
CBO,300,17,59,47.974000,0.009267,0.106136,0.377772,2.487811
PSO,300,17,59,39.422000,0.008750,0.107846,0.456483,2.093910
AOA,300,17,59,65.666000,0.008686,0.102867,0.380519,3.449005
GWO,300,17,59,40.422000,0.008972,0.105375,0.429771,2.071816
LSCBO,300,18,60,40.686000,0.008527,0.104938,0.476250,2.230098
CBO,300,18,60,42.686000,0.008438,0.111927,0.474151,1.978031
PSO,300,18,60,53.722000,0.008828,0.101147,0.406165,3.094792
AOA,300,18,60,43.547333,0.008561,0.103220,0.468193,2.244763
GWO,300,18,60,40.790000,0.008959,0.103911,0.494487,2.337279
LSCBO,300,19,61,36.532000,0.007731,0.111593,0.494715,1.817517
CBO,300,19,61,52.886000,0.007657,0.113040,0.433950,2.781748
PSO,300,19,61,50.281333,0.008035,0.106959,0.414808,2.635184
AOA,300,19,61,52.612667,0.007869,0.107928,0.395716,2.695562
GWO,300,19,61,38.134000,0.007895,0.107709,0.567450,1.836026
LSCBO,300,20,62,28.830000,0.008864,0.085561,0.499563,1.815978
CBO,300,20,62,36.486000,0.008599,0.088084,0.419974,2.286742
PSO,300,20,62,33.686000,0.008847,0.083795,0.521965,2.280861
AOA,300,20,62,35.938000,0.008440,0.087580,0.439954,2.228226
GWO,300,20,62,28.442000,0.008961,0.082350,0.583598,1.930827
LSCBO,300,21,63,38.466000,0.007936,0.109164,0.494652,1.934087
CBO,300,21,63,51.906000,0.008169,0.108675,0.438759,2.714498
PSO,300,21,63,46.536000,0.008305,0.104720,0.488432,2.190052
AOA,300,21,63,46.770000,0.008272,0.108445,0.413858,2.433421
GWO,300,21,63,46.862000,0.008174,0.108994,0.457151,2.418229
LSCBO,300,22,64,57.280000,0.009455,0.106054,0.238188,3.160420
CBO,300,22,64,47.978000,0.009033,0.099857,0.448861,2.669979
PSO,300,22,64,40.826000,0.008851,0.102225,0.408357,2.318892
AOA,300,22,64,47.978000,0.009033,0.099857,0.448861,2.669979
GWO,300,22,64,36.414000,0.008911,0.097342,0.514356,1.965981
LSCBO,300,23,65,71.794000,0.008684,0.129223,0.158261,3.252207
CBO,300,23,65,59.498000,0.008566,0.122239,0.343239,2.887503
PSO,300,23,65,57.386000,0.008727,0.119652,0.371876,2.789281
AOA,300,23,65,59.498000,0.008566,0.122239,0.343239,2.887503
GWO,300,23,65,44.566000,0.008516,0.114611,0.487994,2.053630
LSCBO,300,24,66,43.518000,0.009693,0.119000,0.456119,2.107756
CBO,300,24,66,51.926000,0.009467,0.122840,0.391601,2.400344
PSO,300,24,66,45.672000,0.009464,0.118765,0.468471,2.216852
AOA,300,24,66,48.862000,0.009475,0.114315,0.404852,2.377014
GWO,300,24,66,44.750000,0.009179,0.111559,0.544505,2.160273
LSCBO,300,25,67,53.292000,0.008324,0.096518,0.252792,3.093658
CBO,300,25,67,36.282000,0.008005,0.097317,0.462093,2.152775
PSO,300,25,67,38.590000,0.007968,0.097874,0.499872,2.218950
AOA,300,25,67,39.814000,0.008388,0.094961,0.495390,2.278540
GWO,300,25,67,36.858000,0.008318,0.095397,0.497380,2.138603
LSCBO,300,26,68,36.910000,0.008197,0.102479,0.437515,1.988784
CBO,300,26,68,45.718000,0.008429,0.103910,0.387534,2.581050
PSO,300,26,68,44.514000,0.008313,0.104797,0.472267,2.450602
AOA,300,26,68,56.276000,0.008292,0.101321,0.412867,3.081100
GWO,300,26,68,48.486000,0.008409,0.105181,0.461372,2.691662
LSCBO,300,27,69,34.958000,0.008224,0.096357,0.472428,2.050410
CBO,300,27,69,43.530000,0.008318,0.098826,0.458285,2.581725
PSO,300,27,69,36.542000,0.008184,0.095357,0.452512,2.110934
AOA,300,27,69,42.772000,0.008119,0.096515,0.480494,2.475664
GWO,300,27,69,38.058000,0.007914,0.099171,0.493673,2.155160
LSCBO,300,28,70,45.210000,0.007602,0.104595,0.373146,2.556102
CBO,300,28,70,35.484000,0.007989,0.097111,0.525701,2.078651
PSO,300,28,70,39.450000,0.007845,0.100862,0.483205,2.295098
AOA,300,28,70,55.308000,0.008139,0.104067,0.418297,3.127328
GWO,300,28,70,38.068000,0.007986,0.101891,0.532812,2.034309
LSCBO,300,29,71,46.486000,0.009102,0.122961,0.375926,2.011549
CBO,300,29,71,48.146000,0.008973,0.120805,0.411298,2.144763
PSO,300,29,71,47.334000,0.008824,0.111405,0.474960,2.335426
AOA,300,29,71,46.826000,0.008821,0.119609,0.422174,2.323278
GWO,300,29,71,52.026000,0.008921,0.112675,0.425833,2.690078
LSCBO,300,30,72,46.814000,0.008447,0.118159,0.454818,2.186086
CBO,300,30,72,55.364000,0.008382,0.116037,0.412681,2.775739
PSO,300,30,72,48.050000,0.008406,0.114873,0.483436,2.412905
AOA,300,30,72,56.510000,0.008430,0.108878,0.358036,2.990191
GWO,300,30,72,39.766000,0.008295,0.115398,0.551989,1.759293
LSCBO,500,1,43,72.342000,0.016251,0.201822,0.403499,2.035278
CBO,500,1,43,91.451333,0.015772,0.189000,0.332414,2.643989
PSO,500,1,43,75.738000,0.015505,0.192147,0.389721,2.216688
AOA,500,1,43,92.612667,0.015799,0.194851,0.363082,2.571564
GWO,500,1,43,70.966000,0.016302,0.190667,0.462756,2.020851
LSCBO,500,2,44,66.870000,0.015317,0.175510,0.380976,2.144135
CBO,500,2,44,68.454000,0.015964,0.163814,0.453020,2.284994
PSO,500,2,44,70.790000,0.015562,0.165913,0.429725,2.527089
AOA,500,2,44,72.066000,0.016176,0.168742,0.399315,2.226148
GWO,500,2,44,56.536000,0.016198,0.159406,0.528931,1.749238
LSCBO,500,3,45,51.130000,0.015699,0.151281,0.548324,1.844320
CBO,500,3,45,76.368000,0.015356,0.155006,0.463408,2.706247
PSO,500,3,45,65.086000,0.015820,0.150069,0.510146,2.301111
AOA,500,3,45,58.810000,0.015806,0.150871,0.450238,2.108230
GWO,500,3,45,59.626000,0.015215,0.152094,0.503828,2.154052
LSCBO,500,4,46,56.499333,0.013883,0.157565,0.489813,1.898212
CBO,500,4,46,67.734000,0.013901,0.165263,0.463298,2.401928
PSO,500,4,46,55.920000,0.014188,0.155727,0.574602,1.914177
AOA,500,4,46,77.808667,0.013912,0.150989,0.476203,2.663238
GWO,500,4,46,62.822000,0.013981,0.158442,0.552299,2.224662
LSCBO,500,5,47,72.234000,0.014407,0.197826,0.434206,1.959445
CBO,500,5,47,80.680000,0.014556,0.180418,0.437057,2.569308
PSO,500,5,47,80.302000,0.014573,0.182597,0.476193,2.580470
AOA,500,5,47,104.202000,0.014526,0.183370,0.329019,3.064426
GWO,500,5,47,70.722000,0.014404,0.185822,0.509837,2.090634
LSCBO,500,6,48,84.726000,0.015314,0.215251,0.350061,2.185209
CBO,500,6,48,78.830000,0.015342,0.201123,0.362420,2.325102
PSO,500,6,48,92.868000,0.015068,0.203807,0.450322,2.440992
AOA,500,6,48,85.474000,0.015192,0.211966,0.375605,2.190364
GWO,500,6,48,70.858000,0.014954,0.207248,0.445231,1.802393
LSCBO,500,7,49,82.072000,0.013371,0.175445,0.330215,2.681732
CBO,500,7,49,63.736000,0.013954,0.164639,0.481938,2.282444
PSO,500,7,49,64.040000,0.013627,0.168036,0.485272,2.137808
AOA,500,7,49,67.546000,0.014294,0.171797,0.456057,2.063821
GWO,500,7,49,62.302000,0.013999,0.169439,0.500473,1.997660
LSCBO,500,8,50,52.146000,0.014328,0.165907,0.562807,1.684349
CBO,500,8,50,68.494000,0.014301,0.168294,0.489766,2.356269
PSO,500,8,50,69.338000,0.014521,0.169312,0.501632,2.304767
AOA,500,8,50,63.262000,0.014442,0.170145,0.500394,1.980284
GWO,500,8,50,60.310000,0.014773,0.160576,0.593523,2.057465
LSCBO,500,9,51,89.074000,0.013991,0.197079,0.328600,2.615839
CBO,500,9,51,71.514000,0.014554,0.184099,0.470247,2.094903
PSO,500,9,51,68.042000,0.014175,0.180089,0.529334,2.063193
AOA,500,9,51,71.514000,0.014554,0.184099,0.470247,2.094903
GWO,500,9,51,68.740000,0.014552,0.177328,0.544679,2.113529
LSCBO,500,10,52,90.002000,0.014440,0.212988,0.328737,2.449771
CBO,500,10,52,77.798000,0.014464,0.197402,0.425915,2.307566
PSO,500,10,52,74.882000,0.014273,0.195790,0.486216,2.041820
AOA,500,10,52,89.570000,0.014267,0.198808,0.461420,2.434381
GWO,500,10,52,65.796000,0.014492,0.198006,0.509043,1.716728
LSCBO,500,11,53,79.506000,0.014849,0.212087,0.414075,2.104439
CBO,500,11,53,81.830000,0.014120,0.206930,0.413374,2.251884
PSO,500,11,53,85.246000,0.014544,0.202254,0.426082,2.331670
AOA,500,11,53,100.868000,0.014411,0.199226,0.388903,2.763987
GWO,500,11,53,74.302000,0.014662,0.198149,0.506312,2.033488
LSCBO,500,12,54,83.050000,0.013416,0.190765,0.399828,2.375124
CBO,500,12,54,76.986000,0.012940,0.184883,0.453928,2.372619
PSO,500,12,54,79.842000,0.013718,0.187634,0.450568,2.487038
AOA,500,12,54,81.294000,0.013711,0.188328,0.424117,2.344766
GWO,500,12,54,65.606000,0.013286,0.180240,0.541292,1.881102
LSCBO,500,13,55,65.344000,0.013668,0.181877,0.481427,1.894369
CBO,500,13,55,67.674000,0.013643,0.183496,0.485300,1.938576
PSO,500,13,55,83.824000,0.013742,0.176055,0.506973,2.526223
AOA,500,13,55,67.674000,0.013643,0.183496,0.485300,1.938576
GWO,500,13,55,67.674000,0.013643,0.183496,0.485300,1.938576
LSCBO,500,14,56,62.402000,0.012648,0.194430,0.549572,1.807657
CBO,500,14,56,82.466000,0.012527,0.192272,0.450091,2.265836
PSO,500,14,56,60.086000,0.012484,0.193131,0.566603,1.699201
AOA,500,14,56,83.703333,0.012822,0.190595,0.442057,2.311173
GWO,500,14,56,68.194000,0.012398,0.191258,0.575412,1.907681
LSCBO,500,15,57,56.372000,0.014900,0.157905,0.455030,2.005792
CBO,500,15,57,58.194000,0.015184,0.157479,0.438304,1.951279
PSO,500,15,57,65.914000,0.015352,0.155580,0.389419,2.306159
AOA,500,15,57,68.795333,0.015350,0.151667,0.429682,2.234008
GWO,500,15,57,61.402000,0.015257,0.149109,0.533410,2.188954
LSCBO,500,16,58,69.908000,0.013866,0.209211,0.449631,1.789412
CBO,500,16,58,77.218000,0.013988,0.189853,0.536720,2.347878
PSO,500,16,58,71.530000,0.013543,0.206464,0.528094,1.818029
AOA,500,16,58,97.064000,0.013715,0.208417,0.440215,2.650154
GWO,500,16,58,63.746000,0.013518,0.200114,0.562373,1.646413
LSCBO,500,17,59,63.234000,0.014591,0.178407,0.469677,1.924481
CBO,500,17,59,70.026000,0.014592,0.169788,0.429353,2.295851
PSO,500,17,59,65.042000,0.014822,0.169016,0.435538,2.157338
AOA,500,17,59,72.556667,0.014914,0.171322,0.417261,2.381156
GWO,500,17,59,69.639333,0.014703,0.174992,0.488757,2.038114
LSCBO,500,18,60,57.540000,0.013916,0.175681,0.461227,1.842656
CBO,500,18,60,69.674000,0.014075,0.169377,0.484255,2.230878
PSO,500,18,60,71.206000,0.013977,0.168519,0.457550,2.470950
AOA,500,18,60,68.628000,0.014486,0.167669,0.487539,2.267376
GWO,500,18,60,69.312000,0.014550,0.170177,0.485743,2.252235
LSCBO,500,19,61,73.367000,0.013608,0.191535,0.414427,1.921368
CBO,500,19,61,74.290000,0.013635,0.187508,0.443065,2.239218
