Algorithm,TaskCount,Run,Seed,Makespan,Cost,Energy,LoadBalanceIndex,ImbalanceDegree
RoundRobin,100,8,50,15.590000,0.002812,0.035503,0.412348,2.467925
Random,100,8,50,28.902000,0.003028,0.037851,0.060641,3.842117
MinMin,100,8,50,6.932000,0.003159,0.024021,0.749502,0.765254
MaxMin,100,8,50,5.224000,0.003080,0.028096,0.928982,0.398114
FCFS,100,9,51,16.698000,0.002774,0.036820,0.427544,2.566739
RoundRobin,100,9,51,16.698000,0.002774,0.036820,0.427544,2.566739
Random,100,9,51,30.374000,0.002912,0.036589,0.176812,3.961794
MinMin,100,9,51,7.444000,0.002968,0.024137,0.719192,0.856492
MaxMin,100,9,51,5.376000,0.002901,0.029118,0.927766,0.302319
FCFS,100,10,52,18.122000,0.002866,0.042006,0.392062,2.392620
