Algorithm,Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Mean,Std
CBO,High Conditioned Elliptic,6.4162023201e+07,3.9225838605e+07,3.1353845868e+07,1.8721379255e+07,1.9757513846e+07,1.0230739725e+08,1.4643000241e+07,1.7280243507e+07,7.3771853105e+07,1.8490620491e+07,1.7623549221e+07,2.2606199319e+07,2.6408166696e+07,1.4893097583e+07,2.1513349446e+07,1.4560049675e+07,1.8566467627e+07,1.7211604017e+07,1.9454724223e+07,2.5600082869e+07,1.8481763237e+07,4.1999385465e+07,1.0901460872e+07,2.1162623020e+07,6.4826417566e+07,2.1360480620e+07,2.3452110374e+07,1.1751473426e+07,1.2098537835e+07,5.4725460900e+07,2.9297023979e+07,2.1326546727e+07
CBO,Dixon-Price,1.9776815110e+04,8.0808608600e+03,8.2709053749e+03,7.9316127468e+03,4.5767659455e+03,6.3673464115e+03,1.7099589764e+04,8.6368784380e+03,5.3954632837e+03,1.4798927085e+04,6.4748309590e+03,1.1689118550e+04,1.4300149106e+04,9.1323533540e+03,2.2234726432e+04,2.1279740543e+03,1.4049475581e+04,3.7844408456e+04,1.2031909729e+04,2.9102509185e+03,1.7859040026e+04,7.7984726566e+03,7.2677364697e+03,1.4795490518e+04,4.4012512661e+04,8.1904829800e+03,1.9661710277e+03,3.3395334603e+03,1.7475523430e+04,1.7264669506e+04,1.2456666496e+04,9.3659451367e+03
CBO,HappyCat,3.7666467442e-01,5.5277411099e-01,5.1072611874e-01,5.4188814338e-01,5.1568757081e-01,4.7987060788e-01,8.5918105690e-01,4.6274419655e-01,6.5739027840e-01,6.7848012236e-01,5.3734313910e-01,7.2797732965e-01,4.0869674026e-01,4.9721993599e-01,5.9022320940e-01,6.1427261703e-01,7.3103492988e-01,5.2823065341e-01,1.1119893103e+00,5.7269817462e-01,5.5283660274e-01,4.4243799076e-01,3.8581380336e-01,3.1227828027e-01,7.8584924514e-01,5.8190800476e-01,4.5438477513e-01,9.8487838427e-01,6.9122582915e-01,4.8299075064e-01,5.8765655288e-01,1.7423932475e-01
CBO,Step,1.3760000000e+03,3.1260000000e+03,9.7300000000e+02,5.1980000000e+03,1.5990000000e+03,1.6270000000e+03,2.6330000000e+03,3.4000000000e+03,1.9800000000e+03,3.2450000000e+03,4.6300000000e+03,2.2210000000e+03,4.4740000000e+03,1.4680000000e+03,4.4880000000e+03,2.6870000000e+03,1.5980000000e+03,3.8000000000e+03,1.6560000000e+03,1.3310000000e+03,3.6600000000e+03,3.2840000000e+03,2.9640000000e+03,2.7390000000e+03,5.3550000000e+03,2.8250000000e+03,1.7110000000e+03,2.7550000000e+03,2.8950000000e+03,3.4810000000e+03,2.8393000000e+03,1.1758798734e+03
CBO,Bohachevsky,8.1905290759e+03,9.6856659951e+03,4.3670134113e+03,1.1588436056e+04,3.8286789723e+03,1.6308301849e+04,4.6622866091e+03,1.1756324698e+04,8.4627637740e+03,9.7556161885e+03,5.1439362311e+03,1.0955119940e+04,1.1103829259e+04,9.5950036956e+03,9.3538887814e+03,9.3608730341e+03,6.2569837665e+03,7.9332244858e+03,3.3489710927e+03,4.6241868639e+03,9.1268097537e+03,8.0320708155e+03,1.1865096234e+04,1.0604938661e+04,1.6598963832e+04,7.1923197850e+03,4.7992018555e+03,8.1986111636e+03,1.3908392257e+04,7.1634356118e+03,8.7923824583e+03,3.3535969247e+03
CBO,Quartic,4.0273027050e-01,3.0803885567e-01,1.5197252749e+00,2.6437218258e-01,4.0555795259e-01,8.0272578881e-01,2.9919056606e-01,8.1121405081e-01,5.5444322408e-01,1.8338555622e-01,1.2012214066e+00,2.2289701731e-01,1.4887635019e-01,9.4974211758e-02,4.7919551590e-01,2.8966523039e-01,5.9690355473e-01,4.1085968962e-01,2.0604199467e-01,1.9376639612e-01,4.2193322097e-01,5.0875082550e-01,1.5146754987e-01,1.1195295454e+00,1.3955177837e+00,3.4940108746e-01,3.1695071643e-01,6.1911743645e-01,4.0370328977e-01,5.9356032224e-01,5.0919056224e-01,3.6423138385e-01
CBO,Exponential,1.2780036636e-01,1.4317429067e-01,2.6334487119e-01,1.0092940337e-01,8.0977582934e-02,1.6668064045e-01,1.4031312637e-01,1.4992066444e-01,1.3992302602e-01,1.1683927020e-01,1.0376937526e-01,1.3159620524e-01,1.0264385099e-01,9.2624297128e-02,2.6425204262e-01,1.9421534411e-01,1.2099795995e-01,1.9013934086e-01,1.4728933338e-01,9.1469094989e-02,1.5673641225e-01,1.4700024083e-01,1.2879651850e-01,1.5600699981e-01,2.3534690782e-01,1.1407516933e-01,1.5827381950e-01,1.8892152945e-01,2.0025293380e-01,1.0741086050e-01,1.4872404928e-01,4.6912954178e-02
CBO,Alpine,1.0915371364e+01,1.9036015019e+01,1.7739573378e+01,1.7327427793e+01,1.5492241051e+01,1.4923729595e+01,1.4509750219e+01,1.5731692736e+01,1.2258422829e+01,1.1255843255e+01,1.4971250233e+01,1.4606680163e+01,1.2941652759e+01,1.5237681566e+01,1.0476027848e+01,1.3493608175e+01,1.5910718196e+01,1.5931557837e+01,1.4859008709e+01,1.3785120984e+01,1.6012529584e+01,2.0120164000e+01,1.5297071234e+01,1.4011706945e+01,2.0639020355e+01,1.7200667157e+01,1.5404724097e+01,1.3098675469e+01,1.0809498666e+01,1.5643839065e+01,1.4988042343e+01,2.4868258724e+00
CBO,Hybrid Function 1,1.6678892810e+03,2.0196462391e+03,1.0879716733e+03,2.5538525159e+03,1.2473238814e+03,2.4459505184e+03,1.4231912787e+03,1.3931823296e+03,1.2132158905e+03,1.8189585534e+03,1.9870845879e+03,9.3006142237e+02,2.2186118561e+03,1.2521946818e+03,2.4130633460e+03,1.4012232895e+03,1.2257576051e+03,2.0628718919e+03,2.0138863058e+03,9.0210297946e+02,2.8517398666e+03,2.0250127073e+03,1.6872303559e+03,1.5736824361e+03,2.4707354058e+03,1.0172738081e+03,2.0284479941e+03,1.4453553203e+03,1.2270026580e+03,1.2287107114e+03,1.6944410464e+03,5.2758252554e+02
CBO,Hybrid Function 2,1.5836400123e+04,1.7125590454e+04,9.5669026349e+04,1.1281044539e+05,6.9329581170e+03,2.7187590224e+03,2.4700318105e+04,2.8856242907e+04,3.2265785692e+04,6.4000153442e+04,1.4841973322e+04,1.2787142231e+03,2.6526784681e+03,5.8406802820e+03,9.5198521789e+03,1.4836467055e+05,7.6630246047e+04,3.7900267479e+04,2.0923776041e+04,2.1826155889e+04,1.9418638944e+05,4.1374304671e+03,7.1429597968e+03,1.2231369337e+05,5.7356069627e+04,2.5510647014e+03,2.8356202686e+03,2.9577755308e+04,1.5116374224e+04,1.2067657144e+04,3.9599323614e+04,4.8267984902e+04
CBO,Expanded Schaffer F6,1.1611825380e+01,1.1095549185e+01,1.0927681141e+01,1.0276177971e+01,1.0706595080e+01,1.1104606664e+01,1.1260925991e+01,1.0904493655e+01,9.6980526529e+00,1.1483107560e+01,1.0640652227e+01,8.7439135906e+00,1.0374885008e+01,1.0351441330e+01,1.0764081600e+01,1.0784443591e+01,1.0901092986e+01,1.1186422811e+01,1.0147939827e+01,1.0494763883e+01,1.1333048538e+01,1.2233105120e+01,1.1354616201e+01,1.0236172139e+01,1.0528163258e+01,9.8791493289e+00,1.1475016320e+01,1.1266132283e+01,1.1341060984e+01,1.1522170387e+01,1.0820909556e+01,6.7617857807e-01
CBO,Pathological,1.0950682482e+01,1.0399019060e+01,1.0657206266e+01,1.0628595789e+01,1.0296368447e+01,1.0727087630e+01,1.0957952829e+01,1.0458872186e+01,1.0283867586e+01,9.8178505101e+00,1.0439256159e+01,1.0190016218e+01,1.1247150273e+01,1.0511984957e+01,9.7769012089e+00,9.5621769838e+00,1.1383374411e+01,1.0338610316e+01,1.1033866220e+01,9.9588615591e+00,9.9604297645e+00,1.0948448438e+01,1.0671687300e+01,1.0534576350e+01,1.0016627913e+01,1.0782775709e+01,1.1062243659e+01,1.0666129826e+01,9.6250437859e+00,9.7865214529e+00,1.0455806176e+01,4.8000282372e-01
CBO,Periodic,3.2318963074e+00,4.2320917356e+00,4.7473755048e+00,4.2115665855e+00,3.0871699955e+00,3.3796347278e+00,2.4267410431e+00,5.2627818764e+00,4.5752724115e+00,3.0210525377e+00,4.5811802153e+00,4.4571270473e+00,4.1671996252e+00,4.0597665364e+00,3.7012919598e+00,3.9104211396e+00,3.7477257192e+00,4.0723650059e+00,4.3565275592e+00,4.1525828616e+00,3.3481849939e+00,3.2528416579e+00,2.9767206066e+00,4.3973059251e+00,3.9760728685e+00,4.2464844543e+00,3.7037525905e+00,4.2686674382e+00,3.9850042772e+00,2.7427222113e+00,3.8759842473e+00,6.3895813794e-01
CBO,Salomon,5.6998733458e+00,7.9998733459e+00,5.3998733458e+00,5.8998733458e+00,6.1998733458e+00,7.9998733458e+00,5.9998733458e+00,4.2998733458e+00,4.0998733458e+00,6.4998733458e+00,6.7998733458e+00,5.0998733458e+00,6.0998733458e+00,5.8998733458e+00,6.6998733458e+00,7.2998733458e+00,6.0998733458e+00,6.7998733458e+00,5.9998733458e+00,7.9998733458e+00,7.0998733458e+00,6.9998733458e+00,4.9998733458e+00,7.5998733458e+00,8.7998733458e+00,5.3998733458e+00,7.1998733458e+00,6.1998733458e+00,8.3998733458e+00,6.9998733458e+00,6.4865400125e+00,1.1351162447e+00
CBO,Styblinski-Tang,-7.9533958263e+02,-7.0656009537e+02,-7.6295255605e+02,-8.2599114779e+02,-8.2149183969e+02,-8.4224666350e+02,-7.9425726855e+02,-7.9969396586e+02,-7.4897785524e+02,-7.6624359485e+02,-7.8278685268e+02,-7.8354465331e+02,-8.5520299420e+02,-7.7455578323e+02,-7.8543222418e+02,-7.2127673738e+02,-7.4875436292e+02,-7.3106520218e+02,-8.8241692991e+02,-7.1035154388e+02,-8.1660722438e+02,-9.1431928543e+02,-7.2469140618e+02,-7.9224975670e+02,-7.7702236589e+02,-7.7371827551e+02,-8.2586164982e+02,-7.5462513549e+02,-7.9964965652e+02,-8.0692430188e+02,-7.8749369704e+02,4.7637739898e+01
CBO,Weierstrass,1.9836340737e+01,1.8929349976e+01,2.0177123483e+01,1.8811200059e+01,2.0459319875e+01,2.0942958727e+01,1.8605405832e+01,1.8368017165e+01,1.9588658934e+01,1.9777188543e+01,2.2578810677e+01,2.1381059747e+01,1.9252145699e+01,1.8941792073e+01,2.0134305265e+01,1.4514681616e+01,1.9798345667e+01,1.6689743696e+01,2.2519065511e+01,1.9692376057e+01,2.0555554143e+01,1.7782211166e+01,1.8030465681e+01,1.8386610538e+01,1.9511872667e+01,1.6425589406e+01,2.2165904668e+01,2.1091429745e+01,2.1600779553e+01,1.8836915769e+01,1.9512840756e+01,1.7675695591e+00
CBO,Xin-She Yang,5.9948212689e-09,9.1604690639e-09,2.3352526806e-09,3.9025263750e-08,3.2389549468e-09,6.9956481169e-10,3.6061110268e-09,5.4338064917e-09,2.6687127422e-09,3.7521648325e-09,4.2746438080e-09,6.8566883068e-10,8.9633171615e-09,1.9833720189e-08,1.2172781818e-09,3.8004920029e-08,5.2541960534e-09,1.0943168631e-09,2.2738757886e-09,1.7623451652e-09,7.3182360141e-09,1.6224032635e-09,4.0397330965e-09,4.0542293426e-09,3.5990818774e-08,2.0958265932e-09,1.7041845682e-08,2.4720745888e-11,5.9263022518e-09,2.3746078391e-09,7.9922709096e-09,1.0804249186e-08
CBO,Sum Of Different Powers,3.1907538321e-05,7.6250513218e-05,5.3837785953e-05,1.0189206004e-04,2.1681930727e-04,5.9551599951e-05,7.4743574027e-05,1.3785839245e-05,1.1429560856e-04,1.2707064168e-04,1.1797709266e-04,5.7994553214e-04,1.6911942795e-04,7.0939675326e-05,3.7456760263e-05,2.0681594311e-04,1.6899282137e-04,3.6317950578e-05,1.6241940509e-04,6.2394898797e-05,4.4059456094e-05,1.1007986725e-04,2.6570745114e-06,4.1167133401e-04,1.0172611297e-04,4.3347709418e-05,2.0102699699e-04,2.7205594547e-05,3.6061742125e-04,3.7343441621e-05,1.2740896614e-04,1.2586224651e-04
PSO,Sphere,5.5027824847e+03,5.9770343618e+03,6.9541658780e+03,8.3069785135e+03,4.2516750881e+03,4.7051783409e+03,5.1719058353e+03,4.6952549718e+03,5.7748610630e+03,4.6730940814e+03,4.8883031608e+03,3.8754507138e+03,3.7781047879e+03,7.1217581291e+03,5.2724464957e+03,7.4630614585e+03,3.9962038167e+03,3.6614089205e+03,4.1952618334e+03,5.1090669903e+03,3.2981261113e+03,2.9668063098e+03,8.8476672277e+03,4.5789272099e+03,4.4839445352e+03,5.1458947618e+03,6.3206020030e+03,6.2331439271e+03,6.1202517815e+03,4.6063387340e+03,5.2658566509e+03,1.4043330409e+03
PSO,Zakharov,1.8379086939e+08,1.3200909539e+08,5.5594109911e+06,1.3695298035e+08,3.2966739759e+08,1.7863850480e+06,2.7724248609e+02,3.0721322585e+08,1.5926644586e+05,1.7472261183e+09,7.7006893922e+06,2.0177480066e+02,4.5948164041e+06,2.3472467243e+02,4.8519869142e+02,1.5703288171e+04,1.3250040739e+07,4.7940269413e+02,2.5432172449e+07,2.2088776564e+02,1.6907768883e+08,2.7292821252e+02,5.1771021425e+07,2.3081649440e+02,5.1358125184e+02,1.3642695078e+08,1.7273956071e+04,4.2630712951e+08,1.9575527895e+05,9.1982311438e+08,1.5329933408e+08,3.5116139584e+08
PSO,Rosenbrock,3.8248835497e+06,1.8318301937e+06,1.4664057744e+06,3.5377770459e+06,1.3902300529e+06,2.4764724347e+06,1.2158449593e+06,8.4480961296e+05,2.3393215513e+06,1.2300362691e+06,9.6829303993e+05,1.7343950396e+06,3.9613928891e+06,3.4548541325e+06,1.8534573416e+06,1.6696288073e+06,2.4734571105e+06,1.2452404035e+06,2.4122756893e+06,4.6047868464e+06,9.9294658520e+05,1.5953650058e+06,4.6418827677e+06,9.4709681205e+05,4.6917663629e+05,1.6361619646e+06,3.3538728458e+06,3.7398555420e+06,1.1472572492e+06,1.7792011299e+06,2.1612736427e+06,1.1667570667e+06
PSO,Rastrigin,1.0859289650e+02,1.7409691884e+02,1.2593004579e+02,1.6950200143e+02,2.1995499613e+02,2.0679189904e+02,1.8341964005e+02,1.6979038235e+02,1.4382214698e+02,1.4840964707e+02,1.9051498168e+02,1.5000746253e+02,1.4645037472e+02,1.6613672208e+02,2.2219731296e+02,1.6166864491e+02,1.9109708053e+02,1.4936624611e+02,1.3089039205e+02,1.3929261522e+02,1.4119250325e+02,1.6436055265e+02,1.1953703156e+02,2.0469417007e+02,2.1014792908e+02,1.7727180720e+02,1.9850799947e+02,1.8923542294e+02,1.6716193369e+02,1.8720242028e+02,1.6857480591e+02,2.9518622957e+01
PSO,Ackley,1.4150862130e+01,1.2701537533e+01,1.1158601740e+01,1.3741278052e+01,1.3171830597e+01,1.3285751297e+01,1.3259082144e+01,1.1183430765e+01,1.3082497249e+01,1.2562506995e+01,1.1239385508e+01,1.2177333470e+01,1.0860396935e+01,1.3379865922e+01,1.2101580868e+01,1.3088387821e+01,1.1322174368e+01,1.1911746091e+01,1.4573181078e+01,1.2590567506e+01,1.1612320675e+01,1.2131530885e+01,1.4707609421e+01,1.3718621684e+01,1.2115875127e+01,1.3148859489e+01,1.4003602302e+01,1.3254536448e+01,1.3979994740e+01,1.2795528524e+01,1.2767015912e+01,1.0383915617e+00
PSO,Griewank,5.0525042362e+01,5.4793309256e+01,6.3587493699e+01,7.5762806658e+01,3.9265075754e+01,4.3346605068e+01,4.7547152517e+01,4.3257295426e+01,5.2973761454e+01,4.3057846733e+01,4.4994728447e+01,3.5879056443e+01,3.5002943094e+01,6.5095823162e+01,4.8452018746e+01,6.8167553115e+01,3.6965834347e+01,3.3952680285e+01,3.8757356522e+01,4.6981602913e+01,3.0683135004e+01,2.7701256886e+01,8.0629005049e+01,4.2210358902e+01,4.1355500833e+01,4.7313052856e+01,5.7885418027e+01,5.7098393265e+01,5.6082266033e+01,4.2457048606e+01,4.8392714049e+01,1.2638999550e+01
PSO,Levy,1.3548507366e+01,1.6381411153e+01,2.0145067008e+01,1.8299840789e+01,2.2847523367e+01,1.5928841047e+01,9.3859686378e+00,8.8716967681e+00,1.6299985362e+01,1.3354836724e+01,2.7692523164e+01,1.3701095495e+01,1.4488234081e+01,2.0004402728e+01,2.3942236174e+01,1.5701887017e+01,1.5678779325e+01,2.7034551308e+01,1.2679147869e+01,1.6803904039e+01,1.2802239695e+01,9.4839630349e+00,2.5589967034e+01,1.9499197579e+01,1.0629425207e+01,1.5174438775e+01,1.1459555247e+01,1.8261341911e+01,2.3012045948e+01,1.4150385479e+01,1.6761766644e+01,5.1039975405e+00
PSO,Schwefel,7.8212807819e+03,8.7577142960e+03,9.1288271893e+03,7.9350760058e+03,8.5909671637e+03,8.9349619739e+03,8.5099114313e+03,9.0346390822e+03,8.6936304118e+03,8.6761389775e+03,8.9993933977e+03,7.3840681295e+03,9.4922885179e+03,8.0625013991e+03,8.9099304751e+03,7.9145503563e+03,8.0520020603e+03,7.7994038778e+03,8.2964761636e+03,8.8615697015e+03,7.3060457799e+03,8.8793729260e+03,8.4813312621e+03,8.2673208254e+03,7.9022902890e+03,8.5556758077e+03,7.5930976044e+03,7.1259188807e+03,8.6257045234e+03,8.8098182675e+03,8.3800635853e+03,5.8349233228e+02
PSO,Michalewicz,-1.3826437628e+01,-1.6902969721e+01,-1.5310289762e+01,-1.2242567477e+01,-1.5326016443e+01,-1.2128370052e+01,-1.4074638986e+01,-1.4966516553e+01,-1.7141500196e+01,-1.2865748698e+01,-1.6433022240e+01,-1.2609293113e+01,-1.3784719991e+01,-1.4447158184e+01,-1.6885306152e+01,-1.3697041013e+01,-1.3906424262e+01,-1.2026070582e+01,-1.5048170495e+01,-1.8791071016e+01,-1.4234047432e+01,-1.3993325000e+01,-1.1579685346e+01,-1.4788611601e+01,-1.2504799961e+01,-1.3988117955e+01,-1.5189344665e+01,-1.3520230317e+01,-1.4229537285e+01,-1.2939947383e+01,-1.4312699317e+01,1.6708520848e+00
PSO,Bent Cigar,5.4031420476e+09,4.7370918398e+09,3.9836570665e+09,5.6426566473e+09,6.9518013149e+09,5.3340937640e+09,3.9625814162e+09,4.3372710148e+09,3.7811563922e+09,4.6120726241e+09,4.7789460230e+09,4.8994941282e+09,4.4163478564e+09,6.5595864376e+09,3.2795039437e+09,6.4241340688e+09,5.5954207541e+09,3.6816476439e+09,3.7997770020e+09,3.4817160421e+09,5.3922650737e+09,3.3675077522e+09,9.5416918263e+09,5.7291579618e+09,5.0813454614e+09,5.1412304803e+09,6.8472264633e+09,6.6131355780e+09,6.1406171640e+09,4.5403601463e+09,5.1352211978e+09,1.3340545213e+09
PSO,Discus,1.4264297885e+04,1.8566743313e+04,2.9927468728e+04,4.2289354309e+04,2.9191870401e+04,4.2792097854e+04,8.9144390633e+03,4.8002088613e+04,2.1527088271e+04,2.4651752524e+04,3.5450283692e+04,2.5041283644e+04,5.0336689553e+04,2.3072198172e+04,2.8847827836e+04,3.8808875989e+04,2.4469784938e+04,1.8877894180e+04,2.7494790646e+04,2.4716605306e+04,2.3670406376e+04,3.5020342438e+04,3.0038175099e+04,4.3151214752e+04,4.5806815060e+04,4.1107652607e+04,5.1944540562e+04,2.6030127095e+04,2.3408479663e+04,3.9705799760e+04,3.1237566278e+04,1.0872717749e+04
PSO,High Conditioned Elliptic,1.4673050420e+08,7.8773355768e+07,1.1159981872e+08,3.4359102410e+08,1.9992707691e+08,2.2087024396e+08,1.2120069060e+08,8.5068252970e+07,2.8447664286e+07,7.7579270397e+07,9.4467889043e+07,1.6152798710e+08,7.5707966739e+07,2.6016026866e+07,9.3795287081e+07,1.9933812185e+08,1.0245525585e+08,2.0645637185e+08,1.3784346570e+08,9.5233339339e+07,5.6863153019e+07,1.0118831666e+08,6.5233906164e+07,1.8438862112e+08,1.2650853901e+08,3.3191059361e+07,3.6818133939e+07,1.3700738862e+08,6.5655622077e+07,2.0660788311e+08,1.2066974121e+08,6.9767077101e+07
PSO,Dixon-Price,1.9024415047e+04,4.5739964961e+03,1.7755584459e+04,2.3911840516e+04,1.2283352579e+04,1.6145619501e+04,1.2402157790e+04,8.3774089678e+03,1.0935671327e+04,6.9503830460e+03,1.4522602186e+04,7.9890159795e+03,9.4458412312e+03,2.9285834440e+04,2.1550014954e+04,2.0624485201e+04,3.2344252771e+04,7.0765907090e+03,2.5900954734e+04,1.2353381931e+04,1.3528319162e+04,4.3456636399e+03,3.5929914745e+04,2.5328429589e+04,1.9544498592e+04,6.1868665240e+03,1.9813697793e+04,3.4751409393e+04,9.3614840727e+03,1.2807157412e+04,1.6501694826e+04,8.8351566536e+03
PSO,HappyCat,4.5010196434e-01,8.5937803444e-01,6.1169730976e-01,7.3470231769e-01,7.8541761355e-01,7.0203460058e-01,7.6619674152e-01,7.8567084599e-01,7.8994942836e-01,9.0784680464e-01,5.1216397401e-01,1.5862502713e+00,7.9123843447e-01,6.0136460559e-01,1.0086650581e+00,5.2894116465e-01,8.4019859105e-01,4.3021146738e-01,6.4662554318e-01,5.1586424590e-01,7.3806895150e-01,8.5656333471e-01,6.6266974420e-01,5.3815897096e-01,6.6954830564e-01,1.0361200186e+00,7.6440685106e-01,8.4526507316e-01,6.4241247826e-01,1.0695035921e+00,7.5590787789e-01,2.2349138042e-01
PSO,Step,5.4900000000e+03,6.3080000000e+03,4.4200000000e+03,8.3500000000e+03,4.1610000000e+03,4.8720000000e+03,5.1730000000e+03,5.5240000000e+03,5.7510000000e+03,4.3980000000e+03,4.2670000000e+03,3.4170000000e+03,3.7580000000e+03,7.1300000000e+03,5.4410000000e+03,7.6160000000e+03,4.0280000000e+03,3.5380000000e+03,4.1610000000e+03,4.1510000000e+03,3.2360000000e+03,3.0810000000e+03,8.9590000000e+03,8.8480000000e+03,3.6830000000e+03,5.1870000000e+03,1.0264000000e+04,6.2830000000e+03,5.8810000000e+03,4.7050000000e+03,5.4027000000e+03,1.8305469155e+03
PSO,Bohachevsky,1.6073522551e+04,1.3989175460e+04,1.4999964182e+04,1.9396206540e+04,1.8873692982e+04,1.2693602063e+04,1.0774211024e+04,2.5437414437e+04,1.2721491972e+04,1.3598681125e+04,1.2563909575e+04,1.1417235198e+04,1.1442466554e+04,2.1355112729e+04,1.3489724753e+04,1.5908793803e+04,1.6362234222e+04,1.0013602777e+04,1.0856606518e+04,1.2856205782e+04,1.4061923185e+04,1.2230631743e+04,2.8630918043e+04,1.6624321924e+04,1.4477015236e+04,1.5714121748e+04,1.8393758378e+04,2.0227208002e+04,1.8532294533e+04,1.3657932797e+04,1.5579132661e+04,4.2426934651e+03
PSO,Quartic,1.5395481904e+00,3.9237094374e-01,1.7850051069e+00,1.2604854315e+00,6.2870186617e-01,1.5329046398e+00,1.4009539688e+00,1.1307936176e+00,1.0289006741e+00,1.0878147044e+00,2.6806084071e+00,1.4456823745e+00,7.3517021889e-01,1.8661364020e+00,1.5742888038e+00,1.6875271951e+00,1.6316682514e+00,1.2289658881e+00,1.5692809576e+00,9.0057043237e-01,8.0605623132e-01,3.4771909826e-01,2.9086861324e+00,1.1208024642e+00,1.5577649125e+00,8.6796068754e-01,1.6016064791e+00,2.6899025738e+00,7.6468139453e-01,9.3156137959e-01,1.3568039809e+00,6.1350809005e-01
PSO,Exponential,2.4053354432e-01,2.5833062257e-01,2.9369512039e-01,3.3989008878e-01,1.9150740133e-01,2.0963381614e-01,2.2786455061e-01,2.0924156407e-01,2.5079531354e-01,2.0836488291e-01,2.1683756942e-01,1.7615472165e-01,1.7213504804e-01,2.9958895312e-01,2.3173636100e-01,3.1144017509e-01,1.8111382957e-01,1.6729050740e-01,1.8922369712e-01,2.2543473044e-01,1.5202684927e-01,1.3786233379e-01,3.5749672271e-01,2.0462880432e-01,2.0084249642e-01,2.2685969372e-01,2.7096249430e-01,2.6776750282e-01,2.6362265091e-01,2.0571817445e-01,2.2962000734e-01,5.2704282913e-02
PSO,Alpine,1.8314638642e+01,1.8682871887e+01,1.5154515538e+01,1.6794660256e+01,1.9249592779e+01,1.8969482848e+01,1.6140259027e+01,1.7288584226e+01,1.5856031402e+01,1.4503540597e+01,1.7122813526e+01,1.4714402369e+01,1.7466414660e+01,1.6997410213e+01,1.7190537751e+01,1.9234756639e+01,1.7660150907e+01,1.5228681897e+01,1.8673230393e+01,1.5558717908e+01,1.8103792682e+01,1.4495479019e+01,1.6832484388e+01,1.3584296266e+01,2.0555998438e+01,1.1615655824e+01,2.2497027389e+01,1.6347048906e+01,1.8718571895e+01,1.5279701679e+01,1.6961044998e+01,2.1724184039e+00
PSO,Hybrid Function 1,2.9541947633e+03,2.9888548892e+03,2.4447491862e+03,3.8869615102e+03,2.2768294955e+03,2.5552344631e+03,2.6093916745e+03,2.3283428063e+03,2.9149145698e+03,2.3610628035e+03,2.1533750045e+03,1.8462165803e+03,2.9268795947e+03,3.6652473307e+03,4.0158363111e+03,2.7561569470e+03,2.6011911222e+03,2.0731927435e+03,1.7321987678e+03,1.6198914459e+03,3.1758673979e+03,1.8186843874e+03,4.4975578773e+03,2.0869952783e+03,2.9705687178e+03,1.7684531957e+03,3.3399857476e+03,3.1223426719e+03,2.3214238380e+03,3.3612485484e+03,2.7057949890e+03,7.0945057812e+02
PSO,Hybrid Function 2,4.3945930692e+04,6.1416386716e+04,2.5338085003e+04,1.7094050147e+05,1.2542675081e+05,9.1945519134e+04,3.9310787375e+04,1.8966522055e+05,1.4437016252e+05,2.4291941553e+04,1.6093298972e+05,2.3692488805e+05,1.6772729563e+05,2.5674963959e+05,1.1806987131e+05,3.0077079844e+05,1.1770626446e+04,4.4633740455e+05,3.3119625303e+04,1.9630723927e+05,5.9998096058e+04,2.0084664713e+04,1.4063421452e+05,9.8345314230e+04,1.4164807566e+05,1.9831090716e+04,3.2262954673e+05,1.2470800048e+05,2.1866667326e+05,3.1528676017e+04,1.3411453388e+05,1.0343135200e+05
PSO,Expanded Schaffer F6,1.1068282976e+01,1.0201889382e+01,1.0504576514e+01,1.0734044522e+01,1.1489921092e+01,1.1323149964e+01,9.3373233867e+00,1.0688462160e+01,1.2120340842e+01,1.1082642870e+01,1.2329008173e+01,1.0488904584e+01,1.1161125230e+01,1.2150525158e+01,1.1204797180e+01,9.5225295085e+00,1.0462435182e+01,1.2315638713e+01,1.2052385752e+01,9.9643838189e+00,1.0804508895e+01,1.0305840963e+01,1.0895450302e+01,1.0562034049e+01,1.0252873626e+01,1.0159525367e+01,1.1485903385e+01,1.0817666609e+01,1.1224986767e+01,1.1651157972e+01,1.0945410498e+01,7.7178812702e-01
PSO,Pathological,1.1337377008e+01,1.1832584185e+01,1.1161844233e+01,1.2023777806e+01,1.1858543587e+01,1.0721829986e+01,1.1209108186e+01,1.1862461819e+01,1.0820757231e+01,1.2612416437e+01,1.1555292360e+01,1.2563841496e+01,1.1753387595e+01,1.1993391927e+01,1.1508106421e+01,1.1328591020e+01,1.0333286852e+01,1.0837880951e+01,1.1660625290e+01,1.1350657556e+01,1.1871808257e+01,1.1862101699e+01,1.1368083274e+01,1.2321916970e+01,1.1534778275e+01,1.1799094866e+01,1.2179549613e+01,1.1664823174e+01,1.1055202953e+01,1.2168201852e+01,1.1605044096e+01,5.2755914790e-01
