Algorithm,Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Mean,Std
DE,Levy,5.4391097558e-01,1.7290420145e+00,7.2586660425e-01,5.4385245627e-01,5.4385226920e-01,1.2684137687e+00,5.4385240451e-01,8.9528250416e-02,2.6860869904e-01,9.0196527079e-01,1.2506096801e+00,2.0886592703e+00,7.2290883382e-01,1.7278533366e+00,1.1772327965e+00,6.3422730855e-01,3.5408203572e+00,3.1802469742e+00,8.9528266137e-02,6.3338082646e-01,1.9963314238e+00,9.9817629084e-01,2.3622868851e+00,1.3739682794e+00,6.3338059330e-01,5.4385226901e-01,1.8174662258e+00,6.3338915564e-01,2.4569791751e+00,6.3338053109e-01,1.1884523731e+00,8.6413810282e-01
DE,Schwefel,2.4738986226e+03,2.3871873433e+03,2.9715781638e+03,2.0883910044e+03,4.2002816827e+03,3.3722737729e+03,1.6894554102e+03,2.8379540395e+03,1.7386184618e+03,2.7359100105e+03,3.1119056164e+03,1.7629066393e+03,2.6177802194e+03,2.7924144895e+03,1.8919825370e+03,2.9548752830e+03,1.9042918072e+03,2.6542391455e+03,2.7463796556e+03,2.8187646770e+03,3.7657236850e+03,3.9683929272e+03,2.9828723855e+03,3.3329615334e+03,2.1243983281e+03,3.3410880156e+03,2.1539091825e+03,1.7246283605e+03,3.0142320619e+03,3.3159476499e+03,2.7158414237e+03,6.6797101611e+02
DE,Michalewicz,-2.7357644346e+01,-2.7669772718e+01,-2.5731086152e+01,-2.6714933350e+01,-2.7067601709e+01,-2.7680974601e+01,-2.7229019244e+01,-2.7062418476e+01,-2.7035219430e+01,-2.5345761512e+01,-2.7371174634e+01,-2.6643779673e+01,-2.7095273846e+01,-2.6047655433e+01,-2.6573168889e+01,-2.7590016861e+01,-2.6585032998e+01,-2.6993273297e+01,-2.7166048881e+01,-2.6974247692e+01,-2.7923123499e+01,-2.7605836130e+01,-2.6533939934e+01,-2.8031146177e+01,-2.7092883652e+01,-2.7866620451e+01,-2.7302170890e+01,-2.7822525983e+01,-2.7462082326e+01,-2.7370381941e+01,-2.7098160491e+01,6.1996246158e-01
DE,Bent Cigar,6.3356926302e+06,3.0818086428e+06,4.9119724835e+05,3.2196445211e+01,4.5239849553e+02,1.4573658480e-05,7.4727517940e+02,1.4444594659e+06,5.4263102216e+04,5.5279996028e+02,2.6022612887e+03,2.1188668217e+07,1.5250102652e+07,1.0743878907e+08,6.2693218707e+03,1.1282964202e+02,5.8434567119e-05,9.2330160961e-02,2.2082337902e+06,2.8772996410e-04,3.3097911852e+06,1.7516041091e+01,1.0188177171e+03,4.9940995986e+05,3.3318467897e+04,2.4641328721e+07,2.2386289931e+03,5.7764219737e+01,3.6032995673e-02,1.4325783615e+02,6.1997102782e+06,1.9787851794e+07
DE,Discus,1.6146381534e+03,7.1401926985e-08,8.6374624161e+00,5.3400444552e-03,5.9994663226e-04,2.5448167239e-01,3.5571975461e-01,1.1106114850e+01,3.5795731639e-01,1.5287731184e+00,5.7057618938e+00,2.8899453383e-01,2.8861528713e+01,1.2266203486e-01,3.5793719711e+02,1.8684303071e-07,1.1536388467e+02,1.5260387098e-04,1.9024518061e+00,6.5352244221e+03,1.0842066970e+01,1.7901462130e-04,1.0008540004e+02,6.8765688915e-01,1.7231267536e-10,8.9666751135e-06,1.2307532561e+00,7.1368970160e-03,1.9671684005e-01,4.7304505703e+01,2.9475486943e+02,1.1953336178e+03
DE,High Conditioned Elliptic,6.0476719814e+01,1.8710909480e-05,5.9981364267e-04,1.1933535272e-05,3.9176703669e+04,1.6805921722e-12,1.4742806690e+05,3.3234932039e+06,5.4418154622e+01,1.1612902942e+02,3.2815314830e+04,9.5542009290e+03,1.1378495681e-06,2.9627223799e+01,8.2008260765e-03,1.4833560182e-01,2.4797603424e+04,1.9590602064e-14,8.3413982605e+01,8.9625927591e-06,2.4155078359e+00,1.2764588868e+02,6.1896179910e-02,2.3033780799e+04,2.4492621967e+05,5.4353392750e+00,2.9395933911e-01,1.3408859584e-06,5.6857209596e+03,2.3585923154e+04,1.2916589377e+05,5.9529413475e+05
DE,Dixon-Price,1.6692260611e+00,1.3663100474e+01,1.9884564610e+01,1.2929452206e+01,1.1554391959e+02,1.2635466167e+02,1.6471732358e+00,8.8115778948e-01,7.8906947690e-01,1.4644375281e+00,1.2926804978e+00,2.4826782491e+00,2.3758074395e+00,1.1248004652e+01,5.9740174583e+02,5.1261419287e+00,1.0934586843e+00,6.9605745318e-01,8.2887828164e+01,3.2883151757e+00,1.2885247191e+00,5.8344584443e+00,7.1510665962e-01,3.0332138161e+00,1.2451937680e+01,1.1451054522e+00,9.5411859778e+01,1.0235590538e+00,6.7116709456e+00,1.6235411052e+00,3.7731948612e+01,1.0964413997e+02
DE,HappyCat,3.7673798685e-01,4.0290179825e-01,3.6177002287e-01,4.6507378824e-01,3.9654636408e-01,3.3561140486e-01,3.8671844890e-01,3.7506420678e-01,4.4009766361e-01,3.1541495404e-01,4.3600937564e-01,4.0203854938e-01,4.2016151590e-01,4.0441489304e-01,3.8510952586e-01,3.9854813909e-01,4.9504347327e-01,4.2049934345e-01,4.2792252497e-01,3.8823988591e-01,2.9328688049e-01,4.2286364488e-01,3.2352839996e-01,3.7386937869e-01,3.8582060378e-01,3.9983756395e-01,4.4931217757e-01,3.9616461363e-01,4.2206995127e-01,4.5558419516e-01,3.9854204248e-01,4.3546060362e-02
DE,Step,2.8000000000e+01,2.3000000000e+01,6.9000000000e+01,6.0000000000e+00,2.4700000000e+02,1.1000000000e+01,6.0000000000e+00,1.1000000000e+01,4.1000000000e+01,5.2000000000e+01,3.9000000000e+01,1.2700000000e+02,1.0000000000e+01,2.7000000000e+02,2.0000000000e+01,8.0000000000e+00,9.3000000000e+01,7.0000000000e+00,3.3000000000e+01,1.8000000000e+01,2.0000000000e+00,1.3000000000e+01,4.0000000000e+00,7.9000000000e+01,3.0000000000e+00,5.6000000000e+01,4.0000000000e+00,9.0000000000e+00,2.9000000000e+01,5.0000000000e+00,4.4100000000e+01,6.4601522170e+01
DE,Bohachevsky,9.4480600448e+00,8.8112067802e+00,5.2489212514e+00,7.5569322541e+00,2.9243814424e+00,4.1991362153e+00,3.1634930628e+00,4.6120668911e+00,1.9403935003e+02,8.1732742583e+00,3.1531597599e+00,1.0297436391e+01,1.8434208533e+01,1.2838531971e+01,6.9379658100e+00,2.1551978354e+01,4.1991362150e+00,8.8683435648e+00,5.0819456883e+00,1.5566267948e+01,5.7285385908e+00,1.0498236494e+00,7.5586440840e+00,4.1991387876e+00,6.2987243639e+00,3.7075535825e+00,4.6690186369e+00,4.2009169340e+00,1.1027485581e+01,6.6677878506e+00,1.3673780951e+01,3.3804935807e+01
DE,Quartic,4.2555057907e-03,6.7934926327e-03,6.1689977463e-03,3.2089352870e-03,6.9795161486e-03,7.6400781289e-03,7.8522890415e-03,3.1309440626e-03,5.3685270451e-03,8.0022645025e-03,1.7694108647e-03,9.2530030751e-03,5.6862560775e-03,4.4217344217e-03,4.0634951689e-03,4.7394090997e-03,9.1003669780e-03,3.4907207609e-02,4.2923512552e-03,5.0093703830e-03,6.5943673412e-03,9.7787951123e-03,5.6666585821e-03,2.8709672948e-02,5.0373721685e-03,8.3310223610e-03,1.2579106311e-02,4.9496202009e-03,9.6806071759e-03,2.5617427305e-03,7.8844040084e-03,6.8722052240e-03
DE,Exponential,8.4689921742e-11,9.8785205007e-04,3.4958898117e-03,1.0616997836e-08,3.2829675467e-04,9.0630707950e-04,6.2136156598e-07,1.2661741589e-07,8.1562612242e-07,8.3237283732e-10,5.1706102335e-05,3.4883152268e-04,2.2204460493e-16,7.1078137265e-08,2.6694266208e-03,7.1296447075e-03,1.2229027558e-05,4.5022506234e-06,2.7746210840e-07,1.6419918203e-08,2.6665719632e-09,6.6613381478e-16,1.8114372224e-09,5.1039189083e-03,7.9245298389e-05,1.0964012964e-03,2.1680192186e-07,6.3427041397e-13,1.6875389974e-14,4.5202693012e-06,7.4069776932e-04,1.6634087225e-03
DE,Alpine,2.3071822230e-16,1.2784912018e-15,1.8578888428e-15,8.3266726847e-16,6.1409211050e-16,4.4582393333e-16,6.1062266354e-16,2.4980018054e-15,2.2204460493e-16,4.4582393333e-16,1.7347234760e-18,6.1409211050e-16,1.8318679906e-15,6.1235738702e-16,1.4536982729e-15,1.0547118734e-15,4.4929338028e-16,3.4694469520e-18,6.1756155745e-16,6.9388939039e-18,3.4694469520e-18,6.1582683397e-16,1.4519635494e-15,1.2784912018e-15,6.6613381478e-16,2.2551405188e-16,1.8873791419e-15,2.3382549709e-09,1.2715523079e-15,1.7347234760e-18,7.7942601830e-11,4.1972946977e-10
DE,Hybrid Function 1,1.0396710658e+01,5.9697482993e+00,7.5215111928e+01,4.7758034747e+00,1.4596822637e+02,2.7163349415e+01,1.1342512066e+01,7.7649000433e+00,1.0745990128e+01,1.1345517667e+01,1.0151744831e+01,2.6266595613e+01,3.6058627293e+00,2.4654683162e+01,6.6873141028e+00,1.7898953883e+01,1.0746049494e+01,2.0306884876e+01,9.0420780556e+00,3.2862617076e+00,1.6775394969e+01,4.9630047097e+00,3.5819778994e+00,1.4846115591e+01,7.7606746019e+00,5.4610689271e+00,5.3745276465e+00,1.0149178920e+01,1.2667776166e+01,7.7606746011e+00,1.7755823085e+01,2.7218106577e+01
DE,Hybrid Function 2,1.3213456167e+02,5.0087931015e+00,1.3603641627e+02,6.8790260597e+00,1.4722913001e+01,5.8941030210e+00,1.5829938978e+01,1.5797717907e+01,1.4692224615e+01,1.2308186134e+01,4.3901281845e+01,1.2140345969e+01,1.0484187250e+01,1.3302251539e+01,1.5006371347e+03,9.5725265578e+00,1.3835383014e+01,8.1363771503e+00,1.3364103452e+01,3.6841116673e+01,1.5602502548e+01,1.4907169358e+01,1.7825157714e+02,1.3937238811e+01,1.3696366678e+01,1.3542509668e+01,9.6011598123e+00,6.5665850731e+00,1.1156192381e+01,6.4274857182e+00,7.6840245868e+01,2.6766199300e+02
DE,Expanded Schaffer F6,5.0839639894e+00,5.4320737718e+00,4.3805148536e+00,2.2188515607e+00,3.8880934681e+00,2.6253938403e+00,5.6125624223e+00,4.7884095032e+00,5.9874784425e+00,3.9795618689e+00,2.3542885665e+00,3.8235721389e+00,4.2651214431e+00,4.3723536085e+00,5.2696568589e+00,5.2509705041e+00,4.3108467831e+00,5.1217581290e+00,3.4371656153e+00,3.6382601051e+00,5.1379577415e+00,5.8233326768e+00,4.3068606492e+00,3.5019701040e+00,4.6102220514e+00,4.3251384475e+00,4.0734670782e+00,4.3367204304e+00,4.2585145963e+00,5.1035941191e+00,4.3772891789e+00,9.3306792928e-01
DE,Pathological,2.0293157634e+00,5.7044418089e+00,4.0392890192e+00,6.1042395236e+00,4.9217668390e+00,5.0806024750e+00,5.2055907670e+00,5.2028044385e+00,4.8221730423e+00,5.6512487404e+00,5.0258804279e+00,5.2853719636e+00,5.1632120277e+00,4.7193195653e+00,6.4213640899e+00,4.8886197131e+00,6.6795126784e+00,1.0073084499e+00,1.8703279245e+00,5.1218333124e+00,6.0247374265e+00,5.1812986391e+00,5.7044418089e+00,5.9344113109e+00,5.1397381424e+00,5.1934671666e+00,6.1042380474e+00,6.0040371225e+00,3.7014142495e+00,1.1697581844e+00,4.8367254889e+00,1.4503051440e+00
DE,Periodic,1.0858794651e+00,1.3230167895e+00,1.7035587210e+00,1.0945359312e+00,1.6670974160e+00,1.5154201404e+00,1.9241374998e+00,1.3001443691e+00,1.1802503208e+00,1.3592785978e+00,1.0670986056e+00,1.2258268712e+00,2.1031742744e+00,1.1758635282e+00,1.1567071650e+00,1.0334399501e+00,1.0167551879e+00,1.6638986141e+00,1.1042245384e+00,1.0162668380e+00,2.0389572459e+00,1.3313336082e+00,1.3965720807e+00,1.0708108566e+00,1.2096992820e+00,1.7364211803e+00,1.3309658066e+00,1.1605759132e+00,1.0111916882e+00,1.3673236777e+00,1.3456808721e+00,3.0749433034e-01
DE,Salomon,3.9991276956e-01,2.9987334585e-01,3.9987334592e-01,2.9987334585e-01,3.9987334590e-01,2.9987334590e-01,1.9987334602e-01,2.9987334586e-01,1.2998733460e+00,1.9987334592e-01,2.9987334702e-01,2.9987334722e-01,2.9987334586e-01,5.9987334585e-01,5.9987334585e-01,1.0998733458e+00,3.9987334929e-01,2.9987334585e-01,4.9987334731e-01,1.4998733459e+00,4.9987334587e-01,4.9987334586e-01,2.9987334585e-01,1.0998733459e+00,2.9987334595e-01,3.9987567739e-01,1.1998733479e+00,4.9987334585e-01,6.9987334592e-01,2.9987334588e-01,5.2654140470e-01,3.4441525764e-01
DE,Styblinski-Tang,-1.0901646568e+03,-1.0618881934e+03,-1.1042935457e+03,-1.1184375604e+03,-1.1181632285e+03,-1.0901646568e+03,-1.1043008869e+03,-1.1325707409e+03,-1.1184358109e+03,-1.0336176264e+03,-1.1184356755e+03,-1.0901637863e+03,-1.0901643521e+03,-1.0193584497e+03,-1.0895776290e+03,-1.1043013759e+03,-1.0901646568e+03,-1.0901646565e+03,-1.0897826674e+03,-1.1182522737e+03,-1.1321741192e+03,-1.0901646568e+03,-1.0760279378e+03,-1.1319499673e+03,-1.0618911980e+03,-1.1325292034e+03,-1.1184380949e+03,-1.1042223766e+03,-1.1043007701e+03,-1.1184349997e+03,-1.0980845251e+03,2.6955848072e+01
DE,Weierstrass,2.8394639941e-01,2.3367807123e+00,1.0321681281e+00,9.5354246619e-01,4.6992366534e-01,1.5584247641e+00,3.4375382068e-02,1.8228708880e+00,7.6471686331e-01,6.0459147439e-01,8.2654589688e-02,1.4466405764e+00,1.9238704147e+00,5.6577894859e-02,6.3710472893e-01,5.6738530511e-01,1.2786716598e+00,1.2702354533e+00,1.8195300009e+00,5.8253862754e-01,7.0084738198e-01,1.4173694432e+00,5.7804862387e-01,6.0280569896e-01,2.2465229223e+00,3.2624369054e-01,1.2643896250e+00,8.2370576920e-02,2.6736871267e-01,1.2814351534e+00,9.4313172744e-01,6.5460301068e-01
DE,Xin-She Yang,3.0621722587e-11,2.6803131957e-11,2.7270886239e-11,2.6637455459e-11,2.9318077453e-11,2.8886505705e-11,2.6426012798e-11,3.1127619737e-11,2.8609335142e-11,2.7533105213e-11,2.7771439617e-11,2.7526096067e-11,3.0464031266e-11,2.7074635210e-11,2.9090388597e-11,2.5903539260e-11,3.0621722587e-11,2.7755123308e-11,2.7274555711e-11,2.5552478080e-11,2.7780007139e-11,3.0519046946e-11,2.6459163100e-11,2.6720844703e-11,2.5040457901e-11,2.5366281620e-11,2.9244345534e-11,2.9962810989e-11,3.2000811870e-11,2.9971656063e-11,2.8177776262e-11,1.8506870989e-12
DE,Sum Of Different Powers,2.1113969518e-06,1.3565730728e-09,1.1688130581e-08,2.4916857937e-06,3.2560713008e-07,7.4928303494e-08,2.0863533250e-08,2.8934690351e-11,8.4729786233e-08,3.7066759412e-07,7.2826170221e-07,8.1281374517e-08,6.6704829534e-09,2.3259931805e-08,1.5779489987e-10,6.5538061089e-09,4.0894732136e-08,3.4426049005e-07,1.9018350309e-11,3.1420083948e-08,7.3111878578e-06,8.0791286025e-12,1.5262002844e-08,1.9767539852e-07,6.9180904713e-07,3.4747588277e-11,1.0697155371e-08,7.9773648109e-08,3.7862706657e-09,1.5428754176e-07,5.0734179656e-07,1.3887866930e-06
SA,Sphere,5.8919567332e+03,4.0866344544e+03,6.3809207156e+03,6.9675382391e+03,7.4315999587e+03,7.5794632532e+03,5.7216494480e+03,6.9806809242e+03,7.9698318761e+03,8.0305689795e+03,6.4799273887e+03,7.5953663089e+03,6.1236477352e+03,5.8102072537e+03,5.8368018442e+03,6.2479232180e+03,5.4776493367e+03,6.5905839721e+03,5.5813048248e+03,6.3412701948e+03,6.9024418342e+03,6.3910753630e+03,5.8954098930e+03,6.6523106367e+03,6.9851775996e+03,6.3936509269e+03,6.2781624754e+03,5.3910517700e+03,6.0050633861e+03,6.1458951016e+03,6.4055255215e+03,8.2126652396e+02
SA,Zakharov,1.3502548768e+02,2.3447153394e+02,1.2983579434e+02,2.0310315610e+02,1.0808255796e+02,1.4872809150e+02,1.5926424036e+02,1.7721127774e+02,1.4989326312e+02,2.2597512114e+02,1.5036826087e+02,1.7851773156e+02,2.1943912808e+02,1.6420562905e+02,1.8970671121e+02,1.5604848997e+02,1.5458687883e+02,1.3064038535e+02,1.3299823706e+02,1.0897485861e+02,1.5825960914e+02,1.6367367771e+02,1.5753248747e+02,1.8337489528e+02,1.7354909669e+02,1.4359252979e+02,1.9485554767e+02,1.9493003220e+02,1.1830327853e+02,1.2854901643e+02,1.6245656685e+02,3.2467198907e+01
SA,Rosenbrock,3.1744587659e+06,2.9236848590e+06,3.4141061085e+06,2.4402387636e+06,1.4746781856e+06,2.0586973660e+06,4.0868029776e+06,3.4374915796e+06,1.8656248680e+06,3.9568572204e+06,1.8352304124e+06,3.5807307284e+06,3.7319877202e+06,2.9555871142e+06,2.9619866548e+06,2.4076598711e+06,2.8027617996e+06,1.5092266571e+06,1.5820314103e+06,2.7307202793e+06,3.2743874998e+06,3.0844550384e+06,2.3056507719e+06,2.9091797804e+06,2.7230593576e+06,5.5524306671e+06,1.8128210905e+06,3.2821773037e+06,2.2123020847e+06,2.6081614579e+06,2.8231729465e+06,8.7037377056e+05
SA,Rastrigin,3.0102256780e+02,3.1487470411e+02,3.2473273631e+02,2.8597301860e+02,2.7482022738e+02,3.1147052613e+02,3.4025833765e+02,3.1305667593e+02,3.2388703375e+02,3.0166610429e+02,3.0792827106e+02,3.0199721022e+02,3.0580240461e+02,3.2210182213e+02,2.5264770784e+02,2.8494691613e+02,2.7564674041e+02,2.9985253844e+02,3.0345106497e+02,3.0621082543e+02,2.9753356025e+02,2.8457423920e+02,3.1601046327e+02,3.2300755644e+02,3.1608037699e+02,3.0509038386e+02,2.9216103669e+02,3.3139793203e+02,3.0025235566e+02,3.0677031489e+02,3.0417418842e+02,1.8025019592e+01
SA,Ackley,2.0349455701e+01,1.9964982583e+01,2.0219319199e+01,2.0211498498e+01,2.0344868672e+01,1.9896229714e+01,2.0414857121e+01,2.0067305820e+01,2.0255116527e+01,2.0219467883e+01,2.0108833552e+01,2.0268613128e+01,2.0300145479e+01,2.0281921372e+01,2.0309679515e+01,1.9914508578e+01,2.0387784474e+01,2.0490585552e+01,2.0348590514e+01,2.0257765786e+01,2.0190889574e+01,2.0048454635e+01,2.0252670185e+01,1.9947369909e+01,2.0158066646e+01,2.0276310891e+01,1.9902356822e+01,2.0394771144e+01,2.0368242015e+01,1.9773349581e+01,2.0197467036e+01,1.7896349518e-01
SA,Griewank,9.3740537480e+01,8.5176356880e+01,1.1478555132e+02,1.0288584779e+02,8.1139333457e+01,7.8978893200e+01,9.7222909978e+01,1.0463213787e+02,1.0016595051e+02,8.2409545441e+01,8.9858525728e+01,7.9678968722e+01,8.5502270857e+01,7.9232789866e+01,8.8861851763e+01,7.6943105225e+01,6.5113291093e+01,9.6055934210e+01,9.4587820011e+01,9.9920918056e+01,8.8303965428e+01,9.2324323916e+01,1.0378147219e+02,6.5667254537e+01,6.2812227163e+01,7.9341252370e+01,9.3914127195e+01,1.0636014141e+02,9.2305053632e+01,8.4332213688e+01,8.8867819033e+01,1.2328619527e+01
SA,Levy,7.0799037002e+01,6.8571352955e+01,7.4874347476e+01,7.2456260551e+01,6.0848812102e+01,7.6352335855e+01,4.3138307364e+01,7.5993099616e+01,5.3727144106e+01,9.1765582429e+01,7.7666641654e+01,6.0414996180e+01,7.8823806145e+01,4.6432721834e+01,6.7584837834e+01,5.3809751666e+01,6.2918371909e+01,7.2158360042e+01,5.8400836673e+01,6.3426081132e+01,5.8558551036e+01,5.8830147465e+01,5.3902993164e+01,5.2899774006e+01,7.9323680220e+01,6.1127111749e+01,5.6790328823e+01,5.0919536323e+01,5.8107094507e+01,4.1610772782e+01,6.3407755820e+01,1.1679200674e+01
SA,Schwefel,8.0774486384e+03,8.7794747751e+03,8.4050085563e+03,7.6218993052e+03,8.4001558374e+03,8.0090455755e+03,8.7764996055e+03,8.3468977244e+03,8.6145530316e+03,8.1722754942e+03,7.6870186719e+03,8.8657535078e+03,8.7270914148e+03,6.9958934229e+03,8.5246866279e+03,8.6625740052e+03,8.2986968089e+03,7.6746601373e+03,8.3267288440e+03,8.2645699540e+03,8.6231018877e+03,8.0137080930e+03,8.6043513875e+03,8.6201090469e+03,8.5041107209e+03,8.5551326442e+03,8.6460810725e+03,8.5535075698e+03,7.8494625097e+03,8.6093362840e+03,8.3269944385e+03,4.2001657223e+02
SA,Michalewicz,-9.2371597180e+00,-7.9722097975e+00,-8.1455552282e+00,-8.6916614276e+00,-8.8953049230e+00,-8.7885688954e+00,-8.5061174149e+00,-8.2854380733e+00,-9.4796338540e+00,-8.1822865201e+00,-8.6298812308e+00,-8.7693424584e+00,-8.7690858716e+00,-8.3606682651e+00,-8.6334748960e+00,-8.1187407495e+00,-9.3904828765e+00,-8.2989379671e+00,-8.6895466867e+00,-8.7559571493e+00,-8.6761264427e+00,-8.5173348761e+00,-8.2639266158e+00,-9.2333049378e+00,-8.4590713323e+00,-9.3562496912e+00,-8.1789774962e+00,-8.9953198894e+00,-8.4937634969e+00,-8.9573580842e+00,-8.6577162288e+00,3.9919971588e-01
SA,Bent Cigar,6.2039283243e+09,5.1021633884e+09,5.6092212004e+09,5.6216451232e+09,4.0541319826e+09,3.9541061274e+09,5.7004458652e+09,5.0255746843e+09,6.3803624511e+09,5.2822438261e+09,4.8154086991e+09,6.9616442876e+09,5.3407478364e+09,6.4814267285e+09,5.5051816933e+09,6.4412248056e+09,6.0321067056e+09,5.4309066159e+09,5.1682080066e+09,6.1773458802e+09,5.7947758186e+09,5.7200226984e+09,6.5091507250e+09,5.9947361708e+09,5.8247972924e+09,5.6752723990e+09,4.9867438960e+09,7.0175460916e+09,6.9709361418e+09,4.9206290579e+09,5.6900878174e+09,7.5501153382e+08
SA,Discus,5.6514499794e+04,3.1767741430e+04,3.8296547186e+04,5.0288383805e+04,7.2810904963e+04,7.9041214582e+04,4.1772833696e+04,6.0035184798e+04,6.5234739343e+04,6.2227196937e+04,6.3975028359e+04,3.8193245331e+04,5.1909487759e+04,5.5368534008e+04,5.7424007083e+04,5.2178216896e+04,6.3940486914e+04,6.0483583051e+04,5.8014321849e+04,6.3426131523e+04,2.3603557256e+04,6.1820029073e+04,5.8441694466e+04,4.5858041290e+04,3.6279713506e+04,6.3523906810e+04,5.2815115761e+04,4.9788103901e+04,4.8829045271e+04,5.7679010514e+04,5.4051350238e+04,1.1935022131e+04
SA,High Conditioned Elliptic,8.1812235596e+07,1.0236924969e+08,6.9255814054e+07,1.1870120281e+08,8.4780957228e+07,1.3187450091e+08,1.4447868217e+08,1.2863230620e+08,1.5298073136e+08,9.3860482886e+07,9.8911438976e+07,8.3516075748e+07,8.1332464040e+07,1.3250132557e+08,1.2712343442e+08,1.1484894741e+08,1.2633313244e+08,1.2647484279e+08,1.2396296194e+08,1.3117077289e+08,8.1077554357e+07,1.0527063455e+08,1.0510540580e+08,1.0371124836e+08,1.0797400113e+08,1.1903393350e+08,7.9986507622e+07,9.8849273288e+07,1.3559876401e+08,9.6479620552e+07,1.0960028341e+08,2.1497259214e+07
SA,Dixon-Price,2.2415003373e+04,1.7415179903e+04,2.0370981897e+04,1.6916331313e+04,2.1277899696e+04,2.4516685453e+04,2.2221947479e+04,2.5517697178e+04,3.0530330335e+04,2.5096829687e+04,1.5987392098e+04,1.8359274456e+04,2.2466155166e+04,2.1212904261e+04,2.2108452528e+04,2.2337389566e+04,1.3683279723e+04,1.9455472625e+04,1.5290827454e+04,1.2156306239e+04,3.8386811355e+04,1.0664177276e+04,1.3116012959e+04,2.8289023396e+04,1.3710087334e+04,2.7840806621e+04,1.8949671280e+04,1.8731755746e+04,1.1096753746e+04,1.4355019956e+04,2.0149215337e+04,6.1431307560e+03
SA,HappyCat,1.4258550481e+00,9.7370240482e-01,1.4545441499e+00,1.2223460742e+00,1.3764652081e+00,1.3688210485e+00,1.1426578705e+00,1.3188292810e+00,1.5297145810e+00,1.4726500616e+00,1.2796113447e+00,1.4982645886e+00,1.4648420724e+00,1.3185361504e+00,1.3182511090e+00,1.3458810731e+00,1.3515358478e+00,1.3705367075e+00,1.5396994904e+00,1.2938854692e+00,1.3978656035e+00,1.1238967261e+00,1.3488199335e+00,1.3923484987e+00,1.2184237903e+00,1.4216374691e+00,1.3419116133e+00,1.4070142727e+00,1.2137981764e+00,1.3868964551e+00,1.3439747373e+00,1.2226034105e-01
SA,Step,6.4480000000e+03,5.5870000000e+03,6.5500000000e+03,3.6590000000e+03,5.1430000000e+03,7.1670000000e+03,5.4290000000e+03,6.7620000000e+03,6.6780000000e+03,5.2000000000e+03,5.7720000000e+03,6.6670000000e+03,6.1830000000e+03,5.8100000000e+03,5.4050000000e+03,4.7480000000e+03,5.6320000000e+03,6.3510000000e+03,4.5030000000e+03,5.3220000000e+03,7.3240000000e+03,6.3670000000e+03,6.5860000000e+03,5.9480000000e+03,6.3860000000e+03,6.3200000000e+03,6.3160000000e+03,6.1730000000e+03,6.3290000000e+03,6.4140000000e+03,5.9726333333e+03,7.8689654057e+02
SA,Bohachevsky,1.9151951724e+04,1.7407775049e+04,1.8693333634e+04,1.7690567577e+04,1.6806852061e+04,1.9261957493e+04,1.4942291999e+04,2.2681915938e+04,2.0332565854e+04,1.8353674434e+04,1.8438070801e+04,1.9953845818e+04,2.1779621165e+04,1.7605921143e+04,1.6434314015e+04,1.7121174991e+04,2.0534471211e+04,1.8237395575e+04,2.0779373344e+04,1.3566040124e+04,1.8660608218e+04,1.3725195914e+04,1.7358091009e+04,1.6270524098e+04,1.7306793763e+04,1.7411597879e+04,2.0093737270e+04,1.9327873954e+04,1.1374890546e+04,1.3013980674e+04,1.7810546909e+04,2.5456359853e+03
SA,Quartic,5.0793862395e+00,5.8208805158e+00,8.5132134632e+00,6.4272695097e+00,5.6581930996e+00,5.4114185880e+00,4.1269928471e+00,5.1832041714e+00,6.4580106107e+00,7.5248279460e+00,5.9383731859e+00,8.6226451073e+00,5.4298432868e+00,5.3210940533e+00,6.9490124199e+00,5.9134287583e+00,8.6801843667e+00,7.3758661792e+00,6.3330634836e+00,6.4726167345e+00,4.7327047347e+00,4.2950382690e+00,7.4539209803e+00,7.6232940899e+00,8.6437822728e+00,7.7452003682e+00,4.8841556022e+00,8.0140016348e+00,6.0538197575e+00,6.0338434224e+00,6.4239761899e+00,1.3133750386e+00
SA,Exponential,9.1738578935e-01,9.4676057155e-01,8.4405497457e-01,9.4086951823e-01,8.6757899097e-01,9.1298080424e-01,8.4925208181e-01,9.2024681757e-01,8.4176041079e-01,9.0178470684e-01,9.3039535378e-01,9.1111743712e-01,9.1171495661e-01,9.2180708753e-01,9.5565692855e-01,8.9343116587e-01,8.7537791846e-01,8.8873626740e-01,8.8177661354e-01,9.4514212385e-01,8.6143970676e-01,8.9901682475e-01,9.3431813196e-01,9.4641800684e-01,9.4657851519e-01,9.2439324442e-01,9.0935371420e-01,8.9798423396e-01,9.3461700704e-01,9.2810814425e-01,9.0800193493e-01,3.1904493093e-02
