group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N100,2,75.95498597,45.46310238,0.18137245,1.03330461,1.01278948
smoke|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N50,2,36.27525681,21.59585332,0.08587317,1.04237624,1.01211584
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N100,2,75.79512102,45.44447122,0.18140721,1.03057710,1.01153800
smoke|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N50,2,36.30288595,21.56516052,0.08579740,1.04592268,1.01259906
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N100,2,75.29267156,45.41457648,0.18157540,1.02081253,1.00749567
smoke|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N50,2,36.11750808,21.49261655,0.08573291,1.04320978,1.00956656
